# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	2.909697E-33	1.957199E-59	1.010014E-85	5.157030E-46	1.681724E-49	2.318431E-19	1.060240E-37	1.000000E-06	4.037351E-22	1.465905E-43	5.155300E-45	4.515438E-23	1.281177E-40	4.182375E-58	2.353813E-62	9.203422E-45	5.368884E-64	5.867572E-28	5.588160E-48	1.360753E-68
2.000000E+00	3.088257E-44	1.474223E-81	4.363823E-119	3.528474E-63	1.810787E-65	1.973012E-25	3.017331E-38	1.000000E-06	6.166202E-27	9.528219E-43	4.564165E-43	1.939456E-17	1.647866E-29	1.583522E-41	1.691077E-44	1.966896E-32	4.979852E-45	4.776808E-21	2.159148E-34	2.431783E-48
4.000000E+00	8.879916E-37	8.195085E-67	3.771987E-97	7.101183E-52	1.337389E-54	1.842903E-21	3.994752E-37	1.000000E-06	2.347897E-23	6.406133E-42	9.622700E-43	3.468816E-20	3.689817E-35	4.330948E-50	1.985050E-53	1.629921E-38	1.631759E-54	3.613517E-24	7.121907E-41	3.575173E-58
6.000000E+00	9.793707E-31	6.689896E-55	1.868835E-79	5.216142E-44	1.544873E-44	1.658857E-19	1.341374E-38	1.000000E-06	3.585617E-19	4.442486E-41	8.839327E-40	1.605211E-23	5.572044E-42	2.093454E-60	1.686309E-61	3.729523E-43	1.538445E-60	2.893797E-25	2.604505E-43	6.373472E-62
8.000000E+00	9.474038E-30	4.166496E-53	6.417273E-77	6.841744E-43	6.806011E-43	3.081113E-19	2.288162E-38	1.000000E-06	2.338612E-18	3.169352E-40	1.753167E-38	1.800817E-23	4.993932E-42	1.494665E-60	4.277850E-61	1.038976E-42	8.656308E-60	1.145601E-24	2.307185E-42	1.399621E-60
1.000000E+01	3.995780E-29	4.866969E-52	1.896258E-75	4.519951E-42	4.973959E-42	6.698412E-19	1.280981E-37	1.000000E-06	5.689213E-18	2.320869E-39	1.150718E-37	5.587966E-23	3.465213E-41	2.360249E-59	7.470351E-60	7.140578E-42	1.049121E-58	3.950281E-24	1.542489E-41	2.069393E-59
1.200000E+01	1.725898E-28	5.863558E-51	6.298213E-74	3.040879E-41	3.865660E-41	1.464785E-18	7.386224E-37	1.000000E-06	1.405708E-17	1.741134E-38	7.884667E-37	1.753949E-22	2.496258E-40	4.038564E-58	1.401071E-58	5.181385E-41	1.380540E-57	1.379511E-23	1.057857E-40	3.241010E-58
1.400000E+01	7.639675E-28	7.287620E-50	2.364536E-72	2.091950E-40	3.192429E-40	3.222713E-18	4.382473E-36	1.000000E-06	3.514507E-17	1.335930E-37	5.595972E-36	5.566416E-22	1.871060E-39	7.467032E-57	2.820851E-57	3.977763E-40	1.998501E-56	4.872737E-23	7.476899E-40	5.370852E-57
1.600000E+01	3.467716E-27	9.374001E-49	1.005846E-70	1.479921E-39	2.797153E-39	7.133419E-18	2.675069E-35	1.000000E-06	8.857137E-17	1.046710E-36	4.086418E-35	1.786437E-21	1.463586E-38	1.488871E-55	6.092175E-56	3.230281E-39	3.208332E-55	1.738936E-22	5.481459E-39	9.428471E-56
1.800000E+01	1.614308E-26	1.256430E-47	4.852822E-69	1.083959E-38	2.591392E-38	1.587723E-17	1.679993E-34	1.000000E-06	2.241256E-16	8.361638E-36	3.053942E-34	5.802348E-21	1.198478E-37	3.200688E-54	1.410790E-54	2.770929E-38	5.730942E-54	6.265231E-22	4.200653E-38	1.760511E-54
2.000000E+01	6.771028E-33	1.371288E-60	1.804505E-88	1.082740E-47	1.310848E-48	5.280855E-20	2.732554E-32	1.000000E-06	3.352248E-20	6.799636E-35	9.240287E-35	3.231900E-16	2.949236E-28	3.597885E-40	6.742959E-42	2.850577E-30	8.711785E-43	1.531429E-18	1.532223E-31	1.069227E-44
2.200000E+01	5.642329E-31	6.034530E-57	5.562662E-83	2.476046E-45	2.318159E-45	1.980406E-19	2.973163E-32	1.000000E-06	8.633791E-19	5.619153E-34	4.366164E-33	1.057450E-16	2.554598E-29	8.468415E-42	1.029762E-42	1.588831E-30	6.740458E-43	3.360947E-18	4.686411E-31	4.937441E-44
2.400000E+01	1.696490E-31	3.603859E-58	8.534099E-85	4.694030E-47	2.373236E-45	1.658614E-20	4.667810E-33	1.000000E-06	3.506031E-18	4.710315E-33	1.487952E-30	2.215336E-16	9.228608E-29	5.383269E-41	2.999565E-40	2.627131E-28	7.316800E-39	3.338232E-16	3.060894E-27	2.238006E-38
2.600000E+01	5.864330E-30	3.008760E-55	2.105995E-80	2.132647E-44	1.571676E-43	2.809181E-19	2.710957E-31	1.000000E-06	7.904833E-18	3.997266E-32	1.420433E-30	8.422065E-16	1.113410E-27	2.095559E-39	1.471129E-39	4.013447E-28	3.814871E-39	1.654191E-16	5.182143E-28	1.341819E-39
2.800000E+01	6.623734E-30	2.844038E-55	1.910890E-80	1.084060E-44	3.300739E-43	1.584999E-19	5.527787E-31	1.000000E-06	1.711992E-17	3.426830E-31	3.982557E-29	3.350931E-15	1.487946E-26	9.547995E-38	2.441624E-37	1.973843E-26	2.008529E-36	2.477622E-15	8.318203E-26	2.372030E-36
3.000000E+01	1.249512E-28	7.886286E-53	8.456086E-77	6.976405E-43	2.585955E-41	6.632877E-19	3.809431E-30	1.000000E-06	8.209872E-17	2.961259E-30	3.388161E-28	6.037859E-15	4.115043E-26	4.113929E-37	1.148399E-36	6.046133E-26	9.213717E-36	5.026916E-15	2.531077E-25	1.110792E-35
3.200000E+01	3.175684E-26	4.121646E-48	9.509160E-70	4.822616E-39	4.667301E-38	2.178251E-17	1.221614E-28	1.000000E-06	6.676347E-16	2.573519E-29	6.314747E-28	6.414652E-15	3.986458E-26	3.692276E-37	2.442930E-37	1.413233E-26	4.232406E-37	1.302681E-15	1.292044E-26	1.148595E-37
3.400000E+01	7.526189E-25	1.922808E-45	8.949623E-66	4.328593E-37	5.321837E-36	9.849568E-17	8.047378E-28	1.000000E-06	3.646793E-15	2.244158E-28	5.804298E-27	1.011209E-14	8.560939E-26	1.098962E-36	8.453935E-37	3.600490E-26	1.573310E-36	2.451141E-15	3.561823E-26	4.780647E-37
3.600000E+01	7.190432E-24	1.484710E-43	5.666523E-63	8.472366E-36	1.846159E-34	2.389241E-16	3.798035E-27	1.000000E-06	1.489600E-14	1.959158E-27	7.496335E-26	2.117257E-14	3.265117E-25	7.777809E-36	9.756707E-36	2.288160E-25	2.761043E-35	8.572459E-15	3.463258E-25	1.332120E-35
3.800000E+01	5.343856E-22	7.032389E-40	1.727883E-57	1.110746E-32	4.564834E-32	4.955935E-15	1.681294E-25	9.999999E-07	5.521398E-14	1.708423E-26	1.032506E-25	4.834791E-14	1.491644E-24	7.248542E-35	1.583789E-35	1.861723E-25	7.319981E-36	3.486342E-15	4.636165E-26	6.037482E-37
4.000000E+01	3.592012E-21	2.755107E-38	3.978355E-55	1.646448E-31	7.502614E-31	1.276705E-14	1.260299E-24	9.999998E-07	1.489087E-13	1.484683E-25	8.347644E-25	1.496242E-13	1.261108E-23	1.707870E-33	3.834063E-34	1.653569E-24	1.711706E-34	1.132072E-14	4.018645E-25	1.431008E-35
4.200000E+01	2.302692E-20	9.913909E-37	8.095850E-53	2.113771E-30	1.256110E-29	2.966763E-14	7.969917E-24	9.999995E-07	4.246045E-13	1.282710E-24	7.901712E-24	4.303030E-13	9.282894E-23	3.282014E-32	8.936067E-33	1.508651E-23	4.551599E-33	4.029594E-14	4.242235E-24	4.565891E-34
4.400000E+01	2.115559E-19	7.394288E-35	4.935843E-50	5.612710E-29	3.047112E-28	9.876822E-14	7.111147E-23	9.999987E-07	1.211705E-12	1.098781E-23	5.203262E-23	1.210615E-12	6.596612E-22	6.004631E-31	1.395369E-31	9.342177E-23	5.700946E-32	9.871272E-14	2.145438E-23	4.833897E-33
4.600000E+01	1.623385E-18	3.881475E-33	1.783515E-47	1.071247E-27	6.104403E-27	2.807155E-13	5.436472E-22	9.999963E-07	3.384983E-12	9.303563E-23	3.900307E-22	3.394801E-12	4.699750E-21	1.106614E-29	2.535907E-30	6.692909E-22	9.583443E-31	2.784673E-13	1.452674E-22	7.932602E-32
4.800000E+01	1.213610E-17	1.950770E-31	6.059518E-45	1.979719E-26	1.190324E-25	7.860145E-13	4.053151E-21	9.999899E-07	9.355935E-12	7.759018E-22	2.905502E-21	9.357302E-12	3.265419E-20	1.970417E-28	4.507176E-29	4.726326E-21	1.590622E-29	7.815919E-13	9.814231E-22	1.298962E-30
5.000000E+01	8.819472E-17	9.345540E-30	1.922819E-42	3.550575E-25	2.239935E-24	2.176210E-12	2.966463E-20	9.999724E-07	2.543068E-11	6.347907E-21	2.123163E-20	2.542643E-11	2.225630E-19	3.418902E-27	7.827009E-28	3.277401E-20	2.578697E-28	2.168164E-12	6.518650E-21	2.077959E-29
5.200000E+01	6.216570E-16	4.248925E-28	5.661231E-40	6.158633E-24	4.055365E-23	5.945791E-12	2.121637E-19	9.999261E-07	6.794487E-11	5.071885E-20	1.519013E-19	6.794107E-11	1.480332E-18	5.734700E-26	1.319668E-26	2.223686E-19	4.064088E-27	5.938150E-12	4.242724E-20	3.235221E-28
5.400000E+01	4.242792E-15	1.826991E-26	1.538628E-37	1.031190E-22	7.040564E-22	1.601691E-11	1.478845E-18	9.998058E-07	1.782222E-10	3.938389E-19	1.059978E-18	1.782265E-10	9.573306E-18	9.246172E-25	2.147505E-25	1.470446E-18	6.189028E-26	1.602115E-11	2.691606E-19	4.869008E-27
5.600000E+01	2.797165E-14	7.394683E-25	3.833032E-35	1.661410E-21	1.167247E-20	4.248091E-11	1.001559E-17	9.994992E-07	4.583289E-10	2.957175E-18	7.188902E-18	4.583568E-10	5.999968E-17	1.425783E-23	3.356041E-24	9.446556E-18	9.064667E-25	4.250888E-11	1.657809E-18	7.048577E-26
5.800000E+01	1.775514E-13	2.798653E-23	8.666298E-33	2.562091E-20	1.838476E-19	1.106609E-10	6.564001E-17	9.987352E-07	1.153948E-09	2.135957E-17	4.726262E-17	1.154121E-09	3.632659E-16	2.092327E-22	5.016315E-23	5.882813E-17	1.273529E-23	1.108379E-10	9.896028E-18	9.796989E-25
6.000000E+01	1.082235E-12	9.850654E-22	1.763874E-30	3.764734E-19	2.738322E-18	2.825412E-10	4.147014E-16	9.968763E-07	2.840093E-09	1.476225E-16	3.002072E-16	2.841172E-09	2.117327E-15	2.906567E-21	7.136098E-22	3.540747E-16	1.709628E-22	2.836231E-10	5.710159E-17	1.302890E-23
6.200000E+01	6.315762E-12	3.204775E-20	3.201996E-28	5.240578E-18	3.836492E-17	7.050810E-10	2.513398E-15	9.924684E-07	6.820245E-09	9.706302E-16	1.835796E-15	6.826534E-09	1.183276E-14	3.798573E-20	9.608998E-21	2.053114E-15	2.184290E-21	7.113949E-10	3.178057E-16	1.652776E-22
6.400000E+01	3.515267E-11	9.559743E-19	5.121589E-26	6.851251E-17	5.019952E-16	1.711989E-09	1.450712E-14	9.823175E-07	1.593530E-08	6.028650E-15	1.076079E-14	1.597032E-08	6.306102E-14	4.631894E-19	1.216427E-19	1.142560E-14	2.644341E-20	1.747131E-09	1.703246E-15	1.994615E-21
6.600000E+01	1.855085E-10	2.582984E-17	7.086436E-24	8.290766E-16	6.066015E-15	4.011515E-09	7.875165E-14	9.597556E-07	3.604721E-08	3.500592E-14	6.008065E-14	3.623202E-08	3.177394E-13	5.201496E-18	1.433330E-18	6.069249E-14	3.015295E-19	4.196967E-09	8.777721E-15	2.284215E-20
6.800000E+01	9.189296E-10	6.192913E-16	8.222843E-22	9.045896E-15	6.637171E-14	8.930230E-09	3.928253E-13	9.119379E-07	7.821190E-08	1.866883E-13	3.160632E-13	7.912760E-08	1.490601E-12	5.256477E-17	1.545560E-17	3.049582E-13	3.206695E-18	9.848920E-09	4.342147E-14	2.474058E-19
7.000000E+01	4.196883E-09	1.270463E-14	7.575184E-20	8.478384E-14	6.341562E-13	1.832976E-08	1.722966E-12	8.176253E-07	1.598425E-07	8.849800E-13	1.534759E-12	1.640265E-07	6.327082E-12	4.578933E-16	1.478065E-16	1.425274E-12	3.121584E-17	2.252582E-08	2.053968E-13	2.517991E-18
7.200000E+01	1.712249E-08	2.092274E-13	5.033707E-18	6.256725E-13	4.953223E-12	3.282741E-08	6.127390E-12	6.527097E-07	2.973126E-07	3.509553E-12	6.612185E-12	3.143944E-07	2.304889E-11	3.175894E-15	1.182346E-15	6.001386E-12	2.680788E-16	4.994819E-08	9.200607E-13	2.371080E-17
7.400000E+01	5.928161E-08	2.494904E-12	2.066266E-16	3.152570E-12	2.830416E-11	4.682131E-08	1.544456E-11	4.197197E-07	4.740600E-07	1.049900E-11	2.352877E-11	5.332609E-07	6.597565E-11	1.536299E-14	7.154263E-15	2.152147E-11	1.897562E-15	1.061053E-07	3.813780E-12	1.993848E-16
7.600000E+01	1.634011E-07	1.894802E-11	4.321432E-15	9.135887E-12	1.023252E-10	4.770588E-08	2.354577E-11	1.914517E-07	5.970739E-07	2.076150E-11	6.231934E-11	7.604364E-07	1.338921E-10	4.441958E-14	2.887715E-14	6.103298E-11	1.005122E-14	2.111377E-07	1.399408E-11	1.399781E-15
