# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	1.370642E-31	4.342976E-56	1.055738E-80	2.086912E-44	2.171945E-44	1.991693E-19	1.661057E-39	5.000000E-05	1.106916E-18	7.329525E-42	8.226473E-40	8.234777E-25	4.261015E-44	2.536758E-63	4.556356E-64	9.768842E-45	3.316802E-62	3.415074E-26	1.893007E-44	2.682899E-63
2.000000E+00	5.318652E-31	4.372598E-55	2.229110E-79	1.298841E-43	1.256414E-43	4.217069E-19	8.003809E-39	5.000000E-05	2.484248E-18	4.764109E-41	4.301576E-39	2.406982E-24	2.538093E-43	3.026931E-62	6.093098E-63	5.710358E-44	3.382107E-61	1.117447E-25	1.181573E-43	3.113092E-62
4.000000E+00	2.100882E-30	4.587107E-54	4.995147E-78	8.205978E-43	7.663129E-43	9.001388E-19	4.028201E-38	5.000000E-05	5.686365E-18	3.203066E-40	2.385699E-38	7.161360E-24	1.572655E-42	3.810885E-61	8.660899E-62	3.444640E-43	3.530176E-60	3.699075E-25	7.463153E-43	3.835184E-61
6.000000E+00	8.469024E-30	5.002555E-53	1.208453E-76	5.259872E-42	4.953314E-42	1.934410E-18	2.109321E-37	5.000000E-05	1.329477E-17	2.221243E-39	1.405292E-37	2.164638E-23	1.013260E-41	5.133613E-60	1.314844E-60	2.156438E-42	3.814137E-59	1.240791E-24	4.788354E-42	5.024208E-60
8.000000E+00	3.490266E-29	5.654805E-52	3.208637E-75	3.420872E-41	3.403005E-41	4.181714E-18	1.144081E-36	5.000000E-05	3.173985E-17	1.584676E-38	8.765833E-37	6.634267E-23	6.777808E-41	7.473324E-59	2.138925E-59	1.410107E-41	4.328154E-58	4.220431E-24	3.131332E-41	6.998105E-59
1.000000E+01	1.472058E-28	6.605494E-51	9.481289E-74	2.259975E-40	2.486980E-40	9.091144E-18	6.404906E-36	5.000000E-05	7.721450E-17	1.160435E-37	5.753591E-36	2.058624E-22	4.703017E-40	1.180124E-57	3.735176E-58	9.691256E-41	5.245603E-57	1.455296E-23	2.093479E-40	1.034697E-57
1.200000E+01	6.358262E-28	7.958073E-50	3.149106E-72	1.520439E-39	1.932830E-39	1.988019E-17	3.693112E-35	5.000000E-05	1.907840E-16	8.705672E-37	3.942334E-35	6.461603E-22	3.387943E-39	2.019282E-56	7.005357E-57	7.032221E-40	6.902699E-56	5.082164E-23	1.435733E-39	1.620505E-56
1.400000E+01	4.064658E-33	2.062927E-60	3.561173E-88	3.447931E-44	1.458583E-50	9.983431E-17	7.904722E-28	5.000000E-05	3.018043E-22	6.679650E-36	7.756187E-41	3.241043E-15	6.343163E-26	1.473925E-36	1.543513E-43	3.738177E-33	3.031356E-49	7.864747E-23	1.947803E-39	2.258285E-56
1.600000E+01	4.731959E-34	1.745501E-62	2.555783E-91	2.747935E-47	1.913864E-50	9.706620E-19	3.629762E-30	5.000000E-05	4.441101E-21	5.233551E-35	7.529042E-37	1.781396E-15	1.455338E-26	1.476303E-37	2.225961E-41	1.183621E-30	4.319680E-44	6.389740E-20	7.401088E-34	4.677786E-48
1.800000E+01	1.851176E-31	1.652194E-57	7.317763E-84	2.204754E-47	9.605944E-43	2.816182E-21	4.609119E-37	5.000000E-05	7.244977E-16	4.180819E-34	2.782855E-28	8.974872E-20	2.867338E-35	1.184450E-50	9.514709E-47	1.208187E-31	7.043992E-42	1.766124E-16	3.337991E-27	3.943587E-38
