# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	4.258903E-31	4.193098E-55	3.167214E-79	6.260737E-43	6.515836E-43	1.922959E-18	4.983170E-38	1.500000E-03	1.068715E-17	2.198857E-40	2.467942E-38	2.558737E-24	4.113965E-43	7.610273E-62	1.366907E-62	9.431713E-44	9.950405E-61	1.061143E-25	1.827679E-43	8.048698E-62
2.000000E+00	1.652629E-30	4.221697E-54	6.687330E-78	3.896523E-42	3.769241E-42	4.071536E-18	2.401143E-37	1.500000E-03	2.398515E-17	1.429233E-39	1.290473E-37	7.479051E-24	2.450502E-42	9.080792E-61	1.827930E-61	5.513290E-43	1.014632E-59	3.472167E-25	1.140796E-42	9.339275E-61
4.000000E+00	6.527928E-30	4.428803E-53	1.498544E-76	2.461794E-41	2.298939E-41	8.690745E-18	1.208460E-36	1.500000E-03	5.490125E-17	9.609199E-39	7.157098E-37	2.225201E-23	1.518381E-41	1.143265E-59	2.598270E-60	3.325763E-42	1.059053E-58	1.149388E-24	7.205595E-42	1.150555E-59
6.000000E+00	6.229755E-39	2.706868E-71	4.809973E-104	1.276580E-60	2.437008E-49	6.382398E-28	3.121590E-47	1.500000E-03	8.892097E-16	6.663729E-38	8.546253E-25	9.709193E-24	2.038528E-42	4.632512E-61	2.405224E-50	8.794691E-32	1.414379E-37	1.128196E-13	3.958749E-20	3.776810E-27
8.000000E+00	5.341992E-36	1.324668E-65	1.150416E-95	1.067111E-45	1.173398E-55	8.522800E-16	3.105045E-25	1.500000E-03	7.150607E-25	4.754028E-37	2.906863E-45	8.834382E-14	1.201865E-22	1.764670E-31	5.582842E-42	2.763939E-33	1.248741E-50	6.212267E-25	6.784467E-43	2.231826E-61
1.000000E+01	5.910047E-30	1.064725E-53	6.135722E-78	5.951992E-43	1.833299E-40	5.963635E-19	6.864860E-37	1.500000E-03	1.417731E-15	3.481304E-36	4.831284E-32	3.363593E-22	1.255537E-39	5.147625E-57	4.560291E-55	7.241611E-38	1.792583E-51	6.655491E-21	4.378509E-35	9.896901E-50
1.200000E+01	1.260452E-31	3.127402E-57	2.453302E-83	1.245191E-43	5.515841E-45	8.212958E-18	3.179528E-32	1.500000E-03	2.746452E-18	2.611701E-35	4.121219E-35	1.346578E-18	1.471358E-32	1.827554E-46	2.209300E-48	1.064206E-34	7.585680E-49	3.690548E-21	7.571087E-36	6.205503E-51
1.400000E+01	1.067011E-24	1.421588E-43	6.442107E-63	8.093049E-34	3.372358E-34	8.926649E-15	2.407459E-32	1.500000E-03	2.658171E-14	2.003895E-34	2.292020E-33	1.103948E-21	7.359246E-39	5.824605E-56	6.008281E-57	4.272048E-40	1.162321E-56	2.638745E-23	2.192655E-40	8.529360E-58
1.600000E+01	3.498508E-38	9.541216E-71	1.032879E-103	3.191510E-56	1.997874E-52	1.524811E-23	1.211524E-35	1.500000E-03	6.270553E-19	1.570065E-33	2.030151E-28	3.785005E-16	6.570158E-28	1.416099E-39	1.919124E-36	4.802775E-25	3.347375E-32	1.220272E-13	2.699245E-21	3.258071E-29
1.800000E+01	4.891194E-39	1.153441E-72	1.349833E-106	4.684914E-57	2.501621E-54	2.264826E-23	1.128234E-33	1.500000E-03	7.140873E-20	1.254246E-32	1.023180E-28	2.731714E-14	2.656396E-24	3.339932E-34	3.288187E-32	1.371792E-22	2.983458E-29	6.588224E-13	4.644931E-20	2.047069E-27
2.000000E+01	2.769580E-29	2.294284E-53	1.234912E-77	2.163184E-41	6.735229E-41	2.579372E-17	1.593782E-30	1.500000E-03	4.210919E-16	1.019945E-31	3.564575E-30	3.859298E-17	4.205431E-30	6.126307E-43	2.952793E-43	1.045357E-30	9.811166E-43	4.703036E-18	1.445057E-30	3.096809E-43
2.200000E+01	3.452501E-32	2.259407E-59	1.274410E-86	1.138155E-43	1.733079E-47	1.487720E-16	2.742062E-25	1.500000E-03	1.054876E-19	8.428730E-31	1.065182E-33	1.298229E-12	3.850399E-21	1.567028E-29	3.099163E-34	3.894874E-26	3.299358E-38	6.710979E-18	1.868482E-30	3.930743E-43
2.400000E+01	5.937155E-31	4.413898E-57	3.657963E-83	2.794238E-42	2.563281E-45	2.821211E-16	3.858926E-25	1.500000E-03	1.082042E-18	7.065472E-30	4.049656E-32	1.076719E-12	2.180029E-21	6.180665E-30	6.248638E-34	1.126019E-25	2.765580E-37	2.943862E-17	2.380402E-29	1.534844E-41
