# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	6.705004E-33	1.039292E-58	1.235894E-84	3.814623E-48	5.563991E-46	7.442088E-22	4.740829E-43	2.000000E-06	5.796650E-19	2.931810E-43	4.611730E-39	6.289980E-26	2.486039E-46	1.130502E-66	2.845772E-65	7.987816E-45	2.903301E-61	3.655845E-25	2.169339E-42	3.291297E-60
2.000000E+00	7.584279E-32	8.891295E-57	6.463529E-82	2.363931E-44	8.006674E-47	5.382409E-19	9.143573E-38	2.000000E-06	1.110201E-20	1.905644E-42	6.024602E-43	2.154398E-23	2.033359E-41	2.170512E-59	1.529814E-62	1.601808E-44	2.973231E-63	3.502038E-27	1.160509E-46	9.582394E-67
4.000000E+00	7.184914E-31	5.365112E-55	1.998059E-79	3.282391E-44	3.065252E-44	1.052809E-19	1.611280E-39	2.000000E-06	6.650813E-19	1.281227E-41	9.542797E-40	2.449151E-24	1.839388E-43	1.524354E-62	3.464359E-63	4.028875E-44	1.412070E-61	1.265066E-25	8.728957E-44	1.534073E-62
6.000000E+00	2.896366E-30	5.851024E-54	4.833813E-78	2.103949E-43	1.981326E-43	2.262499E-19	8.437283E-39	2.000000E-06	1.554965E-18	8.884972E-41	5.621167E-39	7.402959E-24	1.185116E-42	2.053445E-61	5.259374E-62	2.522185E-43	1.525655E-60	4.243445E-25	5.600493E-43	2.009683E-61
8.000000E+00	1.193654E-29	6.613900E-53	1.283455E-76	1.368349E-42	1.361202E-42	4.890963E-19	4.576323E-38	2.000000E-06	3.712315E-18	6.338703E-40	3.506333E-38	2.268887E-23	7.927372E-42	2.989330E-60	8.555701E-61	1.649271E-42	1.731262E-59	1.443367E-24	3.662428E-42	2.799242E-60
1.000000E+01	5.034367E-29	7.725832E-52	3.792516E-75	9.039902E-42	9.947919E-42	1.063307E-18	2.561962E-37	2.000000E-06	9.031063E-18	4.641738E-39	2.301436E-37	7.040396E-23	5.500682E-41	4.720497E-59	1.494070E-59	1.133496E-41	2.098241E-58	4.977043E-24	2.448548E-41	4.138786E-59
1.200000E+01	2.174495E-28	9.307818E-51	1.259643E-73	6.081758E-41	7.731321E-41	2.325201E-18	1.477245E-36	2.000000E-06	2.231423E-17	3.482269E-38	1.576933E-36	2.209837E-22	3.962562E-40	8.077128E-58	2.802143E-58	8.224936E-41	2.761080E-57	1.738076E-23	1.679244E-40	6.482019E-58
1.400000E+01	9.625388E-28	1.156838E-49	4.729072E-72	4.183900E-40	6.384857E-40	5.115738E-18	8.764947E-36	2.000000E-06	5.578933E-17	2.671860E-37	1.119194E-35	7.013245E-22	2.970122E-39	1.493406E-56	5.641702E-57	6.314305E-40	3.997001E-56	6.139264E-23	1.186884E-39	1.074170E-56
1.600000E+01	4.369048E-27	1.488030E-48	2.011692E-70	2.959843E-39	5.594306E-39	1.132360E-17	5.350138E-35	2.000000E-06	1.405983E-16	2.093420E-36	8.172837E-35	2.250769E-21	2.323298E-38	2.977743E-55	1.218435E-55	5.127752E-39	6.416665E-55	2.190921E-22	8.701274E-39	1.885694E-55
1.800000E+01	4.519107E-30	9.846251E-55	1.064617E-79	1.643447E-45	7.499277E-42	8.599065E-21	1.760330E-37	2.000000E-06	2.316922E-16	1.672328E-35	1.165828E-30	1.122571E-20	4.485906E-37	2.317788E-53	1.950007E-50	1.979653E-34	1.511970E-46	2.313613E-18	5.728277E-31	8.865426E-44
