# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	3.453801E-31	2.757618E-55	1.689181E-79	3.339060E-43	3.475112E-43	1.264646E-18	2.657691E-38	8.000000E-04	7.028476E-18	1.172724E-40	1.316236E-38	2.075034E-24	2.705576E-43	4.058812E-62	7.290170E-63	6.202828E-44	5.306883E-61	8.605448E-26	1.201985E-43	4.292639E-62
2.000000E+00	1.340216E-30	2.776427E-54	3.566576E-78	2.078146E-42	2.010262E-42	2.677672E-18	1.280609E-37	8.000000E-04	1.577399E-17	7.622575E-40	6.882521E-38	6.065214E-24	1.611589E-42	4.843089E-61	9.748958E-62	3.625851E-43	5.411372E-60	2.815789E-25	7.502519E-43	4.980947E-61
4.000000E+00	5.293890E-30	2.912631E-53	7.992235E-77	1.312957E-41	1.226101E-41	5.715525E-18	6.445122E-37	8.000000E-04	3.610617E-17	5.124906E-39	3.817119E-37	1.804550E-23	9.985735E-42	6.097416E-60	1.385744E-60	2.187210E-42	5.648282E-59	9.321084E-25	4.738807E-42	6.136294E-60
6.000000E+00	2.134060E-29	3.176425E-52	1.933525E-75	8.415795E-41	7.925302E-41	1.228274E-17	3.374913E-36	8.000000E-04	8.441651E-17	3.553989E-38	2.248467E-36	5.454547E-23	6.433802E-41	8.213781E-59	2.103750E-59	1.369253E-41	6.102619E-58	3.126597E-24	3.040415E-41	8.038732E-59
8.000000E+00	3.390808E-37	5.337122E-68	2.942082E-99	1.139082E-51	1.499336E-53	1.433269E-20	1.383434E-33	8.000000E-04	1.439449E-21	2.535481E-37	1.855801E-37	2.340569E-17	8.436189E-30	3.281704E-42	1.242795E-44	2.322348E-32	3.327551E-45	1.970169E-20	6.823742E-34	7.119026E-48
1.000000E+01	2.635599E-42	2.117455E-78	5.441652E-115	3.612794E-62	1.428618E-58	8.117149E-26	2.851861E-38	8.000000E-04	2.477355E-21	1.856695E-36	3.307984E-31	1.026615E-16	1.169601E-28	1.463590E-40	1.664589E-37	8.660552E-26	8.400322E-33	2.607873E-14	6.722622E-22	5.954125E-30
1.200000E+01	6.531932E-37	8.398744E-68	3.414263E-99	3.784758E-56	1.346959E-48	4.817107E-25	2.110672E-41	8.000000E-04	1.294194E-16	1.392907E-35	1.765896E-26	1.524063E-20	1.884782E-36	2.649626E-52	2.573413E-45	1.095240E-29	7.098882E-37	3.355853E-14	6.260114E-22	4.665659E-30
1.400000E+01	2.855040E-28	1.017795E-50	1.234121E-73	1.294133E-38	2.154744E-40	5.334722E-16	3.213381E-31	8.000000E-04	6.347485E-17	1.068744E-34	4.884415E-35	2.465633E-19	3.671075E-34	6.489427E-49	2.674765E-51	8.515135E-37	2.067554E-52	2.354902E-22	1.746309E-38	6.062375E-55
1.600000E+01	6.150120E-36	2.948528E-66	5.611148E-97	1.184875E-50	1.559166E-51	3.220265E-20	3.073851E-31	8.000000E-04	2.783746E-20	8.373681E-34	2.276014E-33	4.547173E-15	9.482567E-26	2.455380E-36	6.994813E-38	1.457103E-27	2.564633E-38	3.081623E-17	1.721426E-28	5.247221E-40
1.800000E+01	3.785702E-35	6.909688E-65	6.258562E-95	5.592913E-48	5.181773E-52	3.493331E-18	3.467987E-27	8.000000E-04	1.911070E-21	6.689310E-33	9.468278E-36	5.443882E-13	1.054969E-21	2.643370E-30	4.515410E-35	9.452688E-27	7.108549E-39	2.278044E-18	5.553501E-31	8.462797E-44
