# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	3.720495E-31	3.199932E-55	2.111476E-79	4.173825E-43	4.343890E-43	1.467492E-18	3.322113E-38	1.000000E-03	8.155824E-18	1.465905E-40	1.645295E-38	2.235262E-24	3.139543E-43	5.073515E-62	9.112713E-63	7.197744E-44	6.633603E-61	9.269938E-26	1.394780E-43	5.365799E-62
2.000000E+00	1.443704E-30	3.221758E-54	4.458220E-78	2.597682E-42	2.512827E-42	3.107163E-18	1.600762E-37	1.000000E-03	1.830409E-17	9.528219E-40	8.603152E-38	6.533553E-24	1.870083E-42	6.053861E-61	1.218620E-61	4.207428E-43	6.764215E-60	3.033217E-25	8.705902E-43	6.226183E-61
4.000000E+00	5.702670E-30	3.379809E-53	9.990293E-77	1.641196E-41	1.532626E-41	6.632279E-18	8.056402E-37	1.000000E-03	4.189750E-17	6.406133E-39	4.771398E-37	1.943892E-23	1.158742E-41	7.621770E-60	1.732180E-60	2.538032E-42	7.060352E-59	1.004083E-24	5.498898E-42	7.670367E-60
6.000000E+00	2.298847E-29	3.685914E-52	2.416906E-75	1.051974E-40	9.906628E-41	1.425285E-17	4.218641E-36	1.000000E-03	9.795668E-17	4.442486E-38	2.810583E-36	5.875733E-23	7.465766E-41	1.026723E-58	2.629687E-59	1.588877E-41	7.628274E-58	3.368025E-24	3.528089E-41	1.004842E-58
8.000000E+00	2.237244E-40	2.323418E-74	8.450554E-109	6.923687E-58	8.856389E-57	1.320383E-23	1.779480E-36	1.000000E-03	1.288677E-21	3.169352E-37	2.254326E-34	3.268013E-17	1.644640E-29	8.932772E-42	3.287468E-41	4.399741E-29	8.553860E-39	2.673260E-17	1.256313E-27	1.778416E-38
1.000000E+01	6.748971E-47	1.388451E-87	9.137041E-129	5.941453E-68	1.823272E-66	5.213084E-27	4.593593E-36	1.000000E-03	1.234711E-24	2.320869E-36	3.208923E-33	2.574783E-13	7.357048E-22	2.308970E-30	2.037942E-29	4.227633E-21	7.981168E-27	5.075808E-13	2.546691E-19	4.390099E-26
1.200000E+01	1.217448E-28	2.917642E-51	2.210668E-74	1.263259E-41	3.266153E-38	8.626445E-19	3.631642E-37	1.000000E-03	1.683731E-14	1.741134E-35	1.603625E-30	1.464332E-22	1.739941E-40	2.350145E-58	1.658240E-55	7.345315E-38	3.323193E-51	2.342434E-20	3.050080E-34	1.586743E-48
1.400000E+01	9.116172E-43	1.037674E-79	4.017526E-117	1.278760E-62	8.873528E-60	1.650904E-25	9.637887E-36	1.000000E-03	8.186571E-22	1.335930E-34	2.544562E-30	2.389671E-14	3.448360E-24	5.907931E-34	1.014857E-31	3.333506E-22	3.269389E-28	9.512023E-13	2.849190E-19	3.995241E-26
1.600000E+01	3.036514E-41	7.187678E-77	6.753468E-113	2.263373E-59	1.227988E-58	1.245901E-23	9.319114E-33	1.000000E-03	4.440578E-22	1.046710E-33	1.173014E-31	3.563211E-13	5.822722E-22	1.181460E-30	1.387696E-30	3.688999E-22	2.097789E-29	9.956295E-14	1.796903E-21	1.769637E-29
1.800000E+01	3.739186E-34	6.740931E-63	6.030685E-92	7.484085E-49	4.664229E-48	4.732708E-20	6.444461E-32	1.000000E-03	1.741596E-18	8.361638E-33	7.961260E-31	7.467031E-16	1.984807E-27	6.821435E-39	7.838189E-39	1.196285E-27	8.300425E-38	2.101852E-16	4.727668E-27	6.647129E-38
2.000000E+01	4.288550E-31	5.500982E-57	4.584855E-83	8.072729E-42	4.467080E-46	6.216479E-16	5.978516E-26	1.000000E-03	1.803648E-19	6.799636E-32	4.223387E-35	6.006787E-14	1.018775E-23	2.309939E-33	1.978696E-38	4.500668E-29	1.168453E-42	1.300938E-19	1.105711E-33	6.554646E-48
2.200000E+01	2.210104E-33	9.258745E-62	3.343072E-90	9.011844E-49	3.827818E-46	1.840157E-20	6.553383E-32	1.000000E-03	3.639613E-17	5.619153E-31	1.980857E-27	2.508453E-15	1.437524E-26	1.130423E-37	6.236329E-36	4.056237E-25	1.851972E-33	3.617104E-14	5.427991E-23	6.154603E-32
