# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	3.137987E-31	2.276364E-55	1.266885E-79	2.504295E-43	2.606334E-43	1.043943E-18	1.993268E-38	6.000000E-04	5.801879E-18	8.795430E-41	9.871767E-39	1.885293E-24	2.233404E-43	3.044109E-62	5.467628E-63	5.120322E-44	3.980162E-61	7.818569E-26	9.922166E-44	3.219479E-62
2.000000E+00	1.217667E-30	2.291890E-54	2.674932E-78	1.558609E-42	1.507696E-42	2.210370E-18	9.604571E-38	6.000000E-04	1.302114E-17	5.716931E-40	5.161891E-38	5.510612E-24	1.330337E-42	3.632317E-61	7.311718E-62	2.993074E-43	4.058529E-60	2.558314E-25	6.193193E-43	3.735710E-61
4.000000E+00	4.809818E-30	2.404324E-53	5.994176E-77	9.847174E-42	9.195755E-42	4.718062E-18	4.833841E-37	6.000000E-04	2.980498E-17	3.843680E-39	2.862839E-37	1.639542E-23	8.243043E-42	4.573062E-60	1.039308E-60	1.805502E-42	4.236211E-59	8.468767E-25	3.911799E-42	4.602220E-60
6.000000E+00	1.938923E-29	2.622081E-52	1.450144E-75	6.311846E-41	5.943977E-41	1.013917E-17	2.531185E-36	6.000000E-04	6.968429E-17	2.665492E-38	1.686350E-36	4.955785E-23	5.310986E-41	6.160335E-59	1.577812E-59	1.130293E-41	4.576964E-58	2.840702E-24	2.509807E-41	6.029049E-59
8.000000E+00	1.739651E-39	1.404834E-72	3.973119E-106	9.618308E-60	1.798428E-52	2.358916E-26	7.304144E-43	6.000000E-04	3.365361E-18	1.901611E-37	1.977166E-28	7.508401E-21	8.681569E-37	1.083371E-52	5.828109E-46	3.394920E-30	2.216682E-37	8.978007E-15	1.417018E-22	6.736739E-31
1.000000E+01	3.081850E-40	2.895200E-74	8.700162E-109	1.899318E-60	3.258513E-54	3.649436E-26	4.929929E-41	6.000000E-04	4.832362E-19	1.392521E-36	1.076400E-28	3.947278E-19	1.729091E-33	8.319354E-48	4.105124E-42	5.554880E-28	8.988019E-35	4.350362E-14	1.870754E-21	2.763980E-29
1.200000E+01	1.350539E-33	3.590418E-61	3.017817E-89	7.926104E-51	4.263732E-44	4.879133E-23	1.047293E-40	6.000000E-04	1.981388E-15	1.044681E-35	2.001890E-27	7.466101E-22	4.523173E-39	3.114997E-56	4.572951E-50	3.972878E-33	1.906737E-42	2.484894E-16	3.432354E-26	1.894208E-36
1.400000E+01	5.058001E-36	3.194432E-66	6.862112E-97	3.382071E-53	3.438373E-49	7.869534E-23	3.947027E-37	6.000000E-04	5.717317E-18	8.015580E-35	2.236800E-29	2.053048E-18	2.545274E-32	3.746436E-46	9.428679E-43	3.604841E-29	4.450157E-38	1.197283E-15	4.514079E-25	7.967365E-35
1.600000E+01	3.880425E-39	1.173807E-72	1.409415E-106	2.336668E-58	1.489418E-53	1.006515E-24	4.759313E-37	6.000000E-04	4.214615E-19	6.280261E-34	8.268678E-28	2.252549E-16	2.326974E-28	2.984814E-40	4.118836E-36	1.732031E-24	7.315155E-31	7.394558E-13	9.911825E-20	7.249824E-27
1.800000E+01	1.680854E-27	1.362153E-49	5.478044E-72	4.952322E-38	3.841668E-39	6.966697E-16	3.106476E-30	6.000000E-04	3.191056E-16	5.016983E-33	5.945698E-33	2.445187E-18	2.128368E-32	2.395347E-46	3.425928E-48	1.596735E-34	4.515779E-49	8.567148E-21	7.854438E-36	4.501283E-51
2.000000E+01	4.062958E-31	4.937465E-57	3.898714E-83	1.357024E-44	1.355825E-43	1.103010E-18	1.986697E-31	6.000000E-04	5.778295E-17	4.079782E-32	4.575357E-30	1.124982E-16	3.573426E-29	1.517435E-41	2.346938E-41	2.850338E-29	2.502341E-40	4.399190E-17	1.264369E-28	2.534531E-40
