# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	1.726901E-31	6.894045E-56	2.111476E-80	4.173825E-44	4.343890E-44	3.161616E-19	3.322113E-39	1.000000E-04	1.757119E-18	1.465905E-41	1.645295E-39	1.037517E-24	6.763940E-44	5.073515E-63	9.112713E-64	1.550707E-44	6.633603E-62	4.302724E-26	3.004962E-44	5.365799E-63
2.000000E+00	6.701082E-31	6.941067E-55	4.458220E-79	2.597682E-43	2.512827E-43	6.694181E-19	1.600762E-38	1.000000E-04	3.943498E-18	9.528219E-41	8.603152E-39	3.032607E-24	4.028971E-43	6.053861E-62	1.218620E-62	9.064628E-44	6.764215E-61	1.407895E-25	1.875630E-43	6.226183E-62
4.000000E+00	2.646945E-30	7.281578E-54	9.990293E-78	1.641196E-42	1.532626E-42	1.428881E-18	8.056402E-38	1.000000E-04	9.026542E-18	6.406133E-40	4.771398E-38	9.022748E-24	2.496434E-42	7.621770E-61	1.732180E-61	5.468024E-43	7.060352E-60	4.660542E-25	1.184702E-42	7.670367E-61
6.000000E+00	1.067030E-29	7.941062E-53	2.416906E-76	1.051974E-41	9.906628E-42	3.070684E-18	4.218641E-37	1.000000E-04	2.110413E-17	4.442486E-39	2.810583E-37	2.727273E-23	1.608450E-41	1.026723E-59	2.629687E-60	3.423132E-42	7.628274E-59	1.563299E-24	7.601038E-42	1.004842E-59
8.000000E+00	4.397459E-29	8.976443E-52	6.417273E-75	6.841744E-41	6.806011E-41	6.638057E-18	2.288162E-36	1.000000E-04	5.038387E-17	3.169352E-38	1.753167E-36	8.358653E-23	1.075910E-40	1.494665E-58	4.277850E-59	2.238405E-41	8.656308E-58	5.317410E-24	4.970680E-41	1.399621E-58
1.000000E+01	1.854677E-28	1.048557E-50	1.896258E-73	4.519951E-40	4.973959E-40	1.443129E-17	1.280981E-35	1.000000E-04	1.225704E-16	2.320869E-37	1.150718E-35	2.593704E-22	7.465574E-40	2.360249E-57	7.470351E-58	1.538391E-40	1.049121E-56	1.833558E-23	3.323192E-40	2.069393E-57
1.200000E+01	5.082277E-34	5.084494E-62	1.608226E-90	1.901421E-47	1.578608E-49	3.110353E-19	1.130969E-32	1.000000E-04	1.949407E-20	1.741134E-36	5.149381E-37	1.264764E-17	1.298000E-30	1.514275E-43	3.430912E-46	1.759554E-33	2.207852E-47	6.496651E-21	2.346148E-35	3.385111E-50
1.400000E+01	8.869258E-27	9.822239E-48	3.699841E-69	2.090352E-37	4.999082E-38	2.773814E-16	2.796522E-33	1.000000E-04	4.740467E-16	1.335930E-35	8.769534E-35	4.126853E-21	1.028429E-37	3.042831E-54	1.801404E-55	3.426309E-39	2.000028E-55	5.661314E-23	1.009276E-39	8.423181E-57
1.600000E+01	2.631170E-36	5.396795E-67	4.393876E-98	9.528697E-54	1.897745E-50	6.053229E-23	2.538682E-36	1.000000E-04	7.919713E-19	1.046710E-34	4.305955E-30	1.997890E-17	1.830569E-30	2.082615E-43	8.979473E-41	4.257306E-28	4.982927E-37	2.049246E-15	7.612326E-25	1.543025E-34
1.800000E+01	1.527218E-29	1.124521E-53	4.109021E-78	1.513746E-41	1.571221E-42	2.343689E-17	3.869397E-31	1.000000E-04	1.436418E-17	8.361638E-34	1.325944E-33	9.053455E-18	2.917770E-31	1.215836E-44	2.326796E-46	2.928942E-33	4.103800E-47	4.244357E-20	1.927820E-34	5.473476E-49
2.000000E+01	3.551115E-32	3.771801E-59	2.603086E-86	4.894625E-45	4.182997E-47	4.551863E-18	3.871048E-29	1.000000E-04	2.039676E-19	6.799636E-33	6.522674E-34	5.311690E-15	7.966347E-26	1.597246E-36	2.113076E-39	5.435290E-29	1.927135E-41	1.776691E-18	2.062301E-31	1.669610E-44
2.200000E+01	2.226979E-28	9.400670E-52	3.420233E-75	6.879770E-38	5.129807E-43	1.394157E-14	3.733155E-25	1.000000E-04	4.840628E-19	5.619153E-32	3.477304E-36	1.886078E-14	8.126852E-25	4.805092E-35	4.653495E-41	4.025502E-31	2.425908E-46	4.774239E-21	9.456389E-37	1.415238E-52
2.400000E+01	2.839284E-33	1.009446E-61	4.000650E-90	2.594084E-49	2.013147E-46	5.476787E-21	3.041001E-32	1.000000E-04	1.777022E-17	4.710315E-31	2.283944E-27	4.370815E-15	3.592378E-26	4.134422E-37	3.536092E-35	1.569727E-24	1.323985E-32	1.010965E-13	2.807290E-22	6.216124E-31
2.600000E+01	7.840017E-27	5.377553E-49	5.032144E-71	3.450070E-38	2.321399E-38	3.399305E-16	2.969237E-28	1.000000E-04	8.733351E-16	3.997266E-30	1.296876E-29	7.623078E-16	9.121765E-28	1.553944E-39	9.960107E-41	3.002057E-29	2.358147E-41	1.367021E-17	3.539066E-30	7.572911E-43
2.800000E+01	2.253676E-31	3.292400E-58	7.526642E-85	1.058668E-45	1.331283E-44	4.549322E-19	1.338438E-28	1.000000E-04	2.029423E-17	3.426830E-29	1.644808E-27	2.826797E-13	1.058877E-22	5.731915E-32	6.053680E-32	5.801282E-23	2.056705E-31	8.632118E-14	1.009704E-22	1.003153E-31
3.000000E+01	6.502252E-27	2.135598E-49	1.191626E-71	1.384240E-38	1.836587E-38	2.529055E-16	1.064264E-26	1.000000E-04	1.120479E-15	2.961259E-28	1.212760E-27	4.424007E-14	2.209225E-24	1.618286E-34	1.616971E-35	1.161861E-25	4.643603E-36	1.318394E-15	1.740976E-26	2.003844E-37
