# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	9.297451E-22	2.355851E-37	3.369885E-54	9.586074E-35	1.772423E-41	3.414488E-18	4.876451E-31	1.000000E-05	4.645932E-26	7.631129E-42	3.183284E-44	1.222182E-20	4.373326E-37	2.644855E-53	7.303282E-42	1.869953E-25	1.041855E-45	6.218853E-25	6.165962E-45	1.001399E-65
2.000000E+00	5.372433E-22	5.806631E-38	3.842595E-55	2.027093E-40	2.011542E-36	1.503532E-23	3.656882E-41	1.000000E-05	1.227677E-20	3.824112E-41	5.746847E-33	3.773736E-25	3.296703E-46	5.107825E-67	3.081267E-45	3.005356E-24	1.743400E-38	7.008668E-19	5.379724E-33	9.492790E-48
4.000000E+00	4.174789E-25	2.577743E-44	1.066576E-64	1.957452E-37	1.246123E-48	2.207896E-17	2.263291E-25	1.000000E-05	1.310985E-29	1.947449E-40	1.286252E-47	2.901457E-15	1.559262E-26	1.552152E-37	2.453751E-31	3.617884E-20	6.725518E-40	2.389317E-24	4.374960E-44	2.560459E-64
6.000000E+00	6.365365E-24	4.396469E-42	2.239734E-61	6.132647E-40	1.845531E-42	5.275407E-21	1.878472E-33	1.000000E-05	1.697617E-24	1.011873E-39	2.208223E-38	1.848992E-19	5.129017E-35	2.736972E-50	8.385797E-36	2.235396E-20	8.398881E-36	5.071057E-20	1.408908E-35	1.716149E-51
8.000000E+00	2.150784E-25	3.680870E-45	5.129006E-66	1.533065E-41	3.832317E-45	4.477885E-21	8.791851E-32	1.000000E-05	1.384212E-25	5.386109E-39	6.961490E-39	1.878454E-17	4.344273E-31	1.995611E-44	2.089646E-31	6.271780E-18	1.376226E-32	3.083090E-19	3.817295E-34	2.788189E-49
1.000000E+01	1.601270E-21	1.497237E-37	1.259508E-54	1.348881E-35	2.487012E-39	6.011148E-19	4.611641E-31	1.000000E-05	1.593890E-23	2.948855E-38	2.044696E-38	1.355057E-18	1.881040E-33	5.325234E-48	1.697629E-35	8.025800E-21	6.681284E-37	1.212212E-20	4.451226E-37	1.263905E-53
1.200000E+01	1.295625E-19	7.202272E-34	3.981073E-49	4.802077E-33	5.261587E-36	2.986481E-18	3.005392E-31	1.000000E-05	5.485974E-22	1.666808E-37	5.097991E-37	3.276209E-19	9.281360E-35	5.476582E-50	4.295312E-37	9.481230E-22	8.320663E-38	1.323988E-20	4.134693E-37	1.265383E-53
1.400000E+01	1.070890E-21	3.619907E-38	1.345527E-55	4.517248E-35	4.608433E-40	3.832008E-18	1.261060E-28	1.000000E-05	7.633769E-24	9.757968E-37	2.106056E-38	1.961609E-16	2.849086E-29	8.759842E-42	2.655720E-31	1.097952E-18	4.049329E-34	5.785863E-20	6.356993E-36	8.332899E-52
1.600000E+01	2.184709E-22	1.109322E-39	6.862273E-58	1.404796E-39	1.880576E-37	6.603681E-22	3.823176E-35	1.000000E-05	2.002689E-20	5.930281E-36	1.300515E-30	6.234406E-19	2.498699E-34	2.145107E-49	3.552341E-32	5.147930E-17	6.121702E-28	1.954209E-15	6.029842E-27	2.587581E-38
1.800000E+01	4.358146E-18	3.251002E-31	3.285666E-45	8.153603E-33	3.930251E-31	2.186013E-19	4.346668E-34	1.000000E-05	2.751571E-18	3.745364E-35	2.341020E-30	3.785305E-20	8.102643E-37	3.744325E-53	9.319080E-37	2.461806E-20	5.065075E-33	3.579024E-17	1.729647E-30	1.299382E-43
