# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	7.952041E-30	1.723365E-53	2.108430E-78	6.262463E-52	8.487449E-47	2.608046E-27	3.326354E-41	5.000000E-04	2.601165E-23	3.815565E-40	1.166677E-30	1.091468E-21	3.487881E-39	1.883765E-56	3.812838E-33	1.093166E-15	3.986971E-25	4.070902E-14	2.642175E-23	2.808978E-33
2.000000E+00	9.171512E-28	1.692249E-49	1.911765E-72	7.790639E-41	1.301996E-51	3.384871E-18	1.085676E-24	5.000000E-04	4.654730E-30	1.912056E-39	4.839277E-46	4.976582E-14	5.733226E-24	1.171426E-33	1.190115E-26	8.802297E-17	1.134064E-34	1.556596E-22	2.653633E-40	1.039957E-58
4.000000E+00	6.526139E-22	6.299168E-38	4.074341E-55	2.716400E-42	1.715116E-32	1.960015E-25	1.140986E-44	5.000000E-04	1.154273E-16	9.737247E-39	6.378611E-25	1.647689E-26	5.028486E-49	2.842573E-71	4.456951E-44	1.157185E-21	1.211611E-31	1.345745E-14	1.387881E-24	4.574937E-35
6.000000E+00	2.917723E-26	9.237307E-47	2.157042E-68	9.094799E-43	5.992505E-45	1.706791E-21	4.289760E-32	5.000000E-04	1.202558E-24	5.059363E-38	2.417435E-36	1.305085E-17	2.555298E-31	9.624574E-45	6.456503E-30	2.438393E-16	1.415847E-29	7.836896E-18	3.364913E-31	6.334201E-45
8.000000E+00	2.845002E-21	6.440536E-37	1.187109E-53	1.574412E-41	4.318479E-31	3.476523E-25	4.006256E-44	5.000000E-04	1.179197E-15	2.693054E-37	3.819300E-23	1.102521E-25	1.496545E-47	4.034920E-69	4.635999E-42	2.370692E-20	3.350209E-29	1.985565E-13	1.583258E-22	7.447595E-32
1.000000E+01	3.941751E-15	9.072770E-25	1.878775E-35	1.507785E-24	1.659419E-29	2.729596E-14	3.862894E-28	5.000000E-04	4.320280E-20	1.474428E-36	6.102551E-38	2.499620E-20	6.400749E-37	3.342625E-53	6.360692E-42	1.630173E-25	1.494288E-44	1.334774E-23	5.396817E-43	1.687336E-62
1.200000E+01	2.310711E-20	2.290880E-35	2.258392E-51	1.519752E-39	4.715659E-30	5.299525E-24	5.306265E-42	5.000000E-04	2.756849E-15	8.334040E-36	7.218571E-23	3.259735E-24	9.188255E-45	5.394383E-65	1.198144E-39	2.658082E-19	6.572861E-28	3.730584E-13	3.282684E-22	2.830746E-31
1.400000E+01	7.965961E-19	2.003016E-32	5.538253E-47	2.038308E-28	2.101879E-36	2.324496E-14	6.238026E-24	5.000000E-04	4.680583E-23	4.878984E-35	1.064384E-39	1.599637E-15	1.894626E-27	4.750325E-39	1.455687E-31	7.380062E-20	2.243506E-37	4.769092E-22	4.319036E-40	4.666580E-58
1.600000E+01	3.729994E-17	3.233604E-29	3.415165E-42	2.903095E-33	2.264419E-26	7.993177E-21	3.280775E-38	5.000000E-04	1.412423E-14	2.965140E-34	3.788813E-24	4.419914E-23	1.255890E-42	7.643728E-62	7.375456E-40	1.507607E-20	7.405669E-31	8.072492E-15	1.028915E-25	1.823912E-36
1.800000E+01	1.076528E-19	1.983647E-34	4.952153E-50	1.283863E-37	1.881014E-29	1.393472E-22	7.150293E-39	5.000000E-04	5.331247E-15	1.872682E-33	3.557769E-22	9.768384E-22	5.395982E-40	6.434862E-58	4.867897E-35	4.983107E-17	8.041866E-25	2.807302E-12	1.064159E-20	6.270619E-29
