# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	9.998961E-24	2.724769E-41	4.191679E-60	2.166707E-38	1.950792E-44	7.176192E-20	2.002856E-32	2.000000E-06	4.754725E-27	1.526226E-42	3.100198E-44	2.388436E-20	1.670193E-36	1.973942E-52	2.654206E-40	3.477521E-24	1.843775E-43	5.917957E-24	5.583723E-43	8.629625E-63
2.000000E+00	4.066602E-22	3.326945E-38	1.666505E-55	1.506297E-43	2.348033E-34	1.476009E-26	4.655894E-47	2.000000E-06	1.893208E-18	7.648224E-42	1.805500E-28	4.894262E-28	5.545124E-52	1.114251E-75	1.055880E-48	7.940819E-25	9.384689E-37	1.427871E-16	2.232890E-28	8.027029E-41
4.000000E+00	2.546170E-28	9.588385E-51	2.419640E-74	1.041007E-49	1.063131E-46	1.925255E-26	2.821674E-40	2.000000E-06	1.833880E-24	3.894899E-41	4.126860E-34	4.148326E-21	3.187370E-38	4.536329E-55	1.150441E-34	1.186402E-17	5.058516E-29	5.480171E-16	2.301520E-27	3.089433E-39
6.000000E+00	2.130640E-24	4.925810E-43	8.399567E-63	2.180786E-40	3.892664E-44	5.604465E-21	6.333946E-33	2.000000E-06	1.069740E-25	2.023745E-40	2.619591E-40	5.868490E-19	5.166743E-34	8.750732E-49	1.590299E-35	1.335665E-20	9.447489E-37	9.546635E-21	4.993284E-37	1.145013E-53
8.000000E+00	6.087890E-26	2.949107E-46	1.163170E-67	1.566921E-46	1.700651E-42	1.616923E-25	4.049887E-40	2.000000E-06	2.170133E-22	1.077222E-39	6.045046E-32	2.396331E-21	7.069843E-39	4.142999E-56	1.883558E-35	4.431501E-18	5.385963E-29	1.707654E-15	1.171071E-26	4.737655E-38
1.000000E+01	4.341709E-22	1.100735E-38	2.510668E-56	2.945960E-42	4.539868E-35	4.841884E-25	1.103502E-42	2.000000E-06	1.073068E-18	5.897710E-39	3.417991E-28	4.025487E-24	1.660045E-44	1.396115E-64	3.719952E-41	5.920006E-21	1.223677E-31	3.009897E-15	2.744263E-26	1.934788E-37
1.200000E+01	3.976022E-22	6.782792E-39	1.150558E-56	3.042340E-38	4.800392E-39	6.165508E-21	4.173973E-34	2.000000E-06	1.630963E-22	3.333616E-38	1.468285E-35	2.203998E-19	4.200400E-35	1.667356E-50	1.883193E-35	6.179099E-20	5.253386E-34	1.282640E-18	3.880477E-33	1.150496E-47
1.400000E+01	5.331676E-22	8.972955E-39	1.660541E-56	2.814965E-38	1.825330E-38	4.796302E-21	3.968048E-34	2.000000E-06	6.073065E-22	1.951594E-37	2.677248E-34	4.931436E-19	1.800643E-34	1.391808E-49	2.681973E-34	4.410567E-19	2.599225E-32	9.245238E-18	1.623123E-31	3.399741E-45
1.600000E+01	4.582465E-21	4.880552E-37	6.332641E-54	1.995605E-34	2.443298E-39	4.472412E-18	8.360460E-29	2.000000E-06	1.240491E-23	1.186056E-36	2.378863E-38	2.013007E-16	2.605039E-29	7.221033E-42	1.093677E-31	4.908593E-19	1.723736E-34	5.770922E-20	5.258411E-36	6.663720E-52
1.800000E+01	3.532684E-21	2.136109E-37	1.749977E-54	1.189402E-37	2.869989E-36	3.933949E-21	1.736623E-34	2.000000E-06	2.478778E-20	7.490728E-36	2.343776E-31	8.403764E-19	3.993675E-34	4.097251E-49	5.104733E-33	6.074084E-18	1.388887E-29	3.977576E-16	2.136315E-28	1.783605E-40
