# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	1.904973E-15	9.890027E-25	2.898609E-35	1.791107E-27	1.631892E-28	3.113733E-17	1.979204E-35	2.000000E-04	2.087718E-19	1.526226E-40	3.137246E-37	5.439601E-26	8.663108E-48	2.331819E-69	3.172884E-52	1.825307E-30	2.230420E-50	1.363906E-24	2.965850E-44	1.056404E-64
2.000000E+00	5.387935E-28	5.840189E-50	3.875953E-73	6.499060E-49	1.265716E-44	4.806604E-26	3.726585E-40	2.000000E-04	7.702643E-23	7.648224E-40	2.255743E-31	1.202945E-21	3.349875E-39	1.654471E-56	1.958766E-34	5.993419E-17	2.175104E-27	4.384699E-15	2.105565E-25	2.324379E-36
4.000000E+00	1.243380E-16	2.286539E-27	2.817737E-39	1.335205E-31	9.652557E-28	5.056686E-20	3.986077E-39	2.000000E-04	3.409649E-17	3.894899E-39	2.921331E-31	2.231177E-26	9.220507E-49	7.058104E-71	1.267094E-49	2.429490E-27	3.943927E-43	2.086490E-20	3.336256E-36	1.705083E-52
6.000000E+00	9.216275E-23	9.216545E-40	6.798180E-58	1.153338E-38	5.957159E-39	6.852238E-21	2.188898E-34	2.000000E-04	3.784647E-22	2.023745E-38	7.580227E-35	1.658744E-20	4.127839E-37	1.976074E-53	1.039170E-36	3.087823E-20	1.786376E-34	7.808221E-19	3.340334E-33	6.264925E-48
8.000000E+00	5.128746E-20	2.093049E-34	6.954670E-50	1.838681E-36	8.665408E-33	2.252186E-21	9.326710E-38	2.000000E-04	1.312550E-18	1.077222E-37	2.624908E-30	3.962026E-23	1.932640E-42	1.872520E-61	3.696623E-41	5.260250E-22	4.589907E-35	1.225984E-17	6.036054E-31	1.753147E-44
1.000000E+01	2.773975E-15	4.493313E-25	6.548096E-36	1.331918E-26	2.618895E-28	3.426283E-16	8.648665E-32	2.000000E-04	9.688587E-19	5.897710E-37	4.361090E-35	4.458465E-22	2.036356E-40	1.896802E-58	6.448555E-44	9.265743E-26	2.706550E-43	4.253464E-22	5.480346E-40	5.460178E-58
1.200000E+01	1.885008E-23	1.524536E-41	1.226033E-60	2.633757E-37	5.908841E-42	1.125829E-18	2.935568E-28	2.000000E-04	4.234531E-24	3.333616E-36	2.087700E-37	8.488873E-16	6.231155E-28	9.526756E-40	1.529921E-28	1.303349E-16	6.068360E-31	7.024274E-19	1.163800E-33	1.889620E-48
1.400000E+01	1.460940E-24	6.737093E-44	3.416293E-64	4.410114E-43	2.397011E-39	2.742299E-23	4.733964E-36	2.000000E-04	2.910504E-20	1.951594E-35	2.244092E-28	1.028995E-18	7.839839E-34	1.264441E-48	2.042328E-29	1.609629E-14	1.659079E-23	1.616999E-13	4.965179E-23	1.818951E-32
1.600000E+01	2.131278E-17	1.055725E-29	6.371000E-43	1.427482E-31	3.436395E-29	6.878551E-19	4.252061E-34	2.000000E-04	3.751278E-17	1.186056E-34	4.677352E-29	6.656707E-21	2.848673E-38	2.611211E-55	7.776111E-38	1.055398E-20	2.409765E-33	3.752235E-17	2.223024E-30	1.831687E-43
1.800000E+01	1.359717E-22	3.164542E-40	9.978464E-59	1.857519E-37	1.047869E-38	1.596209E-19	7.428201E-30	2.000000E-04	2.351367E-21	7.490728E-34	5.479462E-32	8.859130E-16	4.438203E-28	4.800032E-40	1.398126E-26	1.578109E-14	8.893282E-26	9.802968E-16	1.297608E-27	2.670028E-39
