# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	1.877306E-27	9.604844E-49	2.774143E-71	1.899845E-39	3.681067E-53	3.351442E-17	2.326725E-23	5.000000E-05	4.778680E-32	3.815565E-41	1.667916E-50	5.941156E-14	1.033431E-23	3.038132E-33	8.791272E-29	4.630517E-19	1.314226E-39	3.167919E-25	1.600031E-45	1.323728E-66
2.000000E+00	3.347139E-26	2.253874E-46	9.292501E-68	4.641076E-38	1.062337E-50	5.525290E-17	7.926714E-24	5.000000E-05	1.040673E-30	1.912056E-40	6.628076E-49	2.225929E-14	1.146989E-24	1.048227E-34	1.458601E-29	2.411922E-19	1.903671E-39	9.535930E-25	9.958986E-45	2.390984E-65
4.000000E+00	3.035808E-26	1.363073E-46	4.101203E-68	1.327530E-40	3.532618E-48	2.059170E-19	2.707247E-28	5.000000E-05	5.110857E-28	9.737247E-40	2.688305E-43	3.721260E-16	2.564878E-28	3.274583E-40	2.163888E-30	2.487625E-18	2.479204E-35	1.280944E-21	1.257439E-38	3.945362E-56
6.000000E+00	9.213729E-27	9.211454E-48	6.792548E-70	3.973949E-47	4.318704E-43	2.361665E-25	2.600861E-39	5.000000E-05	2.744477E-22	5.059363E-39	3.987224E-31	5.718540E-21	4.906077E-38	8.096936E-55	8.958852E-34	7.721690E-17	3.240314E-27	5.663779E-15	1.757512E-25	2.390994E-36
8.000000E+00	3.342513E-25	8.890026E-45	1.925139E-65	8.205430E-39	1.343753E-46	1.542188E-18	6.710159E-27	5.000000E-05	3.123091E-27	2.693054E-38	2.280288E-42	4.162829E-15	2.133504E-26	2.171903E-37	1.489892E-28	2.017830E-17	6.428195E-34	4.476018E-21	8.045758E-38	8.531769E-55
1.000000E+01	3.333266E-22	6.487858E-39	1.136101E-56	5.991831E-40	2.525097E-36	1.282738E-22	1.008814E-37	5.000000E-05	7.774154E-20	1.474428E-37	2.336755E-30	1.389097E-21	1.976734E-39	5.736724E-57	4.180059E-37	1.927760E-19	3.760227E-31	2.840326E-16	2.443761E-28	1.625859E-40
1.200000E+01	2.358615E-18	2.386851E-31	2.401784E-45	5.675387E-33	1.342932E-31	1.938868E-19	6.958251E-35	5.000000E-05	7.691539E-19	8.334040E-37	5.504781E-32	1.168375E-21	1.180409E-39	2.483941E-57	4.207241E-40	2.604095E-22	1.760077E-36	1.019684E-18	2.452485E-33	5.780519E-48
1.400000E+01	5.144888E-17	8.355257E-29	1.492059E-41	4.925581E-32	2.343330E-28	8.697186E-20	1.352101E-36	5.000000E-05	8.079563E-17	4.878984E-36	4.910620E-29	9.266880E-23	6.358399E-42	9.235486E-61	1.305697E-41	1.142674E-22	9.284094E-36	1.274635E-17	3.085226E-31	8.909412E-45
1.600000E+01	3.413631E-18	2.708344E-31	2.617804E-45	2.074161E-34	2.429410E-29	6.240110E-21	2.184809E-37	5.000000E-05	1.655772E-16	2.965140E-35	5.689394E-27	3.770320E-22	9.138609E-41	4.744585E-59	6.874557E-39	1.647326E-20	1.036533E-31	1.034034E-15	1.688238E-27	3.833412E-39
1.800000E+01	9.207474E-17	1.451091E-28	3.098414E-41	3.255126E-32	4.641818E-27	4.130782E-20	7.346440E-37	5.000000E-05	1.538189E-15	1.872682E-34	3.462778E-26	3.385648E-22	6.481993E-41	2.679145E-59	1.972628E-39	5.826196E-21	3.171813E-32	9.470109E-16	1.210983E-27	2.407177E-39
