# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	4.682538E-28	5.975616E-50	4.304944E-73	7.416182E-51	2.926713E-45	5.245027E-28	2.284708E-44	1.000000E-06	1.523239E-23	7.631129E-43	6.794360E-33	3.727698E-24	4.068377E-44	7.504399E-64	4.422881E-40	3.712900E-20	1.346690E-31	4.048444E-16	2.613103E-27	2.762745E-39
2.000000E+00	1.031662E-20	2.141201E-35	2.720973E-51	2.535905E-35	1.138596E-38	9.795023E-20	8.082209E-35	1.000000E-06	3.618744E-24	3.824112E-42	2.600223E-41	1.280259E-22	3.794306E-41	1.994412E-59	5.443636E-45	1.565054E-26	1.393598E-45	1.075828E-23	1.267577E-42	3.433329E-62
4.000000E+00	6.531653E-25	6.309818E-44	4.084677E-64	7.838784E-45	1.191706E-41	5.651290E-25	9.477413E-41	1.000000E-06	8.013407E-23	1.947449E-41	3.071685E-34	4.746752E-23	4.173302E-42	6.796347E-61	2.565798E-40	2.312417E-21	1.679454E-34	9.334795E-18	6.677841E-31	1.526901E-44
6.000000E+00	2.003617E-16	4.355987E-27	6.985062E-39	1.027861E-29	3.434069E-31	2.808995E-18	1.692012E-35	1.000000E-06	1.003543E-20	1.011873E-40	2.451570E-38	3.127798E-24	1.467714E-44	1.324895E-64	4.506681E-49	7.101714E-29	5.011124E-48	9.523652E-24	4.969271E-43	1.136764E-62
8.000000E+00	1.674467E-16	2.231053E-27	2.420318E-39	5.632762E-30	4.921980E-31	2.113265E-18	2.515142E-35	1.000000E-06	2.283502E-20	5.386109E-40	2.433436E-37	1.138680E-23	1.596319E-43	4.445082E-63	1.627025E-47	8.055845E-28	3.745665E-46	6.532887E-23	1.713933E-41	2.652646E-60
1.000000E+01	3.028935E-18	5.357242E-31	8.524656E-45	8.471478E-33	2.680207E-33	1.995803E-19	2.687512E-35	1.000000E-06	9.080785E-21	2.948855E-39	3.508599E-36	2.378441E-22	5.795191E-41	2.879673E-59	1.575260E-43	4.242902E-25	1.063835E-41	3.651056E-21	4.037935E-38	3.453297E-55
1.200000E+01	1.852661E-21	1.472661E-37	1.163992E-54	4.580839E-41	1.612690E-34	1.992320E-24	9.353688E-42	1.000000E-06	1.175902E-18	1.666808E-38	1.638013E-28	1.528460E-23	2.020118E-43	5.561056E-63	1.401395E-40	6.630526E-21	8.722521E-32	1.984654E-15	9.290623E-27	4.262108E-38
1.400000E+01	8.710163E-23	2.394752E-40	7.239976E-59	5.354684E-38	2.091886E-41	5.584764E-20	3.293146E-31	1.000000E-06	4.260319E-24	9.757968E-38	8.064818E-38	3.514870E-17	9.147432E-31	5.039493E-44	5.850563E-32	1.349901E-18	3.416041E-33	3.969993E-19	2.992919E-34	2.691912E-49
1.600000E+01	4.233150E-21	4.164836E-37	4.992042E-54	2.619197E-35	7.337469E-39	6.354347E-19	1.826938E-30	1.000000E-06	4.032727E-23	5.930281E-37	2.721546E-37	3.096063E-17	6.162308E-31	2.627200E-44	9.104567E-33	2.656822E-19	3.283351E-34	2.030889E-19	6.512329E-35	2.904287E-50
1.800000E+01	7.144833E-21	8.737713E-37	1.447752E-53	3.857723E-35	3.660239E-38	6.308760E-19	2.208253E-30	1.000000E-06	1.563074E-22	3.745364E-36	4.608004E-36	6.663492E-17	2.510896E-30	2.042568E-43	1.000654E-31	1.501632E-18	1.070544E-32	1.240147E-18	2.076705E-33	5.405838E-48
2.000000E+01	9.602970E-20	1.161843E-34	2.130737E-50	1.212803E-35	4.408701E-34	1.694020E-20	2.454453E-34	1.000000E-06	1.838347E-19	2.457138E-35	9.372826E-31	4.727879E-19	1.125156E-34	5.806175E-50	4.560441E-34	1.060859E-18	1.661910E-30	2.921666E-16	1.007303E-28	5.818845E-41
2.200000E+01	3.734101E-19	1.291747E-33	7.640019E-49	1.321796E-32	3.781618E-35	5.506313E-18	1.394715E-29	1.000000E-06	5.327474E-21	1.671214E-34	4.148966E-34	1.361632E-16	8.395029E-30	1.123989E-42	2.914396E-31	2.573692E-18	7.528395E-32	5.931981E-18	3.681348E-32	4.012021E-46
