# temperature	A	A+A	A+A+A	A+A+B	A+A+C	A+B	A+B+B	A+B+C	A+C	A+C+B	A+C+C	B	B+B	B+B+B	B+B+C	B+C	B+C+C	C	C+C	C+C+C
0.000000E+00	1.227367E-14	4.105529E-23	7.752596E-33	3.181059E-27	7.372585E-26	8.583132E-18	2.334176E-37	6.000000E-04	1.463911E-17	4.578678E-40	2.394132E-34	2.327264E-27	1.585736E-50	1.826125E-73	6.320743E-54	8.499068E-31	1.130262E-49	1.484367E-23	3.512877E-42	1.361760E-61
2.000000E+00	6.010710E-22	7.268317E-38	5.381322E-55	7.492368E-44	4.572981E-31	4.967105E-27	3.567283E-48	6.000000E-04	2.494592E-15	2.294467E-39	2.120829E-22	1.114314E-28	2.874429E-53	1.315054E-77	4.879347E-47	1.611730E-22	1.698064E-31	1.272905E-13	1.774521E-22	5.686900E-32
4.000000E+00	3.035676E-23	1.362955E-40	4.100670E-59	7.475636E-35	7.526929E-44	1.159617E-16	8.586016E-26	6.000000E-04	1.089015E-26	1.168470E-38	1.220611E-43	2.095710E-16	8.134846E-29	5.848976E-41	1.462433E-32	2.985279E-20	6.339736E-39	2.729536E-23	5.709583E-42	3.817361E-61
6.000000E+00	9.405477E-26	9.598845E-46	7.225517E-67	4.500690E-41	4.867590E-45	2.620171E-20	3.136135E-30	6.000000E-04	3.030225E-25	6.071235E-38	4.761630E-38	6.215144E-17	5.795174E-30	1.039486E-42	1.144601E-29	9.077122E-17	4.119957E-31	6.125987E-19	2.056070E-33	3.025435E-48
8.000000E+00	7.965034E-16	5.048149E-26	2.604988E-37	2.128670E-29	8.410802E-27	1.678919E-18	3.337362E-36	6.000000E-04	8.203288E-17	3.231665E-37	6.602095E-31	1.901807E-24	4.452965E-45	2.070972E-65	3.427672E-46	1.016135E-25	3.568161E-41	4.933789E-20	9.775624E-36	1.142629E-51
1.000000E+01	4.979121E-24	1.447661E-42	3.786738E-62	1.254270E-36	4.824764E-44	1.797574E-17	1.326251E-25	6.000000E-04	9.944166E-26	1.769313E-36	2.559533E-40	1.303163E-14	1.739724E-25	4.736549E-36	3.150264E-27	1.548643E-16	2.586694E-32	2.432207E-20	1.791941E-36	1.020893E-52
1.200000E+01	9.283374E-13	3.697624E-20	1.464468E-28	1.621777E-23	3.438633E-23	1.407652E-15	9.318487E-33	6.000000E-04	5.003757E-16	1.000085E-35	5.919122E-32	2.155164E-23	4.016329E-43	1.558964E-62	2.366073E-46	7.939429E-27	8.869483E-44	1.685387E-21	6.700001E-39	2.610174E-56
1.400000E+01	2.096424E-24	1.387286E-43	1.009475E-63	9.444928E-43	9.921623E-39	4.092766E-23	7.348223E-36	6.000000E-04	8.395259E-20	5.854781E-35	1.301145E-27	1.070209E-18	8.480429E-34	1.422541E-48	4.440741E-29	3.365119E-14	6.972055E-23	3.250341E-13	2.006196E-22	1.477333E-31
1.600000E+01	1.163380E-21	3.145676E-38	1.036221E-55	1.607545E-31	1.488939E-41	1.419083E-14	3.315426E-21	6.000000E-04	2.977634E-25	3.558168E-34	5.398868E-41	2.515872E-12	4.069123E-21	1.409709E-29	1.615218E-24	5.800371E-16	1.925861E-32	5.456330E-21	4.700730E-38	5.632264E-55
1.800000E+01	5.333246E-20	4.868520E-35	6.021335E-51	6.341270E-32	5.556665E-36	1.389279E-16	1.434632E-26	6.000000E-04	3.178958E-21	2.247218E-33	2.553428E-34	1.965839E-15	2.185350E-27	5.244629E-39	2.372912E-28	1.207022E-16	2.344561E-30	3.378928E-18	1.541651E-32	1.093402E-46
2.000000E+01	1.012591E-18	1.291826E-32	2.498128E-47	2.370434E-33	1.586753E-30	3.139985E-19	7.997325E-33	6.000000E-04	6.274772E-17	1.474283E-32	1.035579E-26	8.310884E-19	3.476759E-34	3.153790E-49	4.561532E-32	6.036434E-17	3.061065E-27	9.457419E-15	1.055466E-25	1.973618E-36
2.200000E+01	3.987619E-16	1.473102E-27	9.304162E-40	1.957835E-29	1.865520E-26	7.637392E-18	2.512616E-32	6.000000E-04	2.461025E-15	1.002728E-31	8.290899E-26	1.768545E-19	1.416235E-35	2.462814E-51	2.126810E-34	1.446040E-18	1.829756E-29	2.566060E-15	6.888761E-27	3.247614E-38
2.400000E+01	6.977723E-18	3.312460E-31	3.062539E-45	9.181419E-30	3.453569E-31	2.397589E-16	3.009376E-27	6.000000E-04	3.422784E-18	7.047445E-31	1.941401E-29	1.061298E-15	4.629654E-28	4.381880E-40	6.276250E-28	7.731834E-16	1.940751E-27	5.615017E-16	2.947272E-28	2.792878E-40
2.600000E+01	3.130504E-16	4.891077E-28	1.713939E-40	8.159027E-28	5.797519E-28	5.611288E-16	7.983017E-28	6.000000E-04	1.682824E-16	5.097001E-30	2.280079E-27	1.801172E-16	1.219809E-29	1.787602E-42	2.033248E-29	1.596677E-16	1.090626E-27	1.708600E-15	2.446035E-27	6.421971E-39
2.800000E+01	8.768792E-16	2.814143E-27	2.358700E-39	3.200850E-27	5.477418E-27	9.346634E-16	1.757668E-27	6.000000E-04	7.439966E-16	3.776083E-29	3.551925E-26	3.397412E-16	3.995357E-29	1.012728E-41	1.164680E-28	5.221871E-16	1.389715E-26	7.533884E-15	4.264755E-26	4.467836E-37
3.000000E+01	1.059961E-15	3.017942E-27	2.640199E-39	7.316909E-27	7.302432E-27	2.110518E-15	1.683268E-26	6.000000E-04	1.070026E-15	2.852536E-28	1.383154E-25	1.967945E-15	1.240603E-27	1.677718E-39	4.707182E-27	3.907782E-15	3.034647E-25	2.512584E-14	4.252244E-25	1.339619E-35
3.200000E+01	8.499898E-15	1.428133E-25	8.747748E-37	1.365920E-25	3.570784E-25	5.874868E-15	3.759234E-26	6.000000E-04	8.436780E-15	2.187988E-27	2.477021E-24	2.076121E-15	1.283252E-27	1.692741E-39	5.170017E-27	4.347598E-15	8.085832E-25	6.928889E-14	2.898935E-24	2.267933E-34
3.400000E+01	1.019638E-14	1.519805E-25	9.855137E-37	3.896022E-25	3.936555E-25	1.668723E-14	5.926616E-25	6.000000E-04	9.906045E-15	1.697677E-26	6.651099E-24	1.467623E-14	5.980764E-26	5.173863E-37	2.514024E-25	3.185375E-14	1.402660E-23	1.898261E-13	1.952635E-23	3.771031E-33
3.600000E+01	3.152651E-14	1.082787E-24	1.934895E-35	2.657175E-24	3.207036E-24	4.384099E-14	3.134308E-24	6.000000E-04	3.284070E-14	1.328185E-25	5.569607E-23	3.663859E-14	3.486598E-25	7.006618E-36	1.653391E-24	8.910981E-14	1.010726E-22	5.671928E-13	1.568072E-22	8.171104E-32
3.800000E+01	1.026106E-13	8.640741E-24	4.518962E-34	2.628396E-23	2.172719E-23	1.579609E-13	2.984512E-23	6.000000E-04	8.448498E-14	1.044864E-24	2.682910E-22	1.174365E-13	3.359200E-24	2.018931E-34	1.307688E-23	2.328313E-13	4.980963E-22	1.241310E-12	6.778748E-22	7.004266E-31
4.000000E+01	5.121681E-13	1.644542E-22	3.890111E-32	3.700913E-22	3.859610E-22	5.251535E-13	1.586138E-22	6.000000E-04	3.644983E-13	8.245745E-24	2.377758E-21	2.234147E-13	1.142789E-23	1.222329E-33	3.942879E-23	3.896791E-13	1.708321E-21	2.946746E-12	3.462786E-21	7.727272E-30
4.200000E+01	1.511889E-12	1.113629E-21	7.093217E-31	4.719695E-21	1.619427E-21	2.655312E-12	3.307944E-21	6.000000E-04	6.160156E-13	6.514238E-23	5.472898E-21	1.078895E-12	2.510607E-22	1.216098E-31	5.021916E-22	1.082381E-12	6.400645E-21	4.589483E-12	7.651190E-21	2.430094E-29
4.400000E+01	5.642750E-12	1.229572E-20	2.681413E-29	5.168714E-20	1.650611E-20	9.049289E-12	2.482996E-20	6.000000E-04	1.964296E-12	5.142047E-22	3.542671E-20	2.742551E-12	1.531706E-21	1.772990E-30	2.618994E-21	2.332097E-12	2.759571E-20	1.055421E-11	3.704547E-20	2.484012E-28
4.600000E+01	1.427519E-11	6.374583E-20	3.242288E-28	3.116989E-19	9.791192E-20	2.484889E-11	1.785440E-19	6.000000E-04	5.292352E-12	4.048230E-21	2.407603E-19	8.183824E-12	1.290717E-20	4.201613E-29	2.324901E-20	7.264848E-12	2.132077E-19	2.990896E-11	2.737716E-19	4.797156E-27
4.800000E+01	3.504947E-11	3.184664E-19	3.683571E-27	1.884471E-18	5.430452E-19	6.987885E-11	1.385807E-18	5.999999E-04	1.355318E-11	3.173100E-20	1.515356E-18	2.544598E-11	1.183812E-19	1.132191E-27	2.176688E-19	2.283585E-11	1.618939E-18	8.200195E-11	1.903167E-18	8.467019E-26
5.000000E+01	9.722437E-11	2.077710E-18	6.202596E-26	1.279094E-17	3.952372E-18	1.935414E-10	9.213318E-18	5.999997E-04	3.987622E-11	2.471829E-19	1.106736E-17	6.809380E-11	8.063964E-19	1.955551E-26	1.524334E-18	6.217559E-11	1.077036E-17	2.257296E-10	1.339861E-17	1.525539E-24
5.200000E+01	2.545762E-10	1.234696E-17	9.022753E-25	8.255901E-17	2.590533E-17	5.351001E-10	6.443478E-17	5.999991E-04	1.109576E-10	1.910195E-18	7.595220E-17	1.901788E-10	6.000862E-18	3.862583E-25	1.158361E-17	1.753721E-10	7.397520E-17	6.143383E-10	9.260105E-17	2.677578E-23
5.400000E+01	6.765165E-10	7.713737E-17	1.407467E-23	5.405353E-16	1.776167E-16	1.465034E-09	4.334272E-16	5.999975E-04	3.160045E-10	1.461663E-17	5.328698E-16	5.112524E-10	4.150461E-17	6.847238E-24	8.189683E-17	4.762512E-10	4.907092E-16	1.663087E-09	6.357353E-16	4.659819E-22
5.600000E+01	1.765861E-09	4.736535E-16	2.130912E-22	3.481586E-15	1.187831E-15	3.979889E-09	2.905857E-15	5.999934E-04	8.884566E-10	1.105325E-16	3.669827E-15	1.368808E-09	2.857219E-16	1.207392E-22	5.756259E-16	1.285550E-09	3.233799E-15	4.460485E-09	4.300081E-15	7.942770E-21
5.800000E+01	4.557813E-09	2.891031E-15	3.188892E-21	2.217541E-14	7.848472E-15	1.071109E-08	1.920917E-14	5.999822E-04	2.482809E-09	8.244186E-16	2.495943E-14	3.617553E-09	1.923682E-15	2.062963E-21	3.957560E-15	3.423117E-09	2.100617E-14	1.184615E-08	2.862134E-14	1.323726E-19
6.000000E+01	1.159411E-08	1.738911E-14	4.661458E-20	1.390758E-13	5.086320E-14	2.853151E-08	1.252557E-13	5.999530E-04	6.870375E-09	6.052617E-15	1.668115E-13	9.452379E-09	1.271011E-14	3.433326E-20	2.672608E-14	9.012246E-09	1.346732E-13	3.111442E-08	1.869917E-13	2.149123E-18
