# concentration (uM) 	 Tm (C)
3.000000E+00	7.387713E+00
6.000000E+00	7.396936E+00
1.500000E+01	7.424443E+00
3.000000E+01	7.469768E+00
6.000000E+01	7.558546E+00
1.500000E+02	7.811354E+00
3.000000E+02	8.233489E+00
6.000000E+02	9.009881E+00
1.500000E+03	1.080929E+01
1.800000E+03	1.131043E+01
2.400000E+03	1.220298E+01
3.000000E+03	1.302654E+01
4.500000E+03	1.473770E+01
