# temperature	SE	SE+SE
0.000000E+00	1.478015E-03	1.099239E-05
2.000000E+00	1.480370E-03	9.814933E-06
4.000000E+00	1.482437E-03	8.781483E-06
6.000000E+00	1.484254E-03	7.873111E-06
8.000000E+00	1.485853E-03	7.073473E-06
1.000000E+01	1.487263E-03	6.368459E-06
1.200000E+01	1.488508E-03	5.745883E-06
1.400000E+01	1.489610E-03	5.195216E-06
1.600000E+01	1.490585E-03	4.707355E-06
1.800000E+01	1.491451E-03	4.274426E-06
2.000000E+01	1.492221E-03	3.889606E-06
2.200000E+01	1.492906E-03	3.546984E-06
2.400000E+01	1.493517E-03	3.241428E-06
2.600000E+01	1.494063E-03	2.968478E-06
2.800000E+01	1.494551E-03	2.724255E-06
3.000000E+01	1.494989E-03	2.505381E-06
3.200000E+01	1.495382E-03	2.308907E-06
3.400000E+01	1.495735E-03	2.132259E-06
3.600000E+01	1.496054E-03	1.973183E-06
3.800000E+01	1.496341E-03	1.829709E-06
4.000000E+01	1.496600E-03	1.700104E-06
4.200000E+01	1.496834E-03	1.582851E-06
4.400000E+01	1.497047E-03	1.476611E-06
4.600000E+01	1.497240E-03	1.380206E-06
4.800000E+01	1.497415E-03	1.292599E-06
5.000000E+01	1.497574E-03	1.212871E-06
5.200000E+01	1.497720E-03	1.140210E-06
5.400000E+01	1.497852E-03	1.073898E-06
5.600000E+01	1.497973E-03	1.013296E-06
5.800000E+01	1.498084E-03	9.578369E-07
6.000000E+01	1.498186E-03	9.070175E-07
6.200000E+01	1.498279E-03	8.603882E-07
6.400000E+01	1.498365E-03	8.175485E-07
6.600000E+01	1.498444E-03	7.781407E-07
6.800000E+01	1.498516E-03	7.418449E-07
7.000000E+01	1.498583E-03	7.083745E-07
7.200000E+01	1.498645E-03	6.774726E-07
7.400000E+01	1.498702E-03	6.489087E-07
7.600000E+01	1.498755E-03	6.224754E-07
7.800000E+01	1.498804E-03	5.979861E-07
8.000000E+01	1.498849E-03	5.752728E-07
8.200000E+01	1.498892E-03	5.541836E-07
8.400000E+01	1.498931E-03	5.345817E-07
8.600000E+01	1.498967E-03	5.163430E-07
8.800000E+01	1.499001E-03	4.993554E-07
9.000000E+01	1.499033E-03	4.835172E-07
9.200000E+01	1.499063E-03	4.687361E-07
9.400000E+01	1.499090E-03	4.549283E-07
9.600000E+01	1.499116E-03	4.420175E-07
9.800000E+01	1.499140E-03	4.299342E-07
