# temperature	SE	SE+SE
0.000000E+00	1.439655E-04	3.017246E-06
2.000000E+00	1.449671E-04	2.516459E-06
4.000000E+00	1.457928E-04	2.103578E-06
6.000000E+00	1.464738E-04	1.763115E-06
8.000000E+00	1.470358E-04	1.482119E-06
1.000000E+01	1.475003E-04	1.249861E-06
1.200000E+01	1.478850E-04	1.057517E-06
1.400000E+01	1.482043E-04	8.978633E-07
1.600000E+01	1.484700E-04	7.650044E-07
1.800000E+01	1.486917E-04	6.541370E-07
2.000000E+01	1.488773E-04	5.613507E-07
2.200000E+01	1.490331E-04	4.834617E-07
2.400000E+01	1.491642E-04	4.178756E-07
2.600000E+01	1.492750E-04	3.624760E-07
2.800000E+01	1.493689E-04	3.155331E-07
3.000000E+01	1.494487E-04	2.756305E-07
3.200000E+01	1.495168E-04	2.416061E-07
3.400000E+01	1.495750E-04	2.125036E-07
3.600000E+01	1.496249E-04	1.875345E-07
3.800000E+01	1.496679E-04	1.660469E-07
4.000000E+01	1.497050E-04	1.475003E-07
4.200000E+01	1.497371E-04	1.314452E-07
4.400000E+01	1.497650E-04	1.175071E-07
4.600000E+01	1.497893E-04	1.053728E-07
4.800000E+01	1.498104E-04	9.477976E-08
5.000000E+01	1.498290E-04	8.550730E-08
5.200000E+01	1.498453E-04	7.736943E-08
5.400000E+01	1.498596E-04	7.020896E-08
5.600000E+01	1.498722E-04	6.389265E-08
5.800000E+01	1.498834E-04	5.830733E-08
6.000000E+01	1.498933E-04	5.335656E-08
6.200000E+01	1.499021E-04	4.895798E-08
6.400000E+01	1.499099E-04	4.504110E-08
6.600000E+01	1.499169E-04	4.154538E-08
6.800000E+01	1.499232E-04	3.841875E-08
7.000000E+01	1.499288E-04	3.561632E-08
7.200000E+01	1.499338E-04	3.309926E-08
7.400000E+01	1.499383E-04	3.083395E-08
7.600000E+01	1.499424E-04	2.879116E-08
7.800000E+01	1.499461E-04	2.694551E-08
8.000000E+01	1.499495E-04	2.527481E-08
8.200000E+01	1.499525E-04	2.375972E-08
8.400000E+01	1.499552E-04	2.238326E-08
8.600000E+01	1.499577E-04	2.113056E-08
8.800000E+01	1.499600E-04	1.998854E-08
9.000000E+01	1.499621E-04	1.894568E-08
9.200000E+01	1.499640E-04	1.799180E-08
9.400000E+01	1.499658E-04	1.711793E-08
9.600000E+01	1.499674E-04	1.631609E-08
9.800000E+01	1.499688E-04	1.557924E-08
