# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
4.000000E+01	2.659145E-08	2.591017E-13	9.997140E-05	2.012582E-09	2.848000E-08	4.525191E-14	1.244376E-10	9.156848E-05	4.214691E-06
4.200000E+01	4.218410E-08	5.962570E-13	9.995510E-05	2.717644E-09	4.472207E-08	9.890033E-14	1.806566E-10	9.330465E-05	3.346226E-06
4.400000E+01	6.692087E-08	1.353261E-12	9.992944E-05	3.637891E-09	7.029915E-08	2.188872E-13	2.618710E-10	9.469431E-05	2.650897E-06
4.600000E+01	1.060746E-07	3.029565E-12	9.988909E-05	4.831241E-09	1.105318E-07	4.895721E-13	3.790644E-10	9.579710E-05	2.098843E-06
4.800000E+01	1.678404E-07	6.692539E-12	9.982578E-05	6.369965E-09	1.736737E-07	1.103802E-12	5.478506E-10	9.666695E-05	1.663068E-06
5.000000E+01	2.648436E-07	1.459543E-11	9.972678E-05	8.343791E-09	2.724213E-07	2.501515E-12	7.902359E-10	9.735026E-05	1.320305E-06
5.200000E+01	4.163306E-07	3.143787E-11	9.957274E-05	1.086324E-08	4.261085E-07	5.680891E-12	1.136912E-09	9.788567E-05	1.051167E-06
5.400000E+01	6.512783E-07	6.690133E-11	9.933453E-05	1.406283E-08	6.638190E-07	1.288647E-11	1.630138E-09	9.830452E-05	8.398952E-07
5.600000E+01	1.012664E-06	1.406666E-10	9.896895E-05	1.810356E-08	1.028663E-06	2.910122E-11	2.327177E-09	9.863178E-05	6.738953E-07
5.800000E+01	1.563078E-06	2.921431E-10	9.841316E-05	2.317347E-08	1.583402E-06	6.520059E-11	3.304076E-09	9.888707E-05	5.432267E-07
6.000000E+01	2.391652E-06	5.988436E-10	9.757767E-05	2.948441E-08	2.417386E-06	1.444041E-10	4.659206E-09	9.908564E-05	4.401066E-07
6.200000E+01	3.621723E-06	1.209872E-09	9.633860E-05	3.726177E-08	3.654259E-06	3.149173E-10	6.515396E-09	9.923928E-05	3.584737E-07
6.400000E+01	5.417688E-06	2.403966E-09	9.453078E-05	4.672293E-08	5.458854E-06	6.733155E-10	9.018523E-09	9.935701E-05	2.936220E-07
6.600000E+01	7.987689E-06	4.682851E-09	9.194491E-05	5.803810E-08	8.039954E-06	1.404419E-09	1.232915E-08	9.944583E-05	2.419027E-07
6.800000E+01	1.157623E-05	8.904400E-09	8.833470E-05	7.126714E-08	1.164302E-05	2.841373E-09	1.660236E-08	9.951116E-05	2.004872E-07
7.000000E+01	1.643788E-05	1.643372E-08	8.344299E-05	8.626868E-08	1.652399E-05	5.538197E-09	2.195033E-08	9.955742E-05	1.671812E-07
7.200000E+01	2.278190E-05	2.922718E-08	7.705706E-05	1.025877E-07	2.289392E-05	1.031753E-08	2.838434E-08	9.958847E-05	1.402796E-07
7.400000E+01	3.068250E-05	4.966429E-08	6.909882E-05	1.193505E-07	3.082902E-05	1.820717E-08	3.574129E-08	9.960800E-05	1.184547E-07
7.600000E+01	3.996763E-05	7.987805E-08	5.973739E-05	1.352320E-07	4.015871E-05	3.014445E-08	4.361827E-08	9.961981E-05	1.006700E-07
7.800000E+01	5.013467E-05	1.205131E-07	4.947571E-05	1.485930E-07	5.038012E-05	4.640705E-08	5.136382E-08	9.962782E-05	8.611336E-08
8.000000E+01	6.037641E-05	1.694609E-07	3.912680E-05	1.578611E-07	6.068297E-05	6.601927E-08	5.818449E-08	9.963566E-05	7.414561E-08
8.200000E+01	6.977998E-05	2.218053E-07	2.961434E-05	1.620748E-07	7.014887E-05	8.670974E-08	6.337697E-08	9.964603E-05	6.426132E-08
8.400000E+01	7.763697E-05	2.717348E-07	2.165828E-05	1.612860E-07	7.806359E-05	1.057787E-07	6.658016E-08	9.966002E-05	5.605893E-08
8.600000E+01	8.366459E-05	3.152145E-07	1.554849E-05	1.564896E-07	8.414099E-05	1.213231E-07	6.787090E-08	9.967720E-05	4.921860E-08
8.800000E+01	8.798825E-05	3.512216E-07	1.116018E-05	1.491216E-07	8.850656E-05	1.328087E-07	6.763933E-08	9.969627E-05	4.348549E-08
9.000000E+01	9.095287E-05	3.810138E-07	8.144581E-06	1.405171E-07	9.150756E-05	1.407427E-07	6.636968E-08	9.971580E-05	3.865637E-08
9.200000E+01	9.293542E-05	4.067152E-07	6.119508E-06	1.316364E-07	9.352394E-05	1.460324E-07	6.448215E-08	9.973474E-05	3.456881E-08
9.400000E+01	9.424724E-05	4.303453E-07	4.769014E-06	1.230512E-07	9.486962E-05	1.495452E-07	6.227855E-08	9.975249E-05	3.109250E-08
9.600000E+01	9.511266E-05	4.534656E-07	3.865365E-06	1.150464E-07	9.577079E-05	1.519453E-07	5.995244E-08	9.976876E-05	2.812233E-08
9.800000E+01	9.568236E-05	4.771766E-07	3.255560E-06	1.077297E-07	9.637944E-05	1.536908E-07	5.761908E-08	9.978350E-05	2.557315E-08
