# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	1.848757E-13	1.983940E-23	2.187784E-33	4.326650E-43	1.656010E-24	2.433124E-14	4.338655E-14	4.273927E-07	9.786303E-06	3.022439E-17	8.386732E-26	4.428669E-13	1.252808E-22	4.735093E-32	2.262965E-41
2.000000E+00	4.222225E-13	9.553625E-23	2.226702E-32	9.378296E-42	7.645971E-24	5.360425E-14	7.448357E-14	5.560412E-07	9.721979E-06	4.954635E-17	1.521512E-25	5.884369E-13	2.250568E-22	9.452136E-32	5.305914E-41
4.000000E+00	7.808395E-13	3.055052E-22	1.223981E-31	8.938356E-41	2.337206E-23	9.616101E-14	1.269816E-13	7.204353E-07	9.639782E-06	9.939182E-17	4.111445E-25	9.617736E-13	5.986297E-22	3.438255E-31	2.773943E-40
6.000000E+00	1.317537E-12	8.235548E-22	5.197236E-31	6.035809E-40	6.003616E-23	1.582002E-13	2.149368E-13	9.294432E-07	9.535277E-06	2.165915E-16	1.305323E-24	1.718051E-12	1.858779E-21	1.595220E-30	2.010186E-39
8.000000E+00	2.381612E-12	2.579486E-21	2.758640E-30	5.485813E-39	1.785931E-22	2.800905E-13	3.611000E-13	1.193690E-06	9.403153E-06	4.366709E-16	3.536488E-24	2.858823E-12	4.891510E-21	5.840689E-30	1.064941E-38
1.000000E+01	4.346832E-12	8.335048E-21	1.531567E-29	5.291173E-38	5.462018E-22	5.026023E-13	6.018310E-13	1.525681E-06	9.237156E-06	8.639647E-16	9.215310E-24	4.703262E-12	1.229228E-20	2.019291E-29	5.241315E-38
1.200000E+01	7.417763E-12	2.380724E-20	7.054945E-29	3.976891E-37	1.471254E-21	8.455859E-13	9.943617E-13	1.939792E-06	9.030098E-06	1.810681E-15	2.696280E-23	8.261370E-12	3.443427E-20	8.319546E-29	3.269453E-37
1.400000E+01	1.281652E-11	7.041887E-20	3.419641E-28	3.197919E-36	4.088053E-21	1.442629E-12	1.627108E-12	2.452022E-06	8.773979E-06	3.708936E-15	7.559043E-23	1.430093E-11	9.177403E-20	3.223387E-28	1.885149E-36
1.600000E+01	2.216365E-11	2.104826E-19	1.681739E-27	2.620948E-35	1.143067E-20	2.463347E-12	2.633497E-12	3.079361E-06	8.460303E-06	7.503488E-15	2.078915E-22	2.466194E-11	2.383690E-19	1.218534E-27	1.055221E-35
1.800000E+01	3.826109E-11	6.313910E-19	8.307703E-27	2.160643E-34	3.192903E-20	4.191182E-12	4.208936E-12	3.838585E-06	8.080680E-06	1.501022E-14	5.637848E-22	4.243424E-11	6.070029E-19	4.538239E-27	5.806997E-35
2.000000E+01	6.583638E-11	1.891235E-18	4.092966E-26	1.774828E-33	8.860198E-20	7.079154E-12	6.628632E-12	4.744271E-06	7.627818E-06	2.968167E-14	1.511290E-21	7.286773E-11	1.521055E-18	1.675060E-26	3.165196E-34
2.200000E+01	1.129180E-10	5.643144E-18	2.004891E-25	1.446897E-32	2.435163E-19	1.183993E-11	1.026046E-11	5.805832E-06	7.097006E-06	5.789123E-14	3.999612E-21	1.246999E-10	3.752610E-18	6.131398E-26	1.709551E-33
2.400000E+01	1.929761E-10	1.671804E-17	9.721471E-25	1.163857E-31	6.601750E-19	1.954532E-11	1.556194E-11	7.023574E-06	6.488082E-06	1.111144E-13	1.043709E-20	2.124109E-10	9.123175E-18	2.227230E-25	9.154685E-33
2.600000E+01	3.283379E-10	4.895173E-17	4.637653E-24	9.161468E-31	1.755804E-18	3.171954E-11	2.304531E-11	8.384112E-06	5.807725E-06	2.094265E-13	2.683038E-20	3.598481E-10	2.189175E-17	8.037698E-25	4.867388E-32
2.800000E+01	5.557180E-10	1.410183E-16	2.163319E-23	6.998410E-30	4.555873E-18	5.039846E-11	3.319469E-11	9.856180E-06	5.071549E-06	3.866851E-13	6.784219E-20	6.057954E-10	5.191563E-17	2.882041E-24	2.570265E-31
3.000000E+01	9.350209E-10	3.980181E-16	9.813738E-23	5.149034E-29	1.147531E-17	7.810132E-11	4.633299E-11	1.138870E-05	4.305059E-06	6.976654E-13	1.683798E-19	1.012479E-09	1.217695E-16	1.025673E-23	1.346633E-30
3.200000E+01	1.562680E-09	1.096019E-15	4.305659E-22	3.620588E-28	2.792424E-17	1.176337E-10	6.247015E-11	1.291357E-05	3.542254E-06	1.227693E-12	4.096477E-19	1.679085E-09	2.828455E-16	3.621044E-23	6.998793E-30
