# concentration (uM) 	 Tm (C)
3.000000E+00	8.208025E+00
6.000000E+00	1.015465E+01
1.500000E+01	1.336179E+01
3.000000E+01	1.623035E+01
6.000000E+01	1.946050E+01
1.500000E+02	2.423905E+01
3.000000E+02	2.821158E+01
6.000000E+02	3.248000E+01
1.500000E+03	3.857963E+01
1.800000E+03	3.985764E+01
2.400000E+03	4.192038E+01
3.000000E+03	4.355941E+01
4.500000E+03	4.663442E+01
