# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	4.339677E-13	1.093160E-22	9.999996E-07	7.539044E-15	4.414365E-13	1.244728E-22	6.891805E-17	6.692453E-07	1.653774E-07
2.000000E+00	6.634975E-13	2.359196E-22	9.999993E-07	1.004329E-14	6.734335E-13	2.947690E-22	1.114181E-16	7.317928E-07	1.341036E-07
4.000000E+00	1.017594E-12	5.188525E-22	9.999990E-07	1.334343E-14	1.024389E-12	6.791131E-22	1.759891E-16	7.878060E-07	1.060970E-07
6.000000E+00	1.551961E-12	1.142690E-21	9.999984E-07	1.754223E-14	1.569259E-12	1.550760E-21	2.742782E-16	8.358735E-07	8.206326E-08
8.000000E+00	2.372318E-12	2.559392E-21	9.999976E-07	2.303132E-14	2.404323E-12	3.459824E-21	4.191840E-16	8.754978E-07	6.225109E-08
1.000000E+01	3.651440E-12	5.881535E-21	9.999963E-07	3.038512E-14	3.669801E-12	7.483748E-21	6.266682E-16	9.070178E-07	4.649107E-08
1.200000E+01	5.597253E-12	1.355542E-20	9.999944E-07	3.990235E-14	5.644069E-12	1.607206E-20	9.286924E-16	9.313563E-07	3.432183E-08
1.400000E+01	8.615230E-12	3.181871E-20	9.999913E-07	5.265615E-14	8.676393E-12	3.378080E-20	1.356245E-15	9.497162E-07	2.514185E-08
1.600000E+01	1.328846E-11	7.566292E-20	9.999866E-07	6.974771E-14	1.335757E-11	6.992784E-20	1.959893E-15	9.633305E-07	1.833470E-08
1.800000E+01	2.051461E-11	1.815140E-19	9.999794E-07	9.265951E-14	2.061724E-11	1.432909E-19	2.811521E-15	9.733077E-07	1.334610E-08
2.000000E+01	3.173882E-11	4.395366E-19	9.999681E-07	1.236166E-13	3.185863E-11	2.907559E-19	4.005763E-15	9.805658E-07	9.717016E-09
2.200000E+01	4.916628E-11	1.069867E-18	9.999507E-07	1.653924E-13	4.932599E-11	5.871555E-19	5.682959E-15	9.858253E-07	7.087269E-09
2.400000E+01	7.628458E-11	2.612473E-18	9.999235E-07	2.218319E-13	7.649838E-11	1.183305E-18	8.037873E-15	9.896314E-07	5.184198E-09
2.600000E+01	1.185596E-10	6.382631E-18	9.998811E-07	2.979941E-13	1.188488E-10	2.387984E-18	1.134970E-14	9.923873E-07	3.806214E-09
2.800000E+01	1.846052E-10	1.556160E-17	9.998150E-07	4.005397E-13	1.849897E-10	4.841070E-18	1.601842E-14	9.943866E-07	2.806499E-09
3.000000E+01	2.880129E-10	3.776454E-17	9.997114E-07	5.381150E-13	2.885333E-10	9.889135E-18	2.262146E-14	9.958412E-07	2.079099E-09
