# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	5.983708E-14	2.078308E-24	7.417824E-35	4.748040E-45	1.661735E-24	7.543490E-14	3.980981E-12	4.093970E-06	8.979530E-04	8.568442E-15	7.036616E-22	1.310690E-11	1.097333E-19	1.227464E-27	1.736141E-35
2.000000E+00	2.860237E-13	4.384193E-23	6.922203E-33	1.974999E-42	3.370953E-23	3.488659E-13	6.874760E-12	5.342020E-06	8.973290E-04	6.750686E-15	2.940013E-22	8.345217E-12	4.526554E-20	2.696145E-28	2.146403E-36
4.000000E+00	8.919689E-13	3.986525E-22	1.824478E-31	1.521982E-40	2.941175E-22	1.059339E-12	1.180964E-11	6.947729E-06	8.965261E-04	8.092048E-15	2.825935E-22	8.119565E-12	4.266563E-20	2.068797E-28	1.409085E-36
6.000000E+00	9.568362E-13	4.343523E-22	1.990659E-31	1.678938E-40	3.068512E-22	1.113389E-12	2.018559E-11	9.007165E-06	8.954964E-04	2.800897E-14	2.252496E-21	2.292590E-11	3.309852E-19	3.790460E-27	6.373793E-35
8.000000E+00	4.529719E-12	9.331115E-21	1.897998E-29	7.178634E-38	6.300003E-21	5.194864E-12	3.433830E-11	1.164038E-05	8.941798E-04	2.183260E-14	9.065647E-22	1.465760E-11	1.285861E-19	7.872098E-28	7.359145E-36
1.000000E+01	8.673499E-12	3.318570E-20	1.216747E-28	8.387600E-37	2.137624E-20	9.857828E-12	5.814940E-11	1.499682E-05	8.925015E-04	4.183552E-14	2.198230E-21	2.316931E-11	2.983048E-19	2.414018E-27	3.086710E-35
1.200000E+01	1.642900E-11	1.167845E-19	7.664925E-28	9.569650E-36	7.166427E-20	1.859664E-11	9.804421E-11	1.926168E-05	8.903690E-04	8.060860E-14	5.381523E-21	3.703845E-11	6.921374E-19	7.497245E-27	1.320924E-34
1.400000E+01	2.427330E-11	2.525843E-19	2.323039E-27	4.114359E-35	1.474894E-19	2.748150E-11	1.646154E-10	2.466331E-05	8.876681E-04	1.981275E-13	2.144522E-20	7.595082E-11	2.588549E-18	4.828558E-26	1.499750E-33
1.600000E+01	5.083089E-11	1.107106E-18	2.028701E-26	7.251110E-34	6.146693E-19	5.775755E-11	2.752494E-10	3.148164E-05	8.842588E-04	3.419559E-13	4.223319E-20	1.099354E-10	4.736639E-18	1.079365E-25	4.166626E-33
1.800000E+01	8.781267E-11	3.325815E-18	1.004339E-25	5.994907E-33	1.755075E-18	1.003798E-10	4.583452E-10	4.005727E-05	8.799708E-04	7.122093E-13	1.216310E-19	1.929420E-10	1.254907E-17	4.265976E-25	2.481949E-32
2.000000E+01	1.548808E-10	1.046668E-17	5.328848E-25	5.436047E-32	5.250626E-18	1.783271E-10	7.600327E-10	5.080116E-05	8.745984E-04	1.446655E-12	3.352717E-19	3.316712E-10	3.151300E-17	1.579603E-24	1.358596E-31
2.200000E+01	2.692063E-10	3.207491E-17	2.716797E-24	4.674403E-31	1.530625E-17	3.121532E-10	1.254757E-09	6.420381E-05	8.678964E-04	2.969500E-12	9.516181E-19	5.784158E-10	8.073872E-17	6.119024E-24	7.913688E-31
2.400000E+01	4.682182E-10	9.841807E-17	1.388566E-23	4.033470E-30	4.473347E-17	5.458476E-10	2.061729E-09	8.084293E-05	8.595757E-04	6.067271E-12	2.703594E-18	1.007665E-09	2.053167E-16	2.377839E-23	4.636603E-30
2.600000E+01	8.130786E-10	3.001863E-16	7.042593E-23	3.445172E-29	1.302048E-16	9.498746E-10	3.370065E-09	1.013876E-04	8.493014E-04	1.236733E-11	7.737267E-18	1.757259E-09	5.220515E-16	9.360113E-23	2.767973E-29
2.800000E+01	1.419925E-09	9.206560E-16	3.608722E-22	2.982932E-28	3.820380E-16	1.654022E-09	5.476394E-09	1.265965E-04	8.366939E-04	2.496735E-11	2.201998E-17	3.045285E-09	1.311904E-15	3.661054E-22	1.641292E-28
