# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	9.342089E-12	5.065905E-20	1.500000E-03	1.076642E-11	3.075906E-11	6.043441E-19	3.185710E-13	4.439701E-05	7.278015E-04
2.000000E+00	1.644291E-11	1.448915E-19	1.500000E-03	1.827695E-11	4.076119E-11	1.079906E-18	4.952178E-13	5.373738E-05	7.231313E-04
4.000000E+00	2.531729E-11	3.211660E-19	1.500000E-03	2.730243E-11	6.176091E-11	2.468538E-18	8.726212E-13	6.479036E-05	7.176048E-04
6.000000E+00	4.061239E-11	7.824994E-19	1.500000E-03	4.273191E-11	8.995155E-11	5.095337E-18	1.463508E-12	7.780905E-05	7.110955E-04
8.000000E+00	6.173017E-11	1.732950E-18	1.500000E-03	6.370760E-11	1.385991E-10	1.149713E-17	2.568741E-12	9.306857E-05	7.034657E-04
1.000000E+01	1.008306E-10	4.484840E-18	1.500000E-03	1.025562E-10	1.993458E-10	2.208251E-17	4.160783E-12	1.108635E-04	6.945682E-04
1.200000E+01	1.554465E-10	1.045503E-17	1.500000E-03	1.564682E-10	3.048456E-10	4.688636E-17	7.082409E-12	1.315035E-04	6.842481E-04
1.400000E+01	2.398068E-10	2.465310E-17	1.500000E-03	2.396853E-10	4.675624E-10	9.810037E-17	1.195188E-11	1.553072E-04	6.723463E-04
1.600000E+01	3.739835E-10	5.992921E-17	1.499999E-03	3.720624E-10	7.119452E-10	1.986499E-16	1.979974E-11	1.825927E-04	6.587034E-04
1.800000E+01	5.727889E-10	1.415054E-16	1.499999E-03	5.679447E-10	1.107641E-09	4.135764E-16	3.315848E-11	2.136657E-04	6.431668E-04
2.000000E+01	8.872488E-10	3.434822E-16	1.499998E-03	8.768236E-10	1.709532E-09	8.371987E-16	5.454015E-11	2.488042E-04	6.255974E-04
2.200000E+01	1.378481E-09	8.410011E-16	1.499997E-03	1.355822E-09	2.639090E-09	1.680777E-15	8.890101E-11	2.882396E-04	6.058795E-04
2.400000E+01	2.141628E-09	2.059047E-15	1.499996E-03	2.090122E-09	4.087599E-09	3.378538E-15	1.441443E-10	3.321343E-04	5.839317E-04
2.600000E+01	3.340556E-09	5.067146E-15	1.499993E-03	3.219794E-09	6.327816E-09	6.769392E-15	2.317300E-10	3.805571E-04	5.597197E-04
2.800000E+01	5.225454E-09	1.246851E-14	1.499990E-03	4.942155E-09	9.804740E-09	1.359936E-14	3.700828E-10	4.334569E-04	5.332689E-04
3.000000E+01	8.209068E-09	3.067948E-14	1.499984E-03	7.556602E-09	1.518889E-08	2.740429E-14	5.867057E-10	4.906363E-04	5.046778E-04
3.200000E+01	1.295511E-08	7.532865E-14	1.499976E-03	1.149421E-08	2.352554E-08	5.552429E-14	9.235839E-10	5.517293E-04	4.741291E-04
3.400000E+01	2.053136E-08	1.840413E-13	1.499962E-03	1.736307E-08	3.644996E-08	1.134413E-13	1.444640E-09	6.161859E-04	4.418976E-04
3.600000E+01	3.268674E-08	4.470237E-13	1.499941E-03	2.602848E-08	5.647105E-08	2.338631E-13	2.244597E-09	6.832675E-04	4.083521E-04
3.800000E+01	5.226028E-08	1.077897E-12	1.499909E-03	3.868213E-08	8.747929E-08	4.868970E-13	3.464292E-09	7.520580E-04	3.739499E-04
4.000000E+01	8.385855E-08	2.576802E-12	1.499859E-03	5.694005E-08	1.354907E-07	1.024178E-12	5.311041E-09	8.214948E-04	3.392215E-04
4.200000E+01	1.349253E-07	6.099897E-12	1.499782E-03	8.295220E-08	2.097977E-07	2.176482E-12	8.087668E-09	8.904184E-04	3.047453E-04
4.400000E+01	2.174173E-07	1.428390E-11	1.499663E-03	1.195257E-07	3.247265E-07	4.670417E-12	1.223303E-08	9.576415E-04	2.711134E-04
4.600000E+01	3.503870E-07	3.305624E-11	1.499479E-03	1.702573E-07	5.023117E-07	1.011087E-11	1.837847E-08	1.022028E-03	2.388916E-04
4.800000E+01	5.639246E-07	7.555091E-11	1.499196E-03	2.396854E-07	7.762927E-07	2.205332E-11	2.742418E-08	1.082575E-03	2.085788E-04
5.000000E+01	9.050328E-07	1.704381E-10	1.498761E-03	3.334472E-07	1.198083E-06	4.838320E-11	4.064350E-08	1.138481E-03	1.805725E-04
5.200000E+01	1.446281E-06	3.793864E-10	1.498095E-03	4.584653E-07	1.845459E-06	1.065578E-10	5.981968E-08	1.189192E-03	1.551449E-04
