# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
5.400000E+01	2.298208E-06	8.330671E-10	1.497077E-03	6.231382E-07	2.835117E-06	2.350587E-10	8.742481E-08	1.234419E-03	1.324352E-04
5.600000E+01	3.626853E-06	1.804349E-09	1.495532E-03	8.375744E-07	4.340154E-06	5.180542E-10	1.268400E-07	1.274124E-03	1.124558E-04
5.800000E+01	5.677572E-06	3.854424E-09	1.493201E-03	1.113783E-06	6.614154E-06	1.137674E-09	1.826251E-07	1.308479E-03	9.511212E-05
6.000000E+01	8.806540E-06	8.119479E-09	1.489711E-03	1.465836E-06	1.002283E-05	2.482379E-09	2.608207E-07	1.337816E-03	8.022861E-05
6.200000E+01	1.352037E-05	1.686111E-08	1.484536E-03	1.909899E-06	1.508400E-05	5.365755E-09	3.692594E-07	1.362565E-03	6.757790E-05
6.400000E+01	2.052273E-05	3.449614E-08	1.476944E-03	2.463991E-06	2.251496E-05	1.145403E-08	5.178370E-07	1.383205E-03	5.690682E-05
6.600000E+01	3.076381E-05	6.946217E-08	1.465950E-03	3.147324E-06	3.328328E-05	2.406810E-08	7.186456E-07	1.400218E-03	4.795779E-05
6.800000E+01	4.548300E-05	1.374576E-07	1.450263E-03	3.978960E-06	4.865182E-05	4.961296E-08	9.858288E-07	1.414067E-03	4.048399E-05
7.000000E+01	6.622700E-05	2.667562E-07	1.428264E-03	4.975492E-06	7.020114E-05	9.996018E-08	1.334947E-06	1.425172E-03	3.425899E-05
7.200000E+01	9.481498E-05	5.062453E-07	1.398025E-03	6.147444E-06	9.980119E-05	1.960681E-07	1.781585E-06	1.433908E-03	2.908164E-05
7.400000E+01	1.332113E-04	9.361490E-07	1.357422E-03	7.494239E-06	1.394934E-04	3.727607E-07	2.338928E-06	1.440612E-03	2.477753E-05
7.600000E+01	1.832622E-04	1.679409E-06	1.304381E-03	8.997957E-06	1.912377E-04	6.835886E-07	3.014130E-06	1.445591E-03	2.119825E-05
7.800000E+01	2.462679E-04	2.907861E-06	1.237299E-03	1.061691E-05	2.564912E-04	1.202847E-06	3.803650E-06	1.449141E-03	1.821925E-05
8.000000E+01	3.224155E-04	4.832441E-06	1.155638E-03	1.228125E-05	3.356340E-04	2.019616E-06	4.688407E-06	1.451556E-03	1.573706E-05
8.200000E+01	4.102020E-04	7.664886E-06	1.060574E-03	1.389412E-05	4.273589E-04	3.218193E-06	5.630564E-06	1.453143E-03	1.366616E-05
8.400000E+01	5.061055E-04	1.154756E-05	9.554576E-04	1.534178E-05	5.282793E-04	4.844268E-06	6.574559E-06	1.454212E-03	1.193598E-05
8.600000E+01	6.048185E-04	1.647301E-05	8.457215E-04	1.651401E-05	6.330871E-04	6.868392E-06	7.454579E-06	1.455055E-03	1.048809E-05
8.800000E+01	7.001964E-04	2.224188E-05	7.379901E-04	1.732977E-05	7.354608E-04	9.170537E-06	8.208056E-06	1.455915E-03	9.273813E-06
9.000000E+01	7.866673E-04	2.850297E-05	6.385692E-04	1.775758E-05	8.295098E-04	1.156525E-05	8.790509E-06	1.456947E-03	8.252407E-06
9.200000E+01	8.604698E-04	3.486576E-05	5.519787E-04	1.781992E-05	9.111172E-04	1.385965E-05	9.184727E-06	1.458216E-03	7.389839E-06
9.400000E+01	9.201379E-04	4.101904E-05	4.802444E-04	1.757969E-05	9.785355E-04	1.591004E-05	9.400028E-06	1.459704E-03	6.657911E-06
9.600000E+01	9.661565E-04	4.679104E-05	4.231438E-04	1.711759E-05	1.032099E-03	1.764672E-05	9.463578E-06	1.461352E-03	6.033534E-06
9.800000E+01	1.000184E-03	5.214049E-05	3.790234E-04	1.651177E-05	1.073437E-03	1.906481E-05	9.409548E-06	1.463083E-03	5.497997E-06
