# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	1.337196E-12	1.037909E-21	9.999999E-06	1.063746E-13	1.432619E-12	1.310990E-21	1.024187E-15	3.064567E-06	3.467717E-06
2.000000E+00	2.043372E-12	2.237588E-21	9.999998E-06	1.513241E-13	2.186688E-12	3.107893E-21	1.769995E-15	3.580241E-06	3.209880E-06
4.000000E+00	3.124771E-12	4.892508E-21	9.999997E-06	2.153244E-13	3.335963E-12	7.202033E-21	3.011786E-15	4.140008E-06	2.929996E-06
6.000000E+00	4.798326E-12	1.092311E-20	9.999995E-06	3.072029E-13	5.075584E-12	1.622287E-20	5.024746E-15	4.734476E-06	2.632762E-06
8.000000E+00	7.336339E-12	2.447653E-20	9.999992E-06	4.352601E-13	7.774760E-12	3.617782E-20	8.283665E-15	5.350307E-06	2.324846E-06
1.000000E+01	1.130092E-11	5.633648E-20	9.999988E-06	6.190462E-13	1.185752E-11	7.813080E-20	1.332913E-14	5.970744E-06	2.014628E-06
1.200000E+01	1.736916E-11	1.305331E-19	9.999982E-06	8.743993E-13	1.818822E-11	1.669041E-19	2.113378E-14	6.576932E-06	1.711534E-06
1.400000E+01	2.680290E-11	3.079728E-19	9.999972E-06	1.233317E-12	2.788861E-11	3.490159E-19	3.281983E-14	7.149975E-06	1.425012E-06
1.600000E+01	4.130120E-11	7.309019E-19	9.999957E-06	1.726749E-12	4.297772E-11	7.239057E-19	5.022956E-14	7.673376E-06	1.163311E-06
1.800000E+01	6.390516E-11	1.761390E-18	9.999934E-06	2.412585E-12	6.618565E-11	1.476677E-18	7.543876E-14	8.135233E-06	9.323821E-07
2.000000E+01	9.901364E-11	4.277633E-18	9.999898E-06	3.354506E-12	1.021250E-10	2.987713E-18	1.116962E-13	8.529519E-06	7.352389E-07
2.200000E+01	1.535166E-10	1.043051E-17	9.999842E-06	4.639223E-12	1.579801E-10	6.022910E-18	1.635095E-13	8.856084E-06	5.719557E-07
2.400000E+01	2.385183E-10	2.554005E-17	9.999755E-06	6.391579E-12	2.446752E-10	1.210520E-17	2.369070E-13	9.119533E-06	4.402302E-07
2.600000E+01	3.711999E-10	6.256647E-17	9.999620E-06	8.769248E-12	3.796285E-10	2.436462E-17	3.407472E-13	9.327493E-06	3.362488E-07
2.800000E+01	5.786985E-10	1.529224E-16	9.999409E-06	1.198157E-11	5.901927E-10	4.927581E-17	4.876694E-13	9.488878E-06	2.555549E-07
3.000000E+01	9.039187E-10	3.719795E-16	9.999080E-06	1.630200E-11	9.195257E-10	1.004371E-16	6.958841E-13	9.612545E-06	1.937188E-07
3.200000E+01	1.414838E-09	8.984450E-16	9.998563E-06	2.208415E-11	1.435910E-09	2.068514E-16	9.917448E-13	9.706484E-06	1.467467E-07
3.400000E+01	2.219277E-09	2.150318E-15	9.997751E-06	2.978062E-11	2.247633E-09	4.313480E-16	1.413518E-12	9.777444E-06	1.112625E-07
3.600000E+01	3.488470E-09	5.091633E-15	9.996472E-06	3.996815E-11	3.526428E-09	9.119690E-16	2.016738E-12	9.830887E-06	8.453543E-08
3.800000E+01	5.494120E-09	1.191324E-14	9.994452E-06	5.337660E-11	5.544634E-09	1.956016E-15	2.882015E-12	9.871098E-06	6.442310E-08
4.000000E+01	8.666522E-09	2.752175E-14	9.991263E-06	7.092603E-11	8.733368E-09	4.255204E-15	4.126125E-12	9.901366E-06	4.927924E-08
4.200000E+01	1.368492E-08	6.275094E-14	9.986221E-06	9.377296E-11	1.377288E-08	9.380013E-15	5.917637E-12	9.924188E-06	3.785634E-08
4.400000E+01	2.161639E-08	1.411968E-13	9.978260E-06	1.233663E-10	2.173150E-08	2.091702E-14	8.498695E-12	9.941433E-06	2.921750E-08
4.600000E+01	3.412662E-08	3.135769E-13	9.965711E-06	1.615131E-10	3.427645E-08	4.707967E-14	1.221486E-11	9.954501E-06	2.266283E-08
4.800000E+01	5.379435E-08	6.874972E-13	9.945994E-06	2.104513E-10	5.398829E-08	1.066651E-13	1.755505E-11	9.964430E-06	1.767091E-08
5.000000E+01	8.457026E-08	1.488242E-12	9.915154E-06	2.729208E-10	8.482043E-08	2.425057E-13	2.520351E-11	9.971995E-06	1.385365E-08
5.200000E+01	1.324280E-07	3.180799E-12	9.867213E-06	3.522209E-10	1.327494E-07	5.513677E-13	3.610386E-11	9.977768E-06	1.092196E-08
5.400000E+01	2.062478E-07	6.709346E-12	9.793287E-06	4.522172E-10	2.066594E-07	1.248949E-12	5.153254E-11	9.982176E-06	8.660213E-09
5.600000E+01	3.189404E-07	1.395339E-11	9.680454E-06	5.772483E-10	3.194667E-07	2.806830E-12	7.317056E-11	9.985535E-06	6.907189E-09
5.800000E+01	4.887219E-07	2.855997E-11	9.510489E-06	7.318376E-10	4.893952E-07	6.228576E-12	1.031481E-10	9.988081E-06	5.541996E-09
6.000000E+01	7.402344E-07	5.736620E-11	9.258731E-06	9.200638E-10	7.410981E-07	1.357184E-11	1.440111E-10	9.989989E-06	4.473695E-09
6.200000E+01	1.104798E-06	1.125835E-10	8.893832E-06	1.144388E-09	1.105911E-06	2.884287E-11	1.985199E-10	9.991390E-06	3.633641E-09
6.400000E+01	1.618425E-06	2.145288E-10	8.379742E-06	1.403717E-09	1.619870E-06	5.928928E-11	2.691441E-10	9.992388E-06	2.969819E-09
6.600000E+01	2.315452E-06	3.934954E-10	7.682071E-06	1.690597E-09	2.317339E-06	1.166726E-10	3.570930E-10	9.993067E-06	2.442672E-09
6.800000E+01	3.215422E-06	6.869836E-10	6.781216E-06	1.987954E-09	3.217889E-06	2.170396E-10	4.608094E-10	9.993507E-06	2.021990E-09
7.000000E+01	4.303027E-06	1.126140E-09	5.692454E-06	2.266930E-09	4.306220E-06	3.761240E-10	5.742209E-10	9.993790E-06	1.684615E-09
7.200000E+01	5.508240E-06	1.708570E-09	4.485854E-06	2.489136E-09	5.512264E-06	5.981299E-10	6.858338E-10	9.994000E-06	1.412717E-09
7.400000E+01	6.705581E-06	2.372114E-09	3.287058E-06	2.617126E-09	6.710436E-06	8.626297E-10	7.805771E-10	9.994217E-06	1.192509E-09
7.600000E+01	7.752742E-06	3.005532E-09	2.238615E-06	2.631732E-09	7.758289E-06	1.125071E-09	8.454148E-10	9.994496E-06	1.013283E-09
7.800000E+01	8.555605E-06	3.509615E-09	1.434832E-06	2.543938E-09	8.561612E-06	1.340222E-09	8.756877E-10	9.994847E-06	8.666856E-10
8.000000E+01	9.104145E-06	3.853126E-09	8.857604E-07	2.387951E-09	9.110387E-06	1.488027E-09	8.763060E-10	9.995243E-06	7.461782E-10
8.200000E+01	9.449128E-06	4.067183E-09	5.405362E-07	2.201545E-09	9.455456E-06	1.575403E-09	8.569279E-10	9.995648E-06	6.466237E-10
8.400000E+01	9.656154E-06	4.203553E-09	3.334270E-07	2.012051E-09	9.662505E-06	1.620617E-09	8.265951E-10	9.996033E-06	5.639729E-10
