# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	9.518749E-13	5.259310E-22	4.999999E-06	4.970528E-14	1.006273E-12	6.467999E-22	4.722201E-16	2.011635E-06	1.494183E-06
2.000000E+00	1.441062E-12	1.112886E-21	4.999998E-06	6.901349E-14	1.550320E-12	1.562195E-21	8.115161E-16	2.315276E-06	1.342362E-06
4.000000E+00	2.235222E-12	2.503435E-21	4.999998E-06	9.791586E-14	2.331787E-12	3.518765E-21	1.338287E-15	2.631835E-06	1.184082E-06
6.000000E+00	3.422990E-12	5.558761E-21	4.999996E-06	1.366607E-13	3.557461E-12	7.969588E-21	2.196194E-15	2.952394E-06	1.023803E-06
8.000000E+00	5.247868E-12	1.252440E-20	4.999995E-06	1.900990E-13	5.434422E-12	1.767564E-20	3.535220E-15	3.266677E-06	8.666612E-07
1.000000E+01	8.031208E-12	2.845274E-20	4.999992E-06	2.626179E-13	8.342509E-12	3.867475E-20	5.598073E-15	3.564203E-06	7.178982E-07
1.200000E+01	1.239174E-11	6.643976E-20	4.999987E-06	3.638195E-13	1.274695E-11	8.197835E-20	8.638052E-15	3.835711E-06	5.821441E-07
1.400000E+01	1.909036E-11	1.562345E-19	4.999980E-06	5.005816E-13	1.957781E-11	1.719965E-19	1.312930E-14	4.074482E-06	4.627586E-07
1.600000E+01	2.945959E-11	3.718666E-19	4.999970E-06	6.865297E-13	3.012649E-11	3.557070E-19	1.962596E-14	4.277132E-06	3.614335E-07
1.800000E+01	4.553269E-11	8.941910E-19	4.999954E-06	9.389406E-13	4.644568E-11	7.271908E-19	2.891640E-14	4.443633E-06	2.781829E-07
2.000000E+01	7.048768E-11	2.167903E-18	4.999928E-06	1.281355E-12	7.172694E-11	1.473801E-18	4.209310E-14	4.576645E-06	2.116770E-07
2.200000E+01	1.092799E-10	5.285375E-18	4.999889E-06	1.745337E-12	1.109646E-10	2.971465E-18	6.069795E-14	4.680484E-06	1.597572E-07
2.400000E+01	1.696794E-10	1.292518E-17	4.999828E-06	2.373342E-12	1.719682E-10	5.979827E-18	8.691225E-14	4.760115E-06	1.199415E-07
2.600000E+01	2.638947E-10	3.162185E-17	4.999733E-06	3.221827E-12	2.669927E-10	1.205149E-17	1.238483E-13	4.820389E-06	8.980386E-08
2.800000E+01	4.111512E-10	7.719151E-17	4.999584E-06	4.365008E-12	4.153404E-10	2.440364E-17	1.759779E-13	4.865608E-06	6.719372E-08
3.000000E+01	6.418303E-10	1.875429E-16	4.999352E-06	5.899720E-12	6.474805E-10	4.979893E-17	2.497466E-13	4.899347E-06	5.032355E-08
3.200000E+01	1.004043E-09	4.524627E-16	4.998988E-06	7.951007E-12	1.011641E-09	1.026730E-16	3.544823E-13	4.924449E-06	3.777112E-08
3.400000E+01	1.574106E-09	1.081802E-15	4.998415E-06	1.067902E-11	1.584283E-09	2.143101E-16	5.037140E-13	4.943113E-06	2.843801E-08
3.600000E+01	2.473147E-09	2.559099E-15	4.997513E-06	1.428747E-11	2.486722E-09	4.534865E-16	7.170804E-13	4.957000E-06	2.149271E-08
3.800000E+01	3.893303E-09	5.982329E-15	4.996088E-06	1.903402E-11	3.911324E-09	9.733618E-16	1.023073E-12	4.967352E-06	1.631401E-08
4.000000E+01	6.138749E-09	1.380849E-14	4.993836E-06	2.524332E-11	6.162552E-09	2.118742E-15	1.462942E-12	4.975090E-06	1.244158E-08
4.200000E+01	9.689366E-09	3.145767E-14	4.990277E-06	3.332292E-11	9.720646E-09	4.672444E-15	2.096191E-12	4.980893E-06	9.535931E-09
4.400000E+01	1.529844E-08	7.072167E-14	4.984658E-06	4.378235E-11	1.533933E-08	1.042157E-14	3.008207E-12	4.985259E-06	7.347177E-09
4.600000E+01	2.414037E-08	1.569081E-13	4.975802E-06	5.725503E-11	2.419357E-08	2.345534E-14	4.320639E-12	4.988555E-06	5.691473E-09
4.800000E+01	3.802988E-08	3.435956E-13	4.961895E-06	7.452115E-11	3.809874E-08	5.311831E-14	6.205157E-12	4.991052E-06	4.433414E-09
5.000000E+01	5.973890E-08	7.425961E-13	4.940163E-06	9.652754E-11	5.982776E-08	1.206498E-13	8.900991E-12	4.992948E-06	3.473075E-09
5.200000E+01	9.343865E-08	1.583542E-12	4.906434E-06	1.243973E-10	9.355294E-08	2.738363E-13	1.273584E-11	4.994390E-06	2.736519E-09
5.400000E+01	1.452826E-07	3.329112E-12	4.854551E-06	1.594129E-10	1.454292E-07	6.184974E-13	1.814807E-11	4.995485E-06	2.168869E-09
5.600000E+01	2.241067E-07	6.889224E-12	4.775677E-06	2.029487E-10	2.242949E-07	1.383578E-12	2.570446E-11	4.996313E-06	1.729251E-09
