# temperature	SE	SE+SE
0.000000E+00	3.880403E-06	5.559799E-06
2.000000E+00	4.564641E-06	5.217680E-06
4.000000E+00	5.320757E-06	4.839622E-06
6.000000E+00	6.141046E-06	4.429477E-06
8.000000E+00	7.012490E-06	3.993755E-06
1.000000E+01	7.916580E-06	3.541710E-06
1.200000E+01	8.829971E-06	3.085015E-06
1.400000E+01	9.726187E-06	2.636907E-06
1.600000E+01	1.057832E-05	2.210838E-06
1.800000E+01	1.136235E-05	1.818823E-06
2.000000E+01	1.206020E-05	1.469901E-06
2.200000E+01	1.266173E-05	1.169136E-06
2.400000E+01	1.316510E-05	9.174510E-07
2.600000E+01	1.357547E-05	7.122636E-07
2.800000E+01	1.390279E-05	5.486035E-07
3.000000E+01	1.415936E-05	4.203218E-07
3.200000E+01	1.435783E-05	3.210865E-07
3.400000E+01	1.450993E-05	2.450353E-07
3.600000E+01	1.462578E-05	1.871077E-07
3.800000E+01	1.471372E-05	1.431383E-07
4.000000E+01	1.478038E-05	1.098107E-07
4.200000E+01	1.483091E-05	8.454431E-08
4.400000E+01	1.486928E-05	6.536191E-08
4.600000E+01	1.489847E-05	5.076431E-08
4.800000E+01	1.492076E-05	3.962194E-08
5.000000E+01	1.493783E-05	3.108671E-08
5.200000E+01	1.495095E-05	2.452288E-08
5.400000E+01	1.496109E-05	1.945381E-08
5.600000E+01	1.496896E-05	1.552179E-08
5.800000E+01	1.497508E-05	1.245778E-08
6.000000E+01	1.497988E-05	1.005896E-08
6.200000E+01	1.498366E-05	8.171951E-09
6.400000E+01	1.498664E-05	6.680362E-09
6.600000E+01	1.498901E-05	5.495578E-09
6.800000E+01	1.499090E-05	4.549866E-09
7.000000E+01	1.499242E-05	3.791261E-09
7.200000E+01	1.499364E-05	3.179733E-09
7.400000E+01	1.499463E-05	2.684328E-09
7.600000E+01	1.499544E-05	2.281010E-09
7.800000E+01	1.499610E-05	1.951038E-09
8.000000E+01	1.499664E-05	1.679747E-09
8.200000E+01	1.499709E-05	1.455605E-09
8.400000E+01	1.499746E-05	1.269516E-09
8.600000E+01	1.499777E-05	1.114272E-09
8.800000E+01	1.499803E-05	9.841360E-10
9.000000E+01	1.499825E-05	8.745291E-10
9.200000E+01	1.499844E-05	7.817780E-10
9.400000E+01	1.499859E-05	7.029254E-10
9.600000E+01	1.499873E-05	6.355813E-10
9.800000E+01	1.499884E-05	5.778064E-10
