# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	1.945835E-12	2.197764E-21	2.000000E-05	2.308777E-13	1.969018E-12	2.476497E-21	2.099577E-15	4.570908E-06	7.714546E-06
2.000000E+00	2.910938E-12	4.540999E-21	2.000000E-05	3.251030E-13	3.069950E-12	6.125688E-21	3.747516E-15	5.399324E-06	7.300338E-06
4.000000E+00	4.344303E-12	9.456606E-21	2.000000E-05	4.573182E-13	4.798985E-12	1.490429E-20	6.618747E-15	6.324477E-06	6.837761E-06
6.000000E+00	6.651726E-12	2.099112E-20	1.999999E-05	6.603129E-13	7.322704E-12	3.376747E-20	1.124034E-14	7.340943E-06	6.329528E-06
8.000000E+00	1.028631E-11	4.811828E-20	1.999999E-05	9.623840E-13	1.109014E-11	7.361095E-20	1.863339E-14	8.437196E-06	5.781402E-06
1.000000E+01	1.570877E-11	1.088545E-19	1.999998E-05	1.382810E-12	1.706066E-11	1.617431E-19	3.081873E-14	9.594881E-06	5.202559E-06
1.200000E+01	2.418132E-11	2.530016E-19	1.999997E-05	1.996922E-12	2.612878E-11	3.444491E-19	4.980310E-14	1.078881E-05	4.605595E-06
1.400000E+01	3.737616E-11	5.988777E-19	1.999996E-05	2.883580E-12	3.999855E-11	7.179266E-19	7.892202E-14	1.198806E-05	4.005968E-06
1.600000E+01	5.764281E-11	1.423718E-18	1.999994E-05	4.132642E-12	6.158733E-11	1.486545E-18	1.234308E-13	1.315839E-05	3.420805E-06
1.800000E+01	8.916134E-11	3.428758E-18	1.999990E-05	5.902670E-12	9.487548E-11	3.034350E-18	1.896313E-13	1.426577E-05	2.867111E-06
2.000000E+01	1.382166E-10	8.335537E-18	1.999985E-05	8.388972E-12	1.463183E-10	6.132978E-18	2.866946E-13	1.528057E-05	2.359710E-06
2.200000E+01	2.146020E-10	2.038274E-17	1.999977E-05	1.184928E-11	2.260247E-10	1.232859E-17	4.274296E-13	1.618117E-05	1.909409E-06
2.400000E+01	3.337278E-10	4.999919E-17	1.999965E-05	1.662776E-11	3.497456E-10	2.473414E-17	6.296442E-13	1.695616E-05	1.521912E-06
2.600000E+01	5.198540E-10	1.227125E-16	1.999946E-05	2.317890E-11	5.421507E-10	4.969149E-17	9.184394E-13	1.760443E-05	1.197774E-06
2.800000E+01	8.112566E-10	3.005266E-16	1.999916E-05	3.209844E-11	8.420256E-10	1.002991E-16	1.329601E-12	1.813340E-05	9.332822E-07
3.000000E+01	1.268389E-09	7.324288E-16	1.999869E-05	4.415847E-11	1.310636E-09	2.040472E-16	1.914719E-12	1.855617E-05	7.218911E-07
3.200000E+01	1.987169E-09	1.772341E-15	1.999795E-05	6.035942E-11	2.044784E-09	4.194677E-16	2.748250E-12	1.888854E-05	5.557009E-07
3.400000E+01	3.119836E-09	4.249553E-15	1.999680E-05	8.198234E-11	3.197888E-09	8.731794E-16	3.938270E-12	1.914660E-05	4.266593E-07
3.600000E+01	4.908219E-09	1.007941E-14	1.999498E-05	1.106582E-10	5.013261E-09	1.843107E-15	5.641770E-12	1.934520E-05	3.273406E-07
3.800000E+01	7.736236E-09	2.362072E-14	1.999212E-05	1.484529E-10	7.876641E-09	3.947378E-15	8.086687E-12	1.949717E-05	2.513356E-07
4.000000E+01	1.221211E-08	5.464721E-14	1.998759E-05	1.979713E-10	1.239869E-08	8.576470E-15	1.160345E-11	1.961307E-05	1.933593E-07
4.200000E+01	1.929669E-08	1.247676E-13	1.998044E-05	2.624939E-10	1.954285E-08	1.888556E-14	1.666910E-11	1.970134E-05	1.491902E-07
