# temperature	SE	SE+SE
0.000000E+00	1.493506E-05	3.247189E-08
2.000000E+00	1.494650E-05	2.675039E-08
4.000000E+00	1.495573E-05	2.213611E-08
6.000000E+00	1.496320E-05	1.839967E-08
8.000000E+00	1.496928E-05	1.536168E-08
1.000000E+01	1.497424E-05	1.288147E-08
1.200000E+01	1.497830E-05	1.084837E-08
1.400000E+01	1.498165E-05	9.175042E-09
1.600000E+01	1.498442E-05	7.792309E-09
1.800000E+01	1.498671E-05	6.645195E-09
2.000000E+01	1.498862E-05	5.689848E-09
2.200000E+01	1.499022E-05	4.891168E-09
2.400000E+01	1.499156E-05	4.220959E-09
2.600000E+01	1.499269E-05	3.656485E-09
2.800000E+01	1.499364E-05	3.179352E-09
3.000000E+01	1.499445E-05	2.774623E-09
3.200000E+01	1.499514E-05	2.430127E-09
3.400000E+01	1.499573E-05	2.135912E-09
3.600000E+01	1.499623E-05	1.883812E-09
3.800000E+01	1.499667E-05	1.667105E-09
4.000000E+01	1.499704E-05	1.480237E-09
4.200000E+01	1.499736E-05	1.318608E-09
4.400000E+01	1.499764E-05	1.178392E-09
4.600000E+01	1.499789E-05	1.056398E-09
4.800000E+01	1.499810E-05	9.499569E-10
5.000000E+01	1.499829E-05	8.568302E-10
5.200000E+01	1.499845E-05	7.751328E-10
5.400000E+01	1.499859E-05	7.032740E-10
5.600000E+01	1.499872E-05	6.399073E-10
5.800000E+01	1.499883E-05	5.838900E-10
6.000000E+01	1.499893E-05	5.342494E-10
6.200000E+01	1.499902E-05	4.901555E-10
6.400000E+01	1.499910E-05	4.508982E-10
6.600000E+01	1.499917E-05	4.158683E-10
6.800000E+01	1.499923E-05	3.845420E-10
7.000000E+01	1.499929E-05	3.564679E-10
7.200000E+01	1.499934E-05	3.312557E-10
7.400000E+01	1.499938E-05	3.085678E-10
7.600000E+01	1.499942E-05	2.881107E-10
7.800000E+01	1.499946E-05	2.696294E-10
8.000000E+01	1.499949E-05	2.529015E-10
8.200000E+01	1.499952E-05	2.377327E-10
8.400000E+01	1.499955E-05	2.239529E-10
8.600000E+01	1.499958E-05	2.114128E-10
8.800000E+01	1.499960E-05	1.999813E-10
9.000000E+01	1.499962E-05	1.895429E-10
9.200000E+01	1.499964E-05	1.799957E-10
9.400000E+01	1.499966E-05	1.712496E-10
9.600000E+01	1.499967E-05	1.632249E-10
9.800000E+01	1.499969E-05	1.558507E-10
