# temperature	SE	SE+SE
0.000000E+00	1.768524E-03	1.573824E-05
2.000000E+00	1.771878E-03	1.406094E-05
4.000000E+00	1.774826E-03	1.258713E-05
6.000000E+00	1.777419E-03	1.129041E-05
8.000000E+00	1.779704E-03	1.014791E-05
1.000000E+01	1.781720E-03	9.139824E-06
1.200000E+01	1.783502E-03	8.249004E-06
1.400000E+01	1.785079E-03	7.460595E-06
1.600000E+01	1.786477E-03	6.761732E-06
1.800000E+01	1.787717E-03	6.141260E-06
2.000000E+01	1.788821E-03	5.589503E-06
2.200000E+01	1.789804E-03	5.098063E-06
2.400000E+01	1.790681E-03	4.659638E-06
2.600000E+01	1.791464E-03	4.267880E-06
2.800000E+01	1.792165E-03	3.917259E-06
3.000000E+01	1.792794E-03	3.602952E-06
3.200000E+01	1.793358E-03	3.320751E-06
3.400000E+01	1.793866E-03	3.066975E-06
3.600000E+01	1.794323E-03	2.838405E-06
3.800000E+01	1.794736E-03	2.632219E-06
4.000000E+01	1.795108E-03	2.445938E-06
4.200000E+01	1.795445E-03	2.277387E-06
4.400000E+01	1.795751E-03	2.124650E-06
4.600000E+01	1.796028E-03	1.986038E-06
4.800000E+01	1.796280E-03	1.860063E-06
5.000000E+01	1.796509E-03	1.745407E-06
5.200000E+01	1.796718E-03	1.640907E-06
5.400000E+01	1.796909E-03	1.545529E-06
5.600000E+01	1.797083E-03	1.458359E-06
5.800000E+01	1.797243E-03	1.378582E-06
6.000000E+01	1.797389E-03	1.305474E-06
6.200000E+01	1.797523E-03	1.238391E-06
6.400000E+01	1.797646E-03	1.176757E-06
6.600000E+01	1.797760E-03	1.120058E-06
6.800000E+01	1.797864E-03	1.067835E-06
7.000000E+01	1.797961E-03	1.019674E-06
7.200000E+01	1.798050E-03	9.752086E-07
7.400000E+01	1.798132E-03	9.341056E-07
7.600000E+01	1.798208E-03	8.960674E-07
7.800000E+01	1.798278E-03	8.608257E-07
8.000000E+01	1.798344E-03	8.281389E-07
8.200000E+01	1.798404E-03	7.977888E-07
8.400000E+01	1.798461E-03	7.695784E-07
8.600000E+01	1.798513E-03	7.433294E-07
8.800000E+01	1.798562E-03	7.188805E-07
9.000000E+01	1.798608E-03	6.960854E-07
9.200000E+01	1.798650E-03	6.748114E-07
9.400000E+01	1.798690E-03	6.549379E-07
9.600000E+01	1.798727E-03	6.363552E-07
9.800000E+01	1.798762E-03	6.189634E-07
