# temperature	SE	SE+SE
0.000000E+00	4.439701E-05	7.278015E-04
2.000000E+00	5.373738E-05	7.231313E-04
4.000000E+00	6.479036E-05	7.176048E-04
6.000000E+00	7.780905E-05	7.110955E-04
8.000000E+00	9.306857E-05	7.034657E-04
1.000000E+01	1.108635E-04	6.945683E-04
1.200000E+01	1.315036E-04	6.842482E-04
1.400000E+01	1.553073E-04	6.723464E-04
1.600000E+01	1.825927E-04	6.587036E-04
1.800000E+01	2.136658E-04	6.431671E-04
2.000000E+01	2.488043E-04	6.255978E-04
2.200000E+01	2.882397E-04	6.058801E-04
2.400000E+01	3.321346E-04	5.839327E-04
2.600000E+01	3.805576E-04	5.597212E-04
2.800000E+01	4.334578E-04	5.332711E-04
3.000000E+01	4.906378E-04	5.046811E-04
3.200000E+01	5.517321E-04	4.741339E-04
3.400000E+01	6.161908E-04	4.419046E-04
3.600000E+01	6.832758E-04	4.083621E-04
3.800000E+01	7.520721E-04	3.739639E-04
4.000000E+01	8.215183E-04	3.392409E-04
4.200000E+01	8.904568E-04	3.047716E-04
4.400000E+01	9.577033E-04	2.711484E-04
4.600000E+01	1.022126E-03	2.389372E-04
4.800000E+01	1.082726E-03	2.086370E-04
5.000000E+01	1.138710E-03	1.806451E-04
5.200000E+01	1.189532E-03	1.552338E-04
5.400000E+01	1.234916E-03	1.325419E-04
5.600000E+01	1.274837E-03	1.125817E-04
5.800000E+01	1.309484E-03	9.525817E-05
6.000000E+01	1.339209E-03	8.039571E-05
6.200000E+01	1.364467E-03	6.776666E-05
6.400000E+01	1.385765E-03	5.711767E-05
6.600000E+01	1.403618E-03	4.819095E-05
6.800000E+01	1.418521E-03	4.073942E-05
7.000000E+01	1.430927E-03	3.453628E-05
7.200000E+01	1.441240E-03	2.937983E-05
7.400000E+01	1.449810E-03	2.509495E-05
7.600000E+01	1.456936E-03	2.153225E-05
7.800000E+01	1.462868E-03	1.856605E-05
8.000000E+01	1.467817E-03	1.609161E-05
8.200000E+01	1.471955E-03	1.402229E-05
8.400000E+01	1.475426E-03	1.228678E-05
8.600000E+01	1.478347E-03	1.082656E-05
8.800000E+01	1.480813E-03	9.593714E-06
9.000000E+01	1.482902E-03	8.549051E-06
9.200000E+01	1.484679E-03	7.660491E-06
9.400000E+01	1.486196E-03	6.901771E-06
9.600000E+01	1.487497E-03	6.251361E-06
9.800000E+01	1.488617E-03	5.691577E-06
