# temperature	SE	SE+SE
0.000000E+00	1.304521E-03	2.477397E-04
2.000000E+00	1.358211E-03	2.208947E-04
4.000000E+00	1.407747E-03	1.961263E-04
6.000000E+00	1.453004E-03	1.734980E-04
8.000000E+00	1.493977E-03	1.530117E-04
1.000000E+01	1.530769E-03	1.346155E-04
1.200000E+01	1.563569E-03	1.182153E-04
1.400000E+01	1.592629E-03	1.036855E-04
1.600000E+01	1.618239E-03	9.088070E-05
1.800000E+01	1.640710E-03	7.964504E-05
2.000000E+01	1.660359E-03	6.982027E-05
2.200000E+01	1.677496E-03	6.125193E-05
2.400000E+01	1.692413E-03	5.379355E-05
2.600000E+01	1.705381E-03	4.730943E-05
2.800000E+01	1.716648E-03	4.167607E-05
3.000000E+01	1.726435E-03	3.678266E-05
3.200000E+01	1.734938E-03	3.253089E-05
3.400000E+01	1.742331E-03	2.883432E-05
3.600000E+01	1.748765E-03	2.561747E-05
3.800000E+01	1.754370E-03	2.281477E-05
4.000000E+01	1.759261E-03	2.036952E-05
4.200000E+01	1.763534E-03	1.823282E-05
4.400000E+01	1.767275E-03	1.636258E-05
4.600000E+01	1.770555E-03	1.472265E-05
4.800000E+01	1.773436E-03	1.328197E-05
5.000000E+01	1.775972E-03	1.201390E-05
5.200000E+01	1.778209E-03	1.089554E-05
5.400000E+01	1.780185E-03	9.907270E-06
5.600000E+01	1.781936E-03	9.032183E-06
5.800000E+01	1.783488E-03	8.255755E-06
6.000000E+01	1.784869E-03	7.565474E-06
6.200000E+01	1.786099E-03	6.950550E-06
6.400000E+01	1.787197E-03	6.401665E-06
6.600000E+01	1.788178E-03	5.910758E-06
6.800000E+01	1.789058E-03	5.470850E-06
7.000000E+01	1.789848E-03	5.075883E-06
7.200000E+01	1.790559E-03	4.720591E-06
7.400000E+01	1.791199E-03	4.400394E-06
7.600000E+01	1.791777E-03	4.111292E-06
7.800000E+01	1.792300E-03	3.849795E-06
8.000000E+01	1.792774E-03	3.612846E-06
8.200000E+01	1.793204E-03	3.397767E-06
8.400000E+01	1.793596E-03	3.202205E-06
8.600000E+01	1.793952E-03	3.024091E-06
8.800000E+01	1.794277E-03	2.861600E-06
9.000000E+01	1.794574E-03	2.713124E-06
9.200000E+01	1.794846E-03	2.577239E-06
9.400000E+01	1.795095E-03	2.452684E-06
9.600000E+01	1.795323E-03	2.338342E-06
9.800000E+01	1.795534E-03	2.233218E-06
