# temperature	SE	SE+SE
0.000000E+00	1.305724E-04	9.713811E-06
2.000000E+00	1.341197E-04	7.940168E-06
4.000000E+00	1.370805E-04	6.459734E-06
6.000000E+00	1.395227E-04	5.238625E-06
8.000000E+00	1.415184E-04	4.240818E-06
1.000000E+01	1.431376E-04	3.431221E-06
1.200000E+01	1.444448E-04	2.777618E-06
1.400000E+01	1.454967E-04	2.251659E-06
1.600000E+01	1.463417E-04	1.829159E-06
1.800000E+01	1.470201E-04	1.489949E-06
2.000000E+01	1.475650E-04	1.217485E-06
2.200000E+01	1.480033E-04	9.983611E-07
2.400000E+01	1.483564E-04	8.218055E-07
2.600000E+01	1.486416E-04	6.792124E-07
2.800000E+01	1.488725E-04	5.637329E-07
3.000000E+01	1.490601E-04	4.699274E-07
3.200000E+01	1.492130E-04	3.934794E-07
3.400000E+01	1.493381E-04	3.309634E-07
3.600000E+01	1.494407E-04	2.796587E-07
3.800000E+01	1.495252E-04	2.374011E-07
4.000000E+01	1.495951E-04	2.024662E-07
4.200000E+01	1.496530E-04	1.734767E-07
4.400000E+01	1.497013E-04	1.493302E-07
4.600000E+01	1.497417E-04	1.291415E-07
4.800000E+01	1.497756E-04	1.121981E-07
5.000000E+01	1.498042E-04	9.792488E-08
5.200000E+01	1.498283E-04	8.585604E-08
5.400000E+01	1.498488E-04	7.561325E-08
5.600000E+01	1.498662E-04	6.688824E-08
5.800000E+01	1.498811E-04	5.942909E-08
6.000000E+01	1.498939E-04	5.302921E-08
6.200000E+01	1.499050E-04	4.751872E-08
6.400000E+01	1.499145E-04	4.275744E-08
6.600000E+01	1.499227E-04	3.862936E-08
6.800000E+01	1.499299E-04	3.503817E-08
7.000000E+01	1.499362E-04	3.190367E-08
7.200000E+01	1.499417E-04	2.915888E-08
7.400000E+01	1.499465E-04	2.674765E-08
7.600000E+01	1.499508E-04	2.462283E-08
7.800000E+01	1.499545E-04	2.274466E-08
8.000000E+01	1.499578E-04	2.107955E-08
8.200000E+01	1.499608E-04	1.959901E-08
8.400000E+01	1.499634E-04	1.827882E-08
8.600000E+01	1.499658E-04	1.709834E-08
8.800000E+01	1.499679E-04	1.603992E-08
9.000000E+01	1.499698E-04	1.508844E-08
9.200000E+01	1.499715E-04	1.423089E-08
9.400000E+01	1.499731E-04	1.345607E-08
9.600000E+01	1.499745E-04	1.275429E-08
9.800000E+01	1.499758E-04	1.211717E-08
