# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	2.801345E-12	4.555147E-21	5.000000E-05	5.511401E-13	3.419237E-12	7.467865E-21	6.045475E-15	7.579174E-06	2.121041E-05
2.000000E+00	4.357673E-12	1.017642E-20	4.999999E-05	8.151167E-13	5.126838E-12	1.708408E-20	1.048188E-14	9.043083E-06	2.047846E-05
4.000000E+00	6.658105E-12	2.221244E-20	4.999999E-05	1.187872E-12	7.828146E-12	3.965797E-20	1.829809E-14	1.071878E-05	1.964061E-05
6.000000E+00	1.050513E-11	5.235641E-20	4.999999E-05	1.792104E-12	1.159163E-11	8.461444E-20	3.057727E-14	1.261531E-05	1.869234E-05
8.000000E+00	1.592250E-11	1.152959E-19	4.999998E-05	2.601613E-12	1.791122E-11	1.920078E-19	5.255603E-14	1.473467E-05	1.763266E-05
1.000000E+01	2.430818E-11	2.606558E-19	4.999997E-05	3.806710E-12	2.756294E-11	4.221679E-19	8.857705E-14	1.706933E-05	1.646534E-05
1.200000E+01	3.712871E-11	5.964621E-19	4.999996E-05	5.570200E-12	4.254314E-11	9.131579E-19	1.473148E-13	1.959987E-05	1.520006E-05
1.400000E+01	5.701590E-11	1.393608E-18	4.999993E-05	8.180076E-12	6.555161E-11	1.928227E-18	2.405257E-13	2.229323E-05	1.385338E-05
1.600000E+01	8.853124E-11	3.358356E-18	4.999990E-05	1.210830E-11	1.002491E-10	3.938731E-18	3.832804E-13	2.510190E-05	1.244905E-05
1.800000E+01	1.368463E-10	8.076989E-18	4.999985E-05	1.775923E-11	1.545391E-10	8.050717E-18	6.054994E-13	2.796498E-05	1.101750E-05
2.000000E+01	2.127411E-10	1.974769E-17	4.999976E-05	2.603603E-11	2.376557E-10	1.617971E-17	9.389533E-13	3.081161E-05	9.594184E-06
2.200000E+01	3.304960E-10	4.834232E-17	4.999963E-05	3.785493E-11	3.669147E-10	3.248866E-17	1.439368E-12	3.356665E-05	8.216655E-06
