# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	1.786907E-13	1.853417E-23	1.975475E-33	3.776078E-43	7.652221E-25	1.163232E-14	1.061488E-14	2.114010E-07	2.394299E-06	7.650592E-18	1.086395E-26	2.266370E-13	3.280951E-23	6.346017E-33	1.552059E-42
2.000000E+00	3.315161E-13	5.889722E-23	1.077834E-32	3.564324E-42	2.323849E-24	2.074966E-14	1.810329E-14	2.741293E-07	2.362935E-06	1.533718E-17	2.957293E-26	3.694751E-13	8.872840E-23	2.339838E-32	8.247099E-42
4.000000E+00	5.920672E-13	1.756455E-22	5.335836E-32	2.954572E-41	6.596625E-24	3.579435E-14	3.060225E-14	3.536725E-07	2.323163E-06	3.159032E-17	8.460478E-26	6.226872E-13	2.509299E-22	9.331024E-32	4.874002E-41
6.000000E+00	1.019980E-12	4.935720E-22	2.411345E-31	2.167961E-40	1.756764E-23	5.979687E-14	5.123844E-14	4.538009E-07	2.273099E-06	6.669565E-17	2.535055E-25	1.083551E-12	7.393579E-22	4.001852E-31	3.180462E-40
8.000000E+00	1.767044E-12	1.419991E-21	1.126740E-30	1.662440E-39	4.766906E-23	1.007614E-13	8.489190E-14	5.787766E-07	2.210611E-06	1.383620E-16	7.322810E-25	1.868230E-12	2.088956E-21	1.630022E-30	1.942218E-39
1.000000E+01	3.051006E-12	4.106279E-21	5.295982E-30	1.284199E-38	1.293182E-22	1.695355E-13	1.389975E-13	7.332127E-07	2.133392E-06	2.842878E-16	2.076195E-24	3.220291E-12	5.762681E-21	6.481672E-30	1.151925E-38
1.200000E+01	5.256047E-12	1.195313E-20	2.509877E-29	1.002510E-37	3.510215E-22	2.847197E-13	2.245389E-13	9.217833E-07	2.039105E-06	5.770359E-16	5.762531E-24	5.540378E-12	1.548694E-20	2.509352E-29	6.613396E-38
1.400000E+01	9.031898E-12	3.497090E-20	1.196760E-28	7.886839E-37	9.510931E-22	4.762691E-13	3.571034E-13	1.148717E-06	1.925636E-06	1.155096E-15	1.565004E-23	9.507013E-12	4.055829E-20	9.470048E-29	3.681843E-37
1.600000E+01	1.547006E-11	1.025458E-19	5.718880E-28	6.221020E-36	2.562635E-21	7.912064E-13	5.576476E-13	1.417014E-06	1.791484E-06	2.276352E-15	4.157915E-23	1.625886E-11	1.036037E-19	3.491610E-28	1.993400E-36
1.800000E+01	2.638930E-11	3.003581E-19	2.725790E-27	4.889505E-35	6.834953E-21	1.300816E-12	8.522952E-13	1.727349E-06	1.636310E-06	4.406913E-15	1.079939E-22	2.768566E-11	2.583852E-19	1.260383E-27	1.052217E-35
2.000000E+01	4.481121E-11	8.761666E-19	1.290625E-26	3.809246E-34	1.796797E-20	2.109193E-12	1.270142E-12	2.076747E-06	1.461601E-06	8.355954E-15	2.736208E-22	4.686286E-11	6.291177E-19	4.455650E-27	5.414703E-35
2.200000E+01	7.553188E-11	2.524966E-18	6.000569E-26	2.896719E-33	4.611605E-20	3.352016E-12	1.838003E-12	2.457277E-06	1.271319E-06	1.550332E-14	6.777232E-22	7.890206E-11	1.502375E-18	1.553198E-26	2.740134E-34
2.400000E+01	1.265243E-10	7.186647E-18	2.739956E-25	2.150710E-32	1.153706E-19	5.209645E-12	2.571896E-12	2.855308E-06	1.072275E-06	2.800848E-14	1.631259E-21	1.317047E-10	3.507476E-18	5.309311E-26	1.353134E-33
2.600000E+01	2.102006E-10	2.006291E-17	1.216850E-24	1.538923E-31	2.791330E-19	7.876786E-12	3.467375E-12	3.252118E-06	8.738248E-07	4.921948E-14	3.820571E-21	2.180296E-10	8.036609E-18	1.787806E-25	6.559651E-33
2.800000E+01	3.462589E-10	5.474801E-17	5.233110E-24	1.054837E-30	6.507877E-19	1.155416E-11	4.493847E-12	3.626464E-06	6.865785E-07	8.401573E-14	8.704251E-21	3.577291E-10	1.810318E-17	5.934515E-25	3.125297E-32
3.000000E+01	5.655787E-10	1.456285E-16	2.171949E-23	6.893070E-30	1.459530E-18	1.642235E-11	5.598877E-12	3.958944E-06	5.202231E-07	1.393754E-13	1.933136E-20	5.818614E-10	4.021662E-17	1.946748E-24	1.468870E-31
3.200000E+01	9.166590E-10	3.771321E-16	8.690660E-23	4.286766E-29	3.152250E-18	2.263774E-11	6.723576E-12	4.236529E-06	3.812479E-07	2.252578E-13	4.203652E-20	9.390721E-10	8.847115E-17	6.334500E-24	6.847435E-31
3.400000E+01	1.475933E-09	9.510708E-16	3.356270E-22	2.539811E-28	6.580920E-18	3.035151E-11	7.821656E-12	4.455032E-06	2.717078E-07	3.561608E-13	9.006380E-20	1.505979E-09	1.936487E-16	2.054365E-23	3.187804E-30
3.600000E+01	2.364462E-09	2.339118E-15	1.254671E-21	1.438592E-27	1.335493E-17	3.974837E-11	8.871193E-12	4.618302E-06	1.896177E-07	5.536713E-13	1.914419E-19	2.403661E-09	4.236980E-16	6.672816E-23	1.492088E-29
3.800000E+01	3.773991E-09	5.621283E-15	4.555586E-21	7.822702E-27	2.650111E-17	5.107820E-11	9.874363E-12	4.735076E-06	1.305136E-07	8.505213E-13	4.063974E-19	3.824178E-09	9.304711E-16	2.180341E-22	7.063349E-29
4.000000E+01	6.008189E-09	1.322737E-14	1.612203E-20	4.102102E-26	5.170872E-17	6.468479E-11	1.084915E-11	4.815490E-06	8.917494E-08	1.296540E-12	8.659568E-19	6.071599E-09	2.056663E-15	7.187650E-22	3.394298E-28
4.200000E+01	9.546566E-09	3.053727E-14	5.578393E-20	2.083047E-25	9.966305E-17	8.102309E-11	1.181973E-11	4.868659E-06	6.080345E-08	1.967474E-12	1.858050E-18	9.625604E-09	4.581522E-15	2.393327E-21	1.657828E-27
4.400000E+01	1.514181E-08	6.928099E-14	1.891586E-19	1.027764E-24	1.903821E-16	1.006671E-10	1.280934E-11	4.901554E-06	4.153697E-08	2.978115E-12	4.020462E-18	1.523962E-08	1.028652E-14	8.046891E-21	8.222473E-27
4.600000E+01	2.396800E-08	1.546754E-13	6.296677E-19	4.940600E-24	3.612660E-16	1.243250E-10	1.383582E-11	4.918736E-06	2.850765E-08	4.501236E-12	8.772068E-18	2.408809E-08	2.325127E-14	2.726990E-20	4.129505E-26
4.800000E+01	3.783941E-08	3.401625E-13	2.059534E-18	2.318338E-23	6.818092E-16	1.528405E-10	1.490840E-11	4.922438E-06	1.968961E-08	6.794754E-12	1.927329E-17	3.798603E-08	5.280449E-14	9.287821E-20	2.091060E-25
5.000000E+01	5.952767E-08	7.373539E-13	6.620217E-18	1.062948E-22	1.280069E-15	1.871788E-10	1.602420E-11	4.912665E-06	1.369460E-08	1.023861E-11	4.254028E-17	5.970585E-08	1.201586E-13	3.167043E-19	1.061763E-24
5.200000E+01	9.320377E-08	1.575590E-12	2.089879E-17	4.761340E-22	2.388857E-15	2.283662E-10	1.716295E-11	4.887111E-06	9.587939E-09	1.538109E-11	9.400890E-17	9.341933E-08	2.730547E-13	1.076153E-18	5.370899E-24
5.400000E+01	1.450210E-07	3.317137E-12	6.467969E-17	2.080439E-21	4.422425E-15	2.773389E-10	1.827894E-11	4.840866E-06	6.746145E-09	2.298773E-11	2.070713E-16	1.452808E-07	6.172353E-13	3.623820E-18	2.686081E-23
5.600000E+01	2.238159E-07	6.871358E-12	1.956617E-16	8.837344E-21	8.093014E-15	3.346299E-10	1.928980E-11	4.765918E-06	4.755054E-09	3.407009E-11	4.519663E-16	2.241274E-07	1.381513E-12	1.201347E-17	1.316312E-22
5.800000E+01	3.418044E-07	1.396978E-11	5.758369E-16	3.628440E-20	1.455883E-14	3.997862E-10	2.006312E-11	4.650598E-06	3.340021E-09	4.983967E-11	9.699713E-16	3.421762E-07	3.044871E-12	3.889694E-17	6.253221E-22
6.000000E+01	5.149510E-07	2.776191E-11	1.637401E-15	1.427194E-19	2.553363E-14	4.704077E-10	2.040610E-11	4.479302E-06	2.319394E-09	7.147757E-11	2.025709E-15	5.153923E-07	6.563920E-12	1.217925E-16	2.841919E-21
6.200000E+01	7.623297E-07	5.360370E-11	4.454752E-15	5.308730E-19	4.314130E-14	5.407918E-10	2.007048E-11	4.233194E-06	1.573997E-09	9.954813E-11	4.059994E-15	7.628508E-07	1.372388E-11	3.642346E-16	1.215251E-20
6.400000E+01	1.103308E-06	9.969963E-11	1.144097E-14	1.834125E-18	6.906636E-14	6.005343E-10	1.879589E-11	3.893067E-06	1.027125E-09	1.328949E-10	7.666247E-15	1.103920E-06	2.753535E-11	1.024096E-15	4.787622E-20
6.600000E+01	1.551040E-06	1.765690E-10	2.724938E-14	5.746825E-18	1.024777E-13	6.342718E-10	1.641798E-11	3.445876E-06	6.308080E-10	1.671580E-10	1.331584E-14	1.551756E-06	5.231626E-11	2.654033E-15	1.692457E-19
6.800000E+01	2.101551E-06	2.934611E-10	5.887750E-14	1.585368E-17	1.370973E-13	6.248592E-10	1.303823E-11	2.895681E-06	3.550435E-10	1.939357E-10	2.066329E-14	2.102384E-06	9.264483E-11	6.191336E-15	5.201628E-19
7.000000E+01	2.721409E-06	4.504347E-10	1.126589E-13	3.727609E-17	1.604674E-13	5.620246E-10	9.156652E-12	2.275988E-06	1.779637E-10	2.027862E-10	2.775382E-14	2.722369E-06	1.503255E-10	1.267348E-14	1.343445E-18
7.200000E+01	3.344426E-06	6.298692E-10	1.870638E-13	7.268329E-17	1.603021E-13	4.535233E-10	5.564164E-12	1.653052E-06	7.767156E-11	1.874894E-10	3.143157E-14	3.345512E-06	2.203234E-10	2.228207E-14	2.833915E-18
7.400000E+01	3.891142E-06	7.987612E-10	2.677583E-13	1.164591E-16	1.358086E-13	3.270867E-10	2.917443E-12	1.106388E-06	2.943123E-11	1.524903E-10	2.978787E-14	3.892334E-06	2.902306E-10	3.339995E-14	4.834568E-18
7.600000E+01	4.306975E-06	9.275885E-10	3.353588E-13	1.563801E-16	9.980341E-14	2.145950E-10	1.355776E-12	6.906061E-07	9.953742E-12	1.109440E-10	2.413761E-14	4.308241E-06	3.469347E-10	4.330500E-14	6.799900E-18
7.800000E+01	4.585618E-06	1.008217E-09	3.799287E-13	1.839019E-16	6.667823E-14	1.327365E-10	5.881753E-13	4.120160E-07	3.172197E-12	7.479754E-11	1.751367E-14	4.586924E-06	3.846882E-10	5.019383E-14	8.239843E-18
8.000000E+01	4.756051E-06	1.051545E-09	4.043330E-13	1.991664E-16	4.270418E-14	8.057071E-11	2.525742E-13	2.416319E-07	1.014378E-12	4.864380E-11	1.199172E-14	4.757376E-06	4.057626E-10	5.401497E-14	9.047363E-18
8.200000E+01	4.855073E-06	1.073746E-09	4.167792E-13	2.068921E-16	2.737260E-14	4.957611E-11	1.127122E-13	1.426466E-07	3.438068E-13	3.154065E-11	8.087396E-15	4.856408E-06	4.155822E-10	5.565694E-14	9.379290E-18
8.400000E+01	4.911510E-06	1.087522E-09	4.245101E-13	2.117038E-16	1.806516E-14	3.158857E-11	5.402623E-14	8.622955E-08	1.285751E-13	2.085068E-11	5.527281E-15	4.912859E-06	4.189571E-10	5.604434E-14	9.433838E-18
8.600000E+01	4.943744E-06	1.100613E-09	4.321708E-13	2.166667E-16	1.247454E-14	2.109445E-11	2.833912E-14	5.399719E-08	5.438172E-14	1.424308E-11	3.891900E-15	4.945115E-06	4.190645E-10	5.581656E-14	9.354690E-18
8.800000E+01	4.962424E-06	1.117171E-09	4.423870E-13	2.235621E-16	9.081828E-15	1.484635E-11	1.638468E-14	3.530058E-08	2.627076E-14	1.012706E-11	2.847316E-15	4.963829E-06	4.177431E-10	5.534699E-14	9.226474E-18
9.000000E+01	4.973478E-06	1.139274E-09	4.566231E-13	2.334521E-16	6.985890E-15	1.102734E-11	1.042738E-14	2.421265E-08	1.445104E-14	7.518793E-12	2.171711E-15	4.974929E-06	4.159926E-10	5.483666E-14	9.094329E-18
9.200000E+01	4.980172E-06	1.167929E-09	4.757772E-13	2.470864E-16	5.670033E-15	8.631079E-12	7.253290E-15	1.746759E-08	8.944637E-15	5.831366E-12	1.727200E-15	4.981683E-06	4.143391E-10	5.438912E-14	8.980996E-18
9.400000E+01	4.984317E-06	1.203625E-09	5.005196E-13	2.651402E-16	4.838795E-15	7.094312E-12	5.459071E-15	1.325508E-08	6.130699E-15	4.716924E-12	1.429786E-15	4.985902E-06	4.130528E-10	5.405578E-14	8.897397E-18
9.600000E+01	4.986932E-06	1.246622E-09	5.314720E-13	2.883495E-16	4.321392E-15	6.095343E-12	4.396547E-15	1.055678E-08	4.577399E-15	3.967644E-12	1.228246E-15	4.988604E-06	4.122677E-10	5.386095E-14	8.848456E-18
9.800000E+01	4.988601E-06	1.297099E-09	5.693032E-13	3.175945E-16	4.017700E-15	5.445948E-12	3.748751E-15	8.788635E-09	3.668262E-15	3.457450E-12	1.090998E-15	4.990375E-06	4.120457E-10	5.381501E-14	8.836145E-18
