Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;17.2;100;******;0.1;******;******;******;2.98;20;409;
2;15.5;100;******;0.2;******;******;******;2.67;20;409;
3;9.21;100;******;0.3;******;******;******;1.59;20;409;
4;7.47;100;******;0.4;******;******;******;1.29;20;409;
5;11.7;100;******;0.5;******;******;******;2.02;20;409;
6;16.1;100;******;0.6;******;******;******;2.78;20;409;
7;15.8;100;******;0.701;******;******;******;2.72;20;409;
8;12.5;100;******;0.801;******;******;******;2.16;20;409;
9;11;100;******;0.901;******;******;******;1.91;20;409;
10;13;100;******;1;******;******;******;2.25;20;409;
11;15.7;100;******;1.1;******;******;******;2.71;20;409;
12;16;100;******;1.2;******;******;******;2.76;20;409;
13;14.4;100;******;1.3;******;******;******;2.49;20;409;
14;13.4;100;******;1.4;******;******;******;2.32;20;409;
15;14.3;100;******;1.5;******;******;******;2.47;20;409;
16;15.8;100;******;1.6;******;******;******;2.74;20;409;
17;16.3;100;******;1.7;******;******;******;2.82;20;409;
18;15.7;100;******;1.8;******;******;******;2.71;20;409;
19;15.1;100;******;1.9;******;******;******;2.6;20;409;
20;15.4;100;******;2;******;******;******;2.67;20;409;
21;16.3;100;******;2.1;******;******;******;2.82;20;409;
22;16.8;100;******;2.2;******;******;******;2.9;20;409;
23;16.6;100;******;2.3;******;******;******;2.87;20;409;
24;16.3;100;******;2.4;******;******;******;2.81;20;409;
25;16.4;100;******;2.5;******;******;******;2.84;20;409;
26;16.9;100;******;2.6;******;******;******;2.93;20;409;
27;17.4;100;******;2.7;******;******;******;3;20;409;
28;17.4;100;******;2.8;******;******;******;3;20;409;
29;17.2;100;******;2.9;******;******;******;2.98;20;409;
30;17.3;100;******;3;******;******;******;2.99;20;409;
31;17.6;100;******;3.1;******;******;******;3.05;20;409;
32;18;100;******;3.2;******;******;******;3.1;20;409;
33;18.1;100;******;3.3;******;******;******;3.13;20;409;
34;18.1;100;******;3.4;******;******;******;3.12;20;409;
35;18.1;100;******;3.5;******;******;******;3.13;20;409;
36;18.3;100;******;3.6;******;******;******;3.17;20;409;
37;18.6;100;******;3.7;******;******;******;3.22;20;409;
38;18.8;100;******;3.8;******;******;******;3.24;20;409;
39;18.8;100;******;3.9;******;******;******;3.26;20;409;
40;18.9;100;******;4;******;******;******;3.27;20;409;
41;19.1;100;******;4.1;******;******;******;3.3;20;409;
42;19.3;100;******;4.2;******;******;******;3.33;20;409;
43;19.4;100;******;4.3;******;******;******;3.36;20;409;
44;19.5;100;******;4.4;******;******;******;3.38;20;409;
45;19.6;100;******;4.5;******;******;******;3.39;20;409;
46;19.8;100;******;4.6;******;******;******;3.42;20;409;
47;19.9;100;******;4.7;******;******;******;3.45;20;409;
48;20.1;100;******;4.8;******;******;******;3.47;20;409;
49;20.2;100;******;4.9;******;******;******;3.49;20;409;
50;20.3;100;******;5;******;******;******;3.51;20;409;
51;20.4;100;******;5.1;******;******;******;3.53;20;409;
52;20.6;100;******;5.2;******;******;******;3.56;20;409;
53;20.7;100;******;5.3;******;******;******;3.58;20;409;
54;20.9;100;******;5.4;******;******;******;3.61;20;409;
55;21;100;******;5.5;******;******;******;3.63;20;409;
56;21.1;100;******;5.6;******;******;******;3.65;20;409;
57;21.2;100;******;5.7;******;******;******;3.67;20;409;
58;21.4;100;******;5.8;******;******;******;3.69;20;409;
59;21.5;100;******;5.9;******;******;******;3.71;20;409;
60;21.6;100;******;6;******;******;******;3.73;20;409;
61;21.7;100;******;6.1;******;******;******;3.75;20;409;
62;21.8;100;******;6.2;******;******;******;3.77;20;409;
63;22;100;******;6.3;******;******;******;3.79;20;409;
64;22.1;100;******;6.4;******;******;******;3.82;20;409;
65;22.2;100;******;6.5;******;******;******;3.83;20;409;
66;22.3;100;******;6.6;******;******;******;3.85;20;409;
67;22.4;100;******;6.7;******;******;******;3.87;20;409;
68;22.5;100;******;6.8;******;******;******;3.89;20;409;
69;22.6;100;******;6.9;******;******;******;3.91;20;409;
70;22.8;100;******;7;******;******;******;3.93;20;409;
71;22.9;100;******;7.1;******;******;******;3.95;20;409;
72;23;100;******;7.2;******;******;******;3.97;20;409;
73;23.1;100;******;7.3;******;******;******;3.99;20;409;
74;23.2;100;******;7.4;******;******;******;4.01;20;409;
75;23.3;100;******;7.5;******;******;******;4.03;20;409;
76;23.4;100;******;7.6;******;******;******;4.05;20;409;
77;23.5;100;******;7.7;******;******;******;4.07;20;409;
78;23.6;100;******;7.8;******;******;******;4.08;20;409;
79;23.7;100;******;7.9;******;******;******;4.1;20;409;
80;23.8;100;******;8;******;******;******;4.12;20;409;
81;24;100;******;8.1;******;******;******;4.14;20;409;
82;24.1;100;******;8.2;******;******;******;4.16;20;409;
83;24.2;100;******;8.3;******;******;******;4.18;20;409;
84;24.3;100;******;8.4;******;******;******;4.19;20;409;
85;24.4;100;******;8.5;******;******;******;4.21;20;409;
86;24.5;100;******;8.6;******;******;******;4.23;20;409;
87;24.6;100;******;8.7;******;******;******;4.25;20;409;
88;24.7;100;******;8.8;******;******;******;4.27;20;409;
89;24.8;100;******;8.9;******;******;******;4.28;20;409;
90;24.9;100;******;9;******;******;******;4.3;20;409;
91;25;100;******;9.1;******;******;******;4.32;20;409;
92;25.1;100;******;9.2;******;******;******;4.34;20;409;
93;25.2;100;******;9.3;******;******;******;4.36;20;409;
94;25.3;100;******;9.4;******;******;******;4.37;20;409;
95;25.4;100;******;9.5;******;******;******;4.39;20;409;
