Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;77.6;10;******;0.1;******;******;******;13.4;25;40.9;
2;68.1;10;******;0.2;******;******;******;11.8;25;40.9;
3;59.1;10;******;0.3;******;******;******;10.2;25;40.9;
4;65.7;10;******;0.4;******;******;******;11.4;25;40.9;
5;70.3;10;******;0.5;******;******;******;12.1;25;40.9;
6;65.2;10;******;0.6;******;******;******;11.3;25;40.9;
7;63.9;10;******;0.701;******;******;******;11;25;40.9;
8;67.6;10;******;0.801;******;******;******;11.7;25;40.9;
9;68;10;******;0.901;******;******;******;11.8;25;40.9;
10;65.5;10;******;1;******;******;******;11.3;25;40.9;
11;66;10;******;1.1;******;******;******;11.4;25;40.9;
12;67.8;10;******;1.2;******;******;******;11.7;25;40.9;
13;67.1;10;******;1.3;******;******;******;11.6;25;40.9;
14;66.2;10;******;1.4;******;******;******;11.4;25;40.9;
15;67;10;******;1.5;******;******;******;11.6;25;40.9;
16;67.6;10;******;1.6;******;******;******;11.7;25;40.9;
17;67;10;******;1.7;******;******;******;11.6;25;40.9;
18;66.9;10;******;1.8;******;******;******;11.6;25;40.9;
19;67.5;10;******;1.9;******;******;******;11.7;25;40.9;
20;67.5;10;******;2;******;******;******;11.7;25;40.9;
21;67.2;10;******;2.1;******;******;******;11.6;25;40.9;
22;67.4;10;******;2.2;******;******;******;11.6;25;40.9;
23;67.7;10;******;2.3;******;******;******;11.7;25;40.9;
24;67.6;10;******;2.4;******;******;******;11.7;25;40.9;
25;67.5;10;******;2.5;******;******;******;11.7;25;40.9;
26;67.7;10;******;2.6;******;******;******;11.7;25;40.9;
27;67.8;10;******;2.7;******;******;******;11.7;25;40.9;
28;67.8;10;******;2.8;******;******;******;11.7;25;40.9;
29;67.8;10;******;2.9;******;******;******;11.7;25;40.9;
30;68;10;******;3;******;******;******;11.7;25;40.9;
31;68;10;******;3.1;******;******;******;11.8;25;40.9;
32;68;10;******;3.2;******;******;******;11.8;25;40.9;
33;68.1;10;******;3.3;******;******;******;11.8;25;40.9;
34;68.2;10;******;3.4;******;******;******;11.8;25;40.9;
35;68.2;10;******;3.5;******;******;******;11.8;25;40.9;
36;68.2;10;******;3.6;******;******;******;11.8;25;40.9;
37;68.3;10;******;3.7;******;******;******;11.8;25;40.9;
38;68.4;10;******;3.8;******;******;******;11.8;25;40.9;
39;68.4;10;******;3.9;******;******;******;11.8;25;40.9;
40;68.5;10;******;4;******;******;******;11.8;25;40.9;
41;68.5;10;******;4.1;******;******;******;11.8;25;40.9;
42;68.6;10;******;4.2;******;******;******;11.9;25;40.9;
43;68.6;10;******;4.3;******;******;******;11.9;25;40.9;
44;68.7;10;******;4.4;******;******;******;11.9;25;40.9;
45;68.7;10;******;4.5;******;******;******;11.9;25;40.9;
46;68.8;10;******;4.6;******;******;******;11.9;25;40.9;
47;68.8;10;******;4.7;******;******;******;11.9;25;40.9;
48;68.9;10;******;4.8;******;******;******;11.9;25;40.9;
