Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;93.2;10;******;0.102;******;******;******;16.1;15;40.9;
2;89;10;******;0.195;******;******;******;15.4;15;40.9;
3;81.5;10;******;0.305;******;******;******;14.1;15;40.9;
4;76.6;10;******;0.399;******;******;******;13.2;15;40.9;
5;78.1;10;******;0.5;******;******;******;13.5;15;40.9;
6;81.8;10;******;0.594;******;******;******;14.1;15;40.9;
7;82.8;10;******;0.703;******;******;******;14.3;15;40.9;
8;81.1;10;******;0.805;******;******;******;14;15;40.9;
9;79.4;10;******;0.899;******;******;******;13.7;15;40.9;
10;79.6;10;******;1.01;******;******;******;13.8;15;40.9;
11;81;10;******;1.1;******;******;******;14;15;40.9;
12;81.6;10;******;1.2;******;******;******;14.1;15;40.9;
13;81;10;******;1.31;******;******;******;14;15;40.9;
14;80.2;10;******;1.41;******;******;******;13.9;15;40.9;
15;80.2;10;******;1.5;******;******;******;13.9;15;40.9;
16;80.8;10;******;1.6;******;******;******;14;15;40.9;
17;81.1;10;******;1.7;******;******;******;14;15;40.9;
18;80.9;10;******;1.81;******;******;******;14;15;40.9;
19;80.6;10;******;1.9;******;******;******;13.9;15;40.9;
20;80.5;10;******;2.01;******;******;******;13.9;15;40.9;
21;80.8;10;******;2.1;******;******;******;14;15;40.9;
22;81;10;******;2.2;******;******;******;14;15;40.9;
23;80.9;10;******;2.31;******;******;******;14;15;40.9;
24;80.7;10;******;2.4;******;******;******;14;15;40.9;
25;80.7;10;******;2.5;******;******;******;13.9;15;40.9;
26;80.8;10;******;2.59;******;******;******;14;15;40.9;
27;80.9;10;******;2.7;******;******;******;14;15;40.9;
28;80.9;10;******;2.8;******;******;******;14;15;40.9;
29;80.8;10;******;2.9;******;******;******;14;15;40.9;
30;80.8;10;******;3;******;******;******;14;15;40.9;
31;80.9;10;******;3.1;******;******;******;14;15;40.9;
32;80.9;10;******;3.2;******;******;******;14;15;40.9;
33;80.9;10;******;3.31;******;******;******;14;15;40.9;
34;80.9;10;******;3.4;******;******;******;14;15;40.9;
35;80.9;10;******;3.5;******;******;******;14;15;40.9;
