Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;32.9;0.1;******;0.1;******;******;******;5.68;40;0.409;
2;54.9;0.1;******;0.2;******;******;******;9.48;40;0.409;
3;60.5;0.1;******;0.3;******;******;******;10.5;40;0.409;
4;60;0.1;******;0.4;******;******;******;10.4;40;0.409;
5;58.2;0.1;******;0.5;******;******;******;10.1;40;0.409;
6;56.6;0.1;******;0.6;******;******;******;9.78;40;0.409;
7;55.4;0.1;******;0.701;******;******;******;9.58;40;0.409;
8;54.6;0.1;******;0.801;******;******;******;9.44;40;0.409;
9;54;0.1;******;0.901;******;******;******;9.33;40;0.409;
10;53.5;0.1;******;1;******;******;******;9.25;40;0.409;
11;53.2;0.1;******;1.1;******;******;******;9.19;40;0.409;
12;52.8;0.1;******;1.2;******;******;******;9.13;40;0.409;
13;52.6;0.1;******;1.3;******;******;******;9.08;40;0.409;
14;52.3;0.1;******;1.4;******;******;******;9.04;40;0.409;
15;52.1;0.1;******;1.5;******;******;******;9;40;0.409;
16;51.9;0.1;******;1.6;******;******;******;8.97;40;0.409;
17;51.7;0.1;******;1.7;******;******;******;8.94;40;0.409;
18;51.5;0.1;******;1.8;******;******;******;8.91;40;0.409;
19;51.4;0.1;******;1.9;******;******;******;8.88;40;0.409;
20;51.3;0.1;******;2;******;******;******;8.86;40;0.409;
21;51.1;0.1;******;2.1;******;******;******;8.84;40;0.409;
22;51;0.1;******;2.2;******;******;******;8.82;40;0.409;
23;50.9;0.1;******;2.3;******;******;******;8.8;40;0.409;
24;50.8;0.1;******;2.4;******;******;******;8.78;40;0.409;
25;50.8;0.1;******;2.5;******;******;******;8.77;40;0.409;
26;50.7;0.1;******;2.6;******;******;******;8.76;40;0.409;
27;50.6;0.1;******;2.7;******;******;******;8.75;40;0.409;
28;50.6;0.1;******;2.8;******;******;******;8.75;40;0.409;
