Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;0.959;1.42;0.01;852;55.4;137;2.47;0.166;25;5.8;WMa
2;0.999;1.97;0.0146;1230;91.1;175;1.93;0.173;25;8.07;
3;1;2.57;0.0213;1400;142;214;1.51;0.173;25;10.5;
4;1.01;3.26;0.031;1510;207;247;1.19;0.175;25;13.4;
5;0.995;3.89;0.0452;1590;285;268;0.943;0.172;25;15.9;
6;1;4.61;0.0659;1640;367;277;0.757;0.173;25;18.8;
7;1;5.25;0.096;1670;447;273;0.61;0.173;25;21.5;
8;1;5.84;0.14;1690;522;258;0.494;0.173;25;23.9;
9;1;6.34;0.204;1710;589;236;0.401;0.173;25;25.9;
10;1;6.79;0.298;1730;646;211;0.326;0.173;25;27.8;
11;0.997;7.17;0.434;1740;695;185;0.266;0.172;25;29.3;
12;0.998;7.5;0.632;1750;735;161;0.219;0.172;25;30.7;
13;0.992;7.73;0.922;1760;768;137;0.178;0.171;25;31.6;
14;1;8.04;1.34;1760;795;116;0.146;0.173;25;32.9;
15;1;8.26;1.96;1770;818;98.8;0.121;0.173;25;33.8;
16;1;8.43;2.86;1780;839;83.6;0.0997;0.173;25;34.5;
17;1;8.61;4.17;1780;858;71.3;0.0831;0.173;25;35.2;
18;1;8.82;6.07;1790;880;62.3;0.0708;0.173;25;36.1;
19;1;9.14;8.85;1800;913;55.9;0.0612;0.173;25;37.4;
20;1;9.99;12.9;1810;993;47.6;0.048;0.174;25;40.8;
21;1;10.9;18.8;1820;1090;46.6;0.043;0.173;25;44.4;
22;1;13.2;27.4;1830;1320;41;0.0311;0.173;25;54;
23;1;18.2;40;1830;1820;28.1;0.0155;0.173;25;74.2;
