Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;1;5.7;10;9.25;532;205;0.385;0.173;35;23.3;
2;1.26;7.13;10;16.5;528;203;0.385;0.218;35;29.1;
3;1.58;8.85;10;24.4;522;202;0.388;0.273;35;36.2;
4;2;11;10;31.6;514;202;0.392;0.345;35;45.1;
5;2.51;13.6;10;39.5;504;201;0.399;0.434;35;55.7;
6;3.17;16.8;10;47.4;492;200;0.406;0.547;35;68.7;
7;3.98;20.5;10;55.3;476;198;0.415;0.688;35;83.9;
8;5.01;25.2;10;63.2;464;196;0.422;0.866;35;103;
9;6.31;31.1;10;70.4;454;191;0.422;1.09;35;127;
10;7.94;38.8;10;77.7;451;187;0.415;1.37;35;159;
11;10;48.3;10;84.9;447;182;0.408;1.73;35;198;
12;12.6;59.9;10;92.2;441;180;0.407;2.18;35;245;
13;15.8;74.7;10;99.4;438;174;0.398;2.74;35;306;
14;19.9;93.3;10;107;435;171;0.393;3.45;35;381;
15;25.1;118;10;114;436;172;0.393;4.34;35;482;
16;31.6;149;10;121;440;174;0.396;5.46;35;611;
17;39.8;191;10;128;444;180;0.405;6.88;35;780;
18;50.1;244;10;136;447;198;0.443;8.65;35;1000;
19;63;312;10;143;437;234;0.535;10.9;35;1280;
20;79.3;386;10;150;404;270;0.667;13.7;35;1580;
21;99.8;450;10;157;347;288;0.829;17.2;35;1840;
