# temperature	SE	SE+SE
0.000000E+00	4.115462E-06	8.979423E-04
2.000000E+00	5.388083E-06	8.973060E-04
4.000000E+00	7.025840E-06	8.964871E-04
6.000000E+00	9.124016E-06	8.954380E-04
8.000000E+00	1.179968E-05	8.941002E-04
1.000000E+01	1.519568E-05	8.924022E-04
1.200000E+01	1.948502E-05	8.902575E-04
1.400000E+01	2.487549E-05	8.875623E-04
1.600000E+01	3.161449E-05	8.841928E-04
1.800000E+01	3.999363E-05	8.800032E-04
2.000000E+01	5.035281E-05	8.748236E-04
2.200000E+01	6.308321E-05	8.684584E-04
2.400000E+01	7.862846E-05	8.606858E-04
2.600000E+01	9.748300E-05	8.512585E-04
2.800000E+01	1.201866E-04	8.399067E-04
3.000000E+01	1.473137E-04	8.263431E-04
3.200000E+01	1.794561E-04	8.102719E-04
3.400000E+01	2.171975E-04	7.914013E-04
3.600000E+01	2.610793E-04	7.694604E-04
3.800000E+01	3.115569E-04	7.442216E-04
4.000000E+01	3.689471E-04	7.155265E-04
4.200000E+01	4.333689E-04	6.833155E-04
4.400000E+01	5.046830E-04	6.476585E-04
4.600000E+01	5.824361E-04	6.087820E-04
4.800000E+01	6.658204E-04	5.670898E-04
5.000000E+01	7.536598E-04	5.231701E-04
5.200000E+01	8.444339E-04	4.777830E-04
5.400000E+01	9.363473E-04	4.318264E-04
5.600000E+01	1.027445E-03	3.862773E-04
5.800000E+01	1.115767E-03	3.421164E-04
6.000000E+01	1.199512E-03	3.002438E-04
6.200000E+01	1.277195E-03	2.614024E-04
6.400000E+01	1.347755E-03	2.261223E-04
6.600000E+01	1.410605E-03	1.946973E-04
6.800000E+01	1.465613E-03	1.671935E-04
7.000000E+01	1.513029E-03	1.434854E-04
7.200000E+01	1.553385E-03	1.233074E-04
7.400000E+01	1.587385E-03	1.063075E-04
7.600000E+01	1.615808E-03	9.209576E-05
7.800000E+01	1.639438E-03	8.028094E-05
8.000000E+01	1.659010E-03	7.049505E-05
8.200000E+01	1.675186E-03	6.240715E-05
8.400000E+01	1.688542E-03	5.572906E-05
8.600000E+01	1.699569E-03	5.021555E-05
8.800000E+01	1.708677E-03	4.566144E-05
9.000000E+01	1.716206E-03	4.189705E-05
9.200000E+01	1.722434E-03	3.878321E-05
9.400000E+01	1.727587E-03	3.620642E-05
9.600000E+01	1.731851E-03	3.407435E-05
9.800000E+01	1.735376E-03	3.231203E-05
