# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	5.691580E-14	2.182611E-19	9.999999E-05	6.602565E-12	6.773847E-12	2.930953E-20	6.111619E-16	1.309546E-07	4.993452E-05
2.000000E+00	1.091128E-13	5.190562E-19	9.999999E-05	1.018034E-11	1.054036E-11	7.221102E-20	1.162943E-15	1.627743E-07	4.991861E-05
4.000000E+00	2.090381E-13	1.250415E-18	9.999998E-05	1.579777E-11	1.639245E-11	1.739003E-19	2.190935E-15	2.022499E-07	4.989887E-05
6.000000E+00	4.050102E-13	3.125830E-18	9.999997E-05	2.497147E-11	2.519907E-11	3.998753E-19	4.040169E-15	2.513084E-07	4.987433E-05
8.000000E+00	7.672096E-13	7.578808E-18	9.999996E-05	3.887121E-11	3.962750E-11	9.398572E-19	7.547079E-15	3.124096E-07	4.984378E-05
1.000000E+01	1.452528E-12	1.862106E-17	9.999994E-05	6.090637E-11	6.237459E-11	2.161970E-18	1.397809E-14	3.887082E-07	4.980562E-05
1.200000E+01	2.744330E-12	4.620620E-17	9.999990E-05	9.589618E-11	9.840033E-11	4.885172E-18	2.572183E-14	4.842646E-07	4.975782E-05
1.400000E+01	5.152758E-12	1.147686E-16	9.999984E-05	1.510426E-10	1.561483E-10	1.094123E-17	4.724700E-14	6.043198E-07	4.969776E-05
1.600000E+01	9.640140E-12	2.866368E-16	9.999975E-05	2.385183E-10	2.483785E-10	2.417815E-17	8.644060E-14	7.556519E-07	4.962205E-05
1.800000E+01	1.800673E-11	7.219842E-16	9.999960E-05	3.781804E-10	3.948132E-10	5.254617E-17	1.572643E-13	9.470327E-07	4.952629E-05
2.000000E+01	3.335403E-11	1.807115E-15	9.999937E-05	5.975761E-10	6.306471E-10	1.139324E-16	2.865326E-13	1.189809E-06	4.940480E-05
2.200000E+01	6.156949E-11	4.532738E-15	9.999899E-05	9.449278E-10	1.005993E-09	2.442258E-16	5.203094E-13	1.498632E-06	4.925021E-05
2.400000E+01	1.130615E-10	1.133398E-14	9.999840E-05	1.491203E-09	1.603344E-09	5.198112E-16	9.432936E-13	1.892355E-06	4.905308E-05
2.600000E+01	2.064962E-10	2.818837E-14	9.999745E-05	2.345638E-09	2.550475E-09	1.099725E-15	1.707320E-12	2.395122E-06	4.880127E-05
2.800000E+01	3.750718E-10	6.957356E-14	9.999595E-05	3.672896E-09	4.044967E-09	2.314601E-15	3.084110E-12	3.037632E-06	4.847935E-05
3.000000E+01	6.774571E-10	1.700107E-13	9.999360E-05	5.717036E-09	6.389841E-09	4.850055E-15	5.557413E-12	3.858566E-06	4.806786E-05
3.200000E+01	1.217016E-09	4.105351E-13	9.998995E-05	8.835244E-09	1.004308E-08	1.011900E-14	9.980051E-12	4.906065E-06	4.754254E-05
3.400000E+01	2.174301E-09	9.772751E-13	9.998429E-05	1.353541E-08	1.569479E-08	2.103235E-14	1.784678E-11	6.239100E-06	4.687367E-05
3.600000E+01	3.864264E-09	2.289717E-12	9.997560E-05	2.052976E-08	2.436622E-08	4.353978E-14	3.173967E-11	7.928399E-06	4.602552E-05
3.800000E+01	6.831638E-09	5.269782E-12	9.996238E-05	3.078079E-08	3.756669E-08	8.979092E-14	5.607811E-11	1.005642E-05	4.495637E-05
