# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
4.000000E+01	1.201551E-08	1.189772E-11	9.994240E-05	4.555668E-08	5.749733E-08	1.844388E-13	9.830153E-11	1.271555E-05	4.361940E-05
4.200000E+01	2.102254E-08	2.631676E-11	9.991247E-05	6.645537E-08	8.735903E-08	3.773719E-13	1.707470E-10	1.600357E-05	4.196490E-05
4.400000E+01	3.658043E-08	5.696509E-11	9.986792E-05	9.538767E-08	1.317870E-07	7.692462E-13	2.935019E-10	2.001478E-05	3.994477E-05
4.600000E+01	6.327361E-08	1.205394E-10	9.980201E-05	1.344726E-07	1.974855E-07	1.562832E-12	4.986125E-10	2.482581E-05	3.751961E-05
4.800000E+01	1.087087E-07	2.490595E-10	9.970500E-05	1.857967E-07	2.941611E-07	3.166602E-12	8.360386E-10	3.047499E-05	3.466919E-05
5.000000E+01	1.853023E-07	5.018423E-10	9.956270E-05	2.509943E-07	4.359058E-07	6.404811E-12	1.381671E-09	3.693653E-05	3.140555E-05
5.200000E+01	3.129111E-07	9.845852E-10	9.935447E-05	3.306472E-07	6.432540E-07	1.294617E-11	2.247521E-09	4.409385E-05	2.778663E-05
5.400000E+01	5.225054E-07	1.877572E-09	9.905013E-05	4.236074E-07	9.462217E-07	2.618305E-11	3.593854E-09	5.172133E-05	2.392573E-05
5.600000E+01	8.609860E-07	3.473808E-09	9.860556E-05	5.265049E-07	1.388689E-06	5.303653E-11	5.642773E-09	5.948830E-05	1.998978E-05
5.800000E+01	1.397064E-06	6.225866E-09	9.795666E-05	6.338215E-07	2.034429E-06	1.076352E-10	8.692670E-09	6.699784E-05	1.617982E-05
6.000000E+01	2.227888E-06	1.079906E-08	9.701170E-05	7.388094E-07	2.974725E-06	2.186658E-10	1.313312E-08	7.386035E-05	1.269385E-05
6.200000E+01	3.485778E-06	1.813026E-08	9.564288E-05	8.350799E-07	4.336772E-06	4.435382E-10	1.945896E-08	7.977925E-05	9.683103E-06
6.400000E+01	5.343668E-06	2.949418E-08	9.367921E-05	9.181345E-07	6.290724E-06	8.941635E-10	2.827854E-08	8.461027E-05	7.221660E-06
6.600000E+01	8.016101E-06	4.657313E-08	9.090473E-05	9.860191E-07	9.051403E-06	1.780006E-09	4.030361E-08	8.836641E-05	5.303635E-06
6.800000E+01	1.174960E-05	7.149880E-08	8.706855E-05	1.038854E-06	1.286821E-05	3.470831E-09	5.629807E-08	9.117442E-05	3.865212E-06
7.000000E+01	1.679294E-05	1.067794E-07	8.191581E-05	1.077690E-06	1.799410E-05	6.567485E-09	7.695540E-08	9.321378E-05	2.815787E-06
7.200000E+01	2.333696E-05	1.549473E-07	7.524980E-05	1.103339E-06	2.462365E-05	1.193549E-08	1.026784E-07	9.466722E-05	2.063381E-06
7.400000E+01	3.142019E-05	2.177105E-07	6.702874E-05	1.115649E-06	3.279678E-05	2.060561E-08	1.332641E-07	9.569374E-05	1.528673E-06
7.600000E+01	4.081815E-05	2.945235E-07	5.747937E-05	1.113431E-06	4.228621E-05	3.342300E-08	1.675729E-07	9.642006E-05	1.149470E-06
7.800000E+01	5.097194E-05	3.810508E-07	4.717078E-05	1.095185E-06	5.252495E-05	5.044255E-08	2.033817E-07	9.694192E-05	8.797555E-07
8.000000E+01	6.104229E-05	4.688880E-07	3.695942E-05	1.060511E-06	6.266209E-05	7.039580E-08	2.376935E-07	9.732853E-05	6.866343E-07
8.200000E+01	7.013718E-05	5.479679E-07	2.775535E-05	1.011532E-06	7.179539E-05	9.082799E-08	2.676044E-07	9.762676E-05	5.470509E-07
8.400000E+01	7.762073E-05	6.109206E-07	2.020425E-05	9.531850E-07	7.928618E-05	1.091179E-07	2.913392E-07	9.786546E-05	4.450076E-07
8.600000E+01	8.329419E-05	6.560164E-07	1.450197E-05	8.918091E-07	8.494200E-05	1.236440E-07	3.087357E-07	9.806055E-05	3.694542E-07
8.800000E+01	8.733568E-05	6.864115E-07	1.045848E-05	8.330165E-07	8.895234E-05	1.341500E-07	3.208791E-07	9.822058E-05	3.127627E-07
9.000000E+01	9.010153E-05	7.072219E-07	7.703637E-06	7.803936E-07	9.168446E-05	1.412873E-07	3.293331E-07	9.835097E-05	2.696505E-07
9.200000E+01	9.195501E-05	7.231434E-07	5.863230E-06	7.354682E-07	9.350925E-05	1.459865E-07	3.355486E-07	9.845611E-05	2.364351E-07
9.400000E+01	9.318703E-05	7.375497E-07	4.639518E-06	6.983551E-07	9.472170E-05	1.490792E-07	3.406284E-07	9.853997E-05	2.105257E-07
9.600000E+01	9.400412E-05	7.525523E-07	3.822333E-06	6.684412E-07	9.552998E-05	1.511822E-07	3.453258E-07	9.860607E-05	1.900806E-07
9.800000E+01	9.454433E-05	7.693660E-07	3.272084E-06	6.448515E-07	9.607236E-05	1.527130E-07	3.501277E-07	9.865747E-05	1.737761E-07
