# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	2.108979E-14	2.996782E-20	2.000000E-06	3.446192E-13	3.656166E-13	8.538666E-23	4.646590E-18	1.844625E-08	9.907767E-07
2.000000E+00	4.034284E-14	7.095709E-20	1.999999E-06	5.296881E-13	5.701574E-13	2.112914E-22	8.852479E-18	2.290620E-08	9.885466E-07
4.000000E+00	7.664291E-14	1.680921E-19	1.999999E-06	8.141198E-13	8.941848E-13	5.174485E-22	1.679805E-17	2.842722E-08	9.857860E-07
6.000000E+00	1.458964E-13	4.056230E-19	1.999999E-06	1.262468E-12	1.399058E-12	1.232613E-21	3.148100E-17	3.526994E-08	9.823644E-07
8.000000E+00	2.741088E-13	9.674286E-19	1.999998E-06	1.945481E-12	2.218285E-12	2.945122E-21	5.918199E-17	4.376373E-08	9.781172E-07
1.000000E+01	5.137097E-13	2.329116E-18	1.999996E-06	3.010487E-12	3.527312E-12	6.913880E-21	1.104752E-16	5.432557E-08	9.728357E-07
1.200000E+01	9.612246E-13	5.668619E-18	1.999994E-06	4.680640E-12	5.618718E-12	1.592800E-20	2.046717E-16	6.748358E-08	9.662559E-07
1.400000E+01	1.781605E-12	1.372040E-17	1.999991E-06	7.250960E-12	9.032216E-12	3.660835E-20	3.794507E-16	8.390562E-08	9.580436E-07
1.600000E+01	3.292291E-12	3.343195E-17	1.999985E-06	1.125778E-11	1.454544E-11	8.291807E-20	6.995950E-16	1.044330E-07	9.477779E-07
1.800000E+01	6.049303E-12	8.148328E-17	1.999976E-06	1.745587E-11	2.350433E-11	1.862317E-19	1.286348E-15	1.301179E-07	9.349323E-07
2.000000E+01	1.105352E-11	1.984681E-16	1.999962E-06	2.700753E-11	3.805908E-11	4.149455E-19	2.358224E-15	1.622618E-07	9.188556E-07
2.200000E+01	2.007725E-11	4.819899E-16	1.999938E-06	4.162498E-11	6.169889E-11	9.186630E-19	4.310829E-15	2.024472E-07	8.987556E-07
2.400000E+01	3.624248E-11	1.164633E-15	1.999900E-06	6.379496E-11	1.000319E-10	2.023343E-18	7.854256E-15	2.525509E-07	8.736927E-07
2.600000E+01	6.500627E-11	2.793549E-15	1.999838E-06	9.702809E-11	1.620257E-10	4.438229E-18	1.425184E-14	3.147175E-07	8.425927E-07
2.800000E+01	1.158350E-10	6.635823E-15	1.999738E-06	1.461046E-10	2.619271E-10	9.705255E-18	2.572320E-14	3.912596E-07	8.042971E-07
3.000000E+01	2.050209E-10	1.557073E-14	1.999578E-06	2.172203E-10	4.222210E-10	2.117611E-17	4.610368E-14	4.844390E-07	7.576719E-07
3.200000E+01	3.603598E-10	3.599403E-14	1.999322E-06	3.178523E-10	6.781928E-10	4.614346E-17	8.188150E-14	5.960738E-07	7.018041E-07
3.400000E+01	6.288323E-10	8.174238E-14	1.998915E-06	4.560954E-10	1.084932E-09	1.005038E-16	1.437396E-13	7.269276E-07	6.363081E-07
3.600000E+01	1.088968E-09	1.818353E-13	1.998272E-06	6.391429E-10	1.728225E-09	2.190336E-16	2.487026E-13	8.758936E-07	5.617335E-07
3.800000E+01	1.870384E-09	3.950068E-13	1.997258E-06	8.707854E-10	2.741540E-09	4.782068E-16	4.228735E-13	1.039127E-06	4.800009E-07
4.000000E+01	3.183775E-09	8.353420E-13	1.995666E-06	1.148229E-09	4.332968E-09	1.047437E-15	7.046511E-13	1.209515E-06	3.946679E-07
4.200000E+01	5.365878E-09	1.714523E-12	1.993171E-06	1.459590E-09	6.827743E-09	2.305198E-15	1.148332E-12	1.377089E-06	3.107252E-07
4.400000E+01	8.945464E-09	3.406566E-12	1.989264E-06	1.784138E-09	1.073458E-08	5.103758E-15	1.828544E-12	1.530851E-06	2.336814E-07
4.600000E+01	1.473921E-08	6.540823E-12	1.983151E-06	2.096700E-09	1.684612E-08	1.137213E-14	2.846943E-12	1.661706E-06	1.680970E-07
4.800000E+01	2.399038E-08	1.212966E-11	1.973611E-06	2.374758E-09	2.638500E-08	2.547635E-14	4.343171E-12	1.765031E-06	1.162951E-07
5.000000E+01	3.856551E-08	2.173722E-11	1.958787E-06	2.604058E-09	4.120642E-08	5.723357E-14	6.510966E-12	1.841300E-06	7.804469E-08
5.200000E+01	6.121930E-08	3.768670E-11	1.935926E-06	2.779547E-09	6.406435E-08	1.284130E-13	9.617882E-12	1.894610E-06	5.130026E-08
5.400000E+01	9.591633E-08	6.327034E-11	1.901055E-06	2.902341E-09	9.893061E-08	2.862173E-13	1.402430E-11	1.930424E-06	3.332970E-08
5.600000E+01	1.481484E-07	1.028507E-10	1.848670E-06	2.975559E-09	1.513082E-07	6.296361E-13	2.019366E-11	1.953875E-06	2.156445E-08
5.800000E+01	2.250819E-07	1.616027E-10	1.771594E-06	3.001102E-09	2.283748E-07	1.356331E-12	2.867796E-11	1.969020E-06	1.397502E-08
6.000000E+01	3.351841E-07	2.444366E-10	1.661349E-06	2.977860E-09	3.386051E-07	2.833182E-12	4.004945E-11	1.978760E-06	9.110814E-09
6.200000E+01	4.867145E-07	3.534705E-10	1.509677E-06	2.901249E-09	4.902566E-07	5.668194E-12	5.473421E-11	1.985054E-06	5.994865E-09
6.400000E+01	6.843155E-07	4.836933E-10	1.311953E-06	2.764230E-09	6.879530E-07	1.069383E-11	7.270530E-11	1.989180E-06	3.991527E-09
6.600000E+01	9.234833E-07	6.181119E-10	1.072720E-06	2.560612E-09	9.271497E-07	1.867624E-11	9.306162E-11	1.991956E-06	2.695001E-09
6.800000E+01	1.185073E-06	7.273489E-10	8.111808E-07	2.291429E-09	1.188646E-06	2.961435E-11	1.137255E-10	1.993898E-06	1.848558E-09
