# temperature	SE	SE+SE
0.000000E+00	1.594808E-04	2.170260E-03
2.000000E+00	1.880306E-04	2.155985E-03
4.000000E+00	2.207859E-04	2.139607E-03
6.000000E+00	2.581939E-04	2.120903E-03
8.000000E+00	3.007165E-04	2.099642E-03
1.000000E+01	3.488242E-04	2.075588E-03
1.200000E+01	4.029875E-04	2.048506E-03
1.400000E+01	4.636668E-04	2.018167E-03
1.600000E+01	5.313000E-04	1.984350E-03
1.800000E+01	6.062882E-04	1.946856E-03
2.000000E+01	6.889792E-04	1.905510E-03
2.200000E+01	7.796495E-04	1.860175E-03
2.400000E+01	8.784845E-04	1.810758E-03
2.600000E+01	9.855581E-04	1.757221E-03
2.800000E+01	1.100812E-03	1.699594E-03
3.000000E+01	1.224036E-03	1.637982E-03
3.200000E+01	1.354850E-03	1.572575E-03
3.400000E+01	1.492690E-03	1.503655E-03
3.600000E+01	1.636804E-03	1.431598E-03
3.800000E+01	1.786245E-03	1.356878E-03
4.000000E+01	1.939883E-03	1.280059E-03
4.200000E+01	2.096424E-03	1.201788E-03
4.400000E+01	2.254439E-03	1.122781E-03
4.600000E+01	2.412406E-03	1.043797E-03
4.800000E+01	2.568760E-03	9.656201E-04
5.000000E+01	2.721949E-03	8.890256E-04
5.200000E+01	2.870497E-03	8.147515E-04
5.400000E+01	3.013061E-03	7.434694E-04
5.600000E+01	3.148484E-03	6.757581E-04
5.800000E+01	3.275832E-03	6.120842E-04
6.000000E+01	3.394421E-03	5.527893E-04
6.200000E+01	3.503828E-03	4.980862E-04
6.400000E+01	3.603874E-03	4.480628E-04
6.600000E+01	3.694613E-03	4.026936E-04
6.800000E+01	3.776288E-03	3.618562E-04
7.000000E+01	3.849299E-03	3.253504E-04
7.200000E+01	3.914162E-03	2.929192E-04
7.400000E+01	3.971464E-03	2.642680E-04
7.600000E+01	4.021836E-03	2.390822E-04
7.800000E+01	4.065917E-03	2.170416E-04
8.000000E+01	4.104337E-03	1.978317E-04
8.200000E+01	4.137695E-03	1.811523E-04
8.400000E+01	4.166555E-03	1.667225E-04
8.600000E+01	4.191431E-03	1.542843E-04
8.800000E+01	4.212792E-03	1.436039E-04
9.000000E+01	4.231056E-03	1.344718E-04
9.200000E+01	4.246597E-03	1.267017E-04
9.400000E+01	4.259740E-03	1.201298E-04
9.600000E+01	4.270776E-03	1.146122E-04
9.800000E+01	4.279953E-03	1.100237E-04
