# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	2.652070E-14	4.738935E-20	4.999999E-06	6.863756E-13	7.268640E-13	3.374772E-22	1.463090E-17	2.921579E-08	2.485392E-06
2.000000E+00	5.221977E-14	1.188866E-19	4.999999E-06	1.086371E-12	1.101200E-12	7.881792E-22	2.709105E-17	3.629464E-08	2.481852E-06
4.000000E+00	9.940046E-14	2.827354E-19	4.999998E-06	1.673853E-12	1.723657E-12	1.922713E-21	5.133281E-17	4.506579E-08	2.477466E-06
6.000000E+00	1.877482E-13	6.717154E-19	4.999997E-06	2.577162E-12	2.717968E-12	4.652050E-21	9.701686E-17	5.594932E-08	2.472024E-06
8.000000E+00	3.539522E-13	1.613103E-18	4.999996E-06	3.988269E-12	4.294731E-12	1.103927E-20	1.819047E-16	6.947846E-08	2.465259E-06
1.000000E+01	6.640352E-13	3.891685E-18	4.999993E-06	6.184120E-12	6.821984E-12	2.586161E-20	3.395466E-16	8.633208E-08	2.456831E-06
1.200000E+01	1.240283E-12	9.437768E-18	4.999989E-06	9.609719E-12	1.088633E-11	5.979292E-20	6.309741E-16	1.073761E-07	2.446307E-06
1.400000E+01	2.318354E-12	2.323288E-17	4.999983E-06	1.503676E-11	1.735268E-11	1.351216E-19	1.161765E-15	1.337154E-07	2.433135E-06
1.600000E+01	4.305048E-12	5.716382E-17	4.999972E-06	2.350619E-11	2.780917E-11	3.030897E-19	2.135785E-15	1.667584E-07	2.416609E-06
1.800000E+01	7.959657E-12	1.410739E-16	4.999955E-06	3.676791E-11	4.465808E-11	6.722919E-19	3.912453E-15	2.082934E-07	2.395835E-06
2.000000E+01	1.461573E-11	3.470005E-16	4.999928E-06	5.734901E-11	7.195827E-11	1.483323E-18	7.160262E-15	2.605780E-07	2.369682E-06
2.200000E+01	2.671184E-11	8.531727E-16	4.999884E-06	8.929718E-11	1.159368E-10	3.243724E-18	1.306137E-14	3.264344E-07	2.336738E-06
2.400000E+01	4.850653E-11	2.086189E-15	4.999813E-06	1.383902E-10	1.868537E-10	7.059857E-18	2.377962E-14	4.093412E-07	2.295260E-06
2.600000E+01	8.755527E-11	5.067694E-15	4.999699E-06	2.132280E-10	3.007502E-10	1.529163E-17	4.316311E-14	5.135001E-07	2.243143E-06
2.800000E+01	1.570540E-10	1.219870E-14	4.999517E-06	3.259760E-10	4.829763E-10	3.299878E-17	7.805181E-14	6.438393E-07	2.177917E-06
3.000000E+01	2.799111E-10	2.902371E-14	4.999227E-06	4.933568E-10	7.731830E-10	7.101190E-17	1.404484E-13	8.058936E-07	2.096806E-06
3.200000E+01	4.956157E-10	6.808446E-14	4.998767E-06	7.374012E-10	1.232891E-09	1.524941E-16	2.510886E-13	1.005471E-06	1.996895E-06
3.400000E+01	8.716821E-10	1.570702E-13	4.998043E-06	1.085424E-09	1.956974E-09	3.269996E-16	4.451222E-13	1.247991E-06	1.875461E-06
3.600000E+01	1.522545E-09	3.554583E-13	4.996908E-06	1.568477E-09	3.090951E-09	7.006387E-16	7.807231E-13	1.537362E-06	1.730534E-06
3.800000E+01	2.640145E-09	7.870432E-13	4.995141E-06	2.217117E-09	4.857482E-09	1.501236E-15	1.351473E-12	1.874343E-06	1.561719E-06
4.000000E+01	4.542493E-09	1.700467E-12	4.992400E-06	3.053646E-09	7.597226E-09	3.220083E-15	2.302937E-12	2.254497E-06	1.371224E-06
4.200000E+01	7.748637E-09	3.575300E-12	4.988163E-06	4.080911E-09	1.183283E-08	6.923590E-15	3.853194E-12	2.666268E-06	1.164824E-06
4.400000E+01	1.309083E-08	7.295334E-12	4.981624E-06	5.270515E-09	1.836958E-08	1.494579E-14	6.316554E-12	3.090249E-06	9.522370E-07
4.600000E+01	2.187704E-08	1.440990E-11	4.971537E-06	6.556847E-09	2.845251E-08	3.244017E-14	1.013080E-11	3.501054E-06	7.461893E-07
4.800000E+01	3.612111E-08	2.749771E-11	4.955979E-06	7.844841E-09	4.400491E-08	7.086393E-14	1.589248E-11	3.872514E-06	5.598126E-07
5.000000E+01	5.886459E-08	5.064236E-11	4.932001E-06	9.033316E-09	6.797447E-08	1.557445E-13	2.441001E-11	4.184717E-06	4.031127E-07
5.200000E+01	9.462155E-08	9.003088E-11	4.895155E-06	1.004338E-08	1.048075E-07	3.436854E-13	3.678404E-11	4.429185E-06	2.803674E-07
5.400000E+01	1.499678E-07	1.546717E-10	4.838888E-06	1.083472E-08	1.610558E-07	7.585549E-13	5.451184E-11	4.609106E-06	1.900025E-07
5.600000E+01	2.342451E-07	2.571312E-10	4.753839E-06	1.140209E-08	2.460785E-07	1.665376E-12	7.959186E-11	4.735208E-06	1.266552E-07
5.800000E+01	3.602332E-07	4.139374E-10	4.627180E-06	1.175912E-08	3.726983E-07	3.612303E-12	1.145799E-10	4.820600E-06	8.376338E-08
6.000000E+01	5.444129E-07	6.448462E-10	4.442376E-06	1.192142E-08	5.574461E-07	7.678797E-12	1.625118E-10	4.877217E-06	5.534964E-08
6.200000E+01	8.060705E-07	9.695064E-10	4.180095E-06	1.189546E-08	8.196468E-07	1.584350E-11	2.265476E-10	4.914392E-06	3.674297E-08
6.400000E+01	1.163998E-06	1.399464E-09	3.821529E-06	1.167395E-08	1.178099E-06	3.136023E-11	3.091270E-10	4.938806E-06	2.460564E-08
6.600000E+01	1.629299E-06	1.924024E-09	3.355615E-06	1.123775E-08	1.643857E-06	5.871075E-11	4.104390E-10	4.955000E-06	1.667580E-08
6.800000E+01	2.193922E-06	2.492843E-09	2.790527E-06	1.056536E-08	2.208742E-06	1.022556E-10	5.263223E-10	4.965975E-06	1.146664E-08
7.000000E+01	2.818930E-06	3.008864E-09	2.165399E-06	9.652680E-09	2.833629E-06	1.628638E-10	6.466189E-10	4.973667E-06	8.016652E-09
7.200000E+01	3.434117E-06	3.355255E-09	1.550633E-06	8.539793E-09	3.448143E-06	2.340486E-10	7.562745E-10	4.979287E-06	5.708401E-09
7.400000E+01	3.961602E-06	3.461015E-09	1.024150E-06	7.325614E-09	3.974403E-06	3.025985E-10	8.410238E-10	4.983541E-06	4.145945E-09
7.600000E+01	4.354173E-06	3.351388E-09	6.329813E-07	6.142869E-09	4.365412E-06	3.562036E-10	8.947176E-10	4.986813E-06	3.074746E-09
7.800000E+01	4.612957E-06	3.120896E-09	3.757004E-07	5.101118E-09	4.622597E-06	3.906949E-10	9.212166E-10	4.989317E-06	2.330349E-09
8.000000E+01	4.769813E-06	2.862926E-09	2.202118E-07	4.249632E-09	4.778040E-06	4.092952E-10	9.294540E-10	4.991209E-06	1.805747E-09
8.200000E+01	4.860733E-06	2.631855E-09	1.304181E-07	3.585032E-09	4.867819E-06	4.175374E-10	9.278787E-10	4.992626E-06	1.430698E-09
8.400000E+01	4.912694E-06	2.447196E-09	7.933332E-08	3.078298E-09	4.918904E-06	4.199889E-10	9.222768E-10	4.993682E-06	1.158645E-09
8.600000E+01	4.942557E-06	2.309876E-09	5.012813E-08	2.695282E-09	4.948117E-06	4.195734E-10	9.160086E-10	4.994472E-06	9.584097E-10
8.800000E+01	4.960013E-06	2.213944E-09	3.315356E-08	2.405932E-09	4.965100E-06	4.179571E-10	9.108581E-10	4.995065E-06	8.088954E-10
9.000000E+01	4.970448E-06	2.152199E-09	2.306078E-08	2.186647E-09	4.975199E-06	4.160378E-10	9.077196E-10	4.995514E-06	6.956717E-10
9.200000E+01	4.976839E-06	2.118267E-09	1.690474E-08	2.019804E-09	4.981360E-06	4.142853E-10	9.070182E-10	4.995856E-06	6.087603E-10
9.400000E+01	4.980842E-06	2.107103E-09	1.305132E-08	1.892534E-09	4.985214E-06	4.129387E-10	9.089402E-10	4.996116E-06	5.411846E-10
9.600000E+01	4.983395E-06	2.114918E-09	1.057952E-08	1.795510E-09	4.987683E-06	4.121154E-10	9.135543E-10	4.996315E-06	4.880115E-10
9.800000E+01	4.985040E-06	2.138944E-09	8.959801E-09	1.721971E-09	4.989296E-06	4.118675E-10	9.208740E-10	4.996466E-06	4.457136E-10
