# concentration (uM) 	 Tm (C)
3.000000E+00	6.919623E+00
6.000000E+00	6.931899E+00
1.500000E+01	6.968420E+00
3.000000E+01	7.028299E+00
6.000000E+01	7.144558E+00
1.500000E+02	7.468952E+00
3.000000E+02	7.946176E+00
6.000000E+02	8.866850E+00
1.500000E+03	1.089324E+01
1.800000E+03	1.143748E+01
2.400000E+03	1.241213E+01
3.000000E+03	1.327653E+01
4.500000E+03	1.507020E+01
