# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	9.129873E-16	5.616169E-23	1.662467E-34	2.824135E-42	1.615139E-25	1.059158E-13	4.696108E-16	1.235659E-07	4.993822E-05	2.239258E-18	1.494208E-26	5.217976E-13	1.739171E-22	7.744885E-32	4.361071E-41
2.000000E+00	2.486941E-15	2.696458E-22	1.775704E-33	5.985540E-41	7.875774E-25	2.320469E-13	8.569901E-16	1.517370E-07	4.992413E-05	3.899052E-18	2.586486E-26	7.017096E-13	3.200422E-22	1.602886E-31	1.072977E-40
4.000000E+00	8.310496E-15	1.976320E-21	3.578683E-32	2.946324E-39	5.867213E-24	6.281058E-13	1.554679E-15	1.858786E-07	4.990706E-05	5.522505E-18	2.924999E-26	7.664290E-13	3.801513E-22	1.739944E-31	1.118649E-40
6.000000E+00	1.280721E-14	3.125665E-21	7.231443E-32	6.733330E-39	9.438897E-24	7.897413E-13	2.804872E-15	2.271956E-07	4.988640E-05	1.691418E-17	1.535017E-25	1.810489E-12	2.064180E-21	1.866811E-30	2.478997E-39
8.000000E+00	3.415960E-14	1.502445E-20	7.745061E-31	1.418041E-37	4.619353E-23	1.731025E-12	5.034959E-15	2.771436E-07	4.986143E-05	2.983114E-17	2.665845E-25	2.466624E-12	3.641450E-21	3.751553E-30	5.901851E-39
1.000000E+01	9.125960E-14	7.350429E-20	8.522431E-30	3.088226E-36	2.303893E-22	3.827614E-12	8.997399E-15	3.374920E-07	4.983125E-05	5.232190E-17	4.595943E-25	3.350559E-12	6.238336E-21	7.300513E-30	1.349935E-38
1.200000E+01	1.764364E-13	1.909870E-19	3.633415E-29	1.895113E-35	6.114225E-22	6.167565E-12	1.601520E-14	4.104085E-07	4.979479E-05	1.262618E-16	1.513898E-24	6.281473E-12	1.990718E-20	3.657025E-29	1.092730E-37
1.400000E+01	3.550007E-13	5.447561E-19	1.784648E-28	1.401030E-34	1.786060E-21	1.041164E-11	2.841380E-14	4.985731E-07	4.975070E-05	2.914199E-16	4.626710E-24	1.129997E-11	5.729889E-20	1.590201E-28	7.348495E-37
1.600000E+01	7.483208E-13	1.727193E-18	1.029855E-27	1.280369E-33	5.820829E-21	1.852908E-11	5.028392E-14	6.053340E-07	4.969731E-05	6.389468E-16	1.298933E-23	1.936893E-11	1.470301E-19	5.902994E-28	4.014732E-36
1.800000E+01	1.536550E-12	5.257163E-18	5.609050E-27	1.079611E-32	1.829880E-20	3.230532E-11	8.883602E-14	7.349219E-07	4.963251E-05	1.431190E-15	3.883275E-23	3.400343E-11	3.897653E-19	2.335103E-27	2.394289E-35
2.000000E+01	3.150997E-12	1.612817E-17	3.105012E-26	9.264612E-32	5.832804E-20	5.653833E-11	1.568204E-13	8.927456E-07	4.955357E-05	3.194349E-15	1.176992E-22	5.959600E-11	1.017440E-18	9.163809E-27	1.416211E-34
2.200000E+01	6.407983E-12	4.909895E-17	1.708441E-25	7.847236E-31	1.858222E-19	9.855082E-11	2.768833E-13	1.085798E-06	4.945700E-05	7.155190E-15	3.666949E-22	1.049525E-10	2.658195E-18	3.655440E-26	8.578057E-34
2.400000E+01	1.298516E-11	1.495022E-16	9.464423E-25	6.668084E-30	5.970388E-19	1.717601E-10	4.894690E-13	1.323215E-06	4.933821E-05	1.600933E-14	1.161817E-21	1.847275E-10	6.900102E-18	1.464972E-25	5.236758E-33
2.600000E+01	2.624797E-11	4.554463E-16	5.286128E-24	5.689575E-29	1.937022E-18	2.993400E-10	8.672701E-13	1.617035E-06	4.919117E-05	3.574376E-14	3.729593E-21	3.244652E-10	1.779829E-17	5.892212E-25	3.217300E-32
