# temperature	SE	SE+SE
0.000000E+00	1.672622E-03	1.413689E-03
2.000000E+00	1.800374E-03	1.349813E-03
4.000000E+00	1.931040E-03	1.284480E-03
6.000000E+00	2.063839E-03	1.218081E-03
8.000000E+00	2.197924E-03	1.151038E-03
1.000000E+01	2.332400E-03	1.083800E-03
1.200000E+01	2.466343E-03	1.016829E-03
1.400000E+01	2.598821E-03	9.505895E-04
1.600000E+01	2.728924E-03	8.855378E-04
1.800000E+01	2.855786E-03	8.221071E-04
2.000000E+01	2.978606E-03	7.606970E-04
2.200000E+01	3.096676E-03	7.016622E-04
2.400000E+01	3.209392E-03	6.453041E-04
2.600000E+01	3.316271E-03	5.918643E-04
2.800000E+01	3.416957E-03	5.415215E-04
3.000000E+01	3.511219E-03	4.943907E-04
3.200000E+01	3.598949E-03	4.505255E-04
3.400000E+01	3.680154E-03	4.099229E-04
3.600000E+01	3.754941E-03	3.725297E-04
3.800000E+01	3.823500E-03	3.382502E-04
4.000000E+01	3.886091E-03	3.069546E-04
4.200000E+01	3.943025E-03	2.784873E-04
4.400000E+01	3.994650E-03	2.526749E-04
4.600000E+01	4.041334E-03	2.293332E-04
4.800000E+01	4.083453E-03	2.082736E-04
5.000000E+01	4.121384E-03	1.893082E-04
5.200000E+01	4.155493E-03	1.722534E-04
5.400000E+01	4.186133E-03	1.569336E-04
5.600000E+01	4.213635E-03	1.431824E-04
5.800000E+01	4.238310E-03	1.308448E-04
6.000000E+01	4.260445E-03	1.197773E-04
6.200000E+01	4.280303E-03	1.098483E-04
6.400000E+01	4.298124E-03	1.009379E-04
6.600000E+01	4.314125E-03	9.293765E-05
6.800000E+01	4.328501E-03	8.574971E-05
7.000000E+01	4.341427E-03	7.928626E-05
7.200000E+01	4.353063E-03	7.346870E-05
7.400000E+01	4.363546E-03	6.822685E-05
7.600000E+01	4.373004E-03	6.349822E-05
7.800000E+01	4.381546E-03	5.922718E-05
8.000000E+01	4.389271E-03	5.536434E-05
8.200000E+01	4.396268E-03	5.186584E-05
8.400000E+01	4.402614E-03	4.869277E-05
8.600000E+01	4.408379E-03	4.581060E-05
8.800000E+01	4.413623E-03	4.318872E-05
9.000000E+01	4.418400E-03	4.079997E-05
9.200000E+01	4.422760E-03	3.862025E-05
9.400000E+01	4.426744E-03	3.662816E-05
9.600000E+01	4.430391E-03	3.480469E-05
9.800000E+01	4.433734E-03	3.313294E-05
