# temperature	SE	SE+SE
0.000000E+00	1.296887E-04	1.435156E-03
2.000000E+00	1.527919E-04	1.423604E-03
4.000000E+00	1.792550E-04	1.410372E-03
6.000000E+00	2.094199E-04	1.395290E-03
8.000000E+00	2.436341E-04	1.378183E-03
1.000000E+01	2.822449E-04	1.358878E-03
1.200000E+01	3.255906E-04	1.337205E-03
1.400000E+01	3.739905E-04	1.313005E-03
1.600000E+01	4.277339E-04	1.286133E-03
1.800000E+01	4.870659E-04	1.256467E-03
2.000000E+01	5.521737E-04	1.223913E-03
2.200000E+01	6.231700E-04	1.188415E-03
2.400000E+01	7.000767E-04	1.149962E-03
2.600000E+01	7.828087E-04	1.108596E-03
2.800000E+01	8.711586E-04	1.064421E-03
3.000000E+01	9.647835E-04	1.017608E-03
3.200000E+01	1.063196E-03	9.684021E-04
3.400000E+01	1.165759E-03	9.171204E-04
3.600000E+01	1.271692E-03	8.641542E-04
3.800000E+01	1.380076E-03	8.099621E-04
4.000000E+01	1.489880E-03	7.550601E-04
4.200000E+01	1.599986E-03	7.000069E-04
4.400000E+01	1.709230E-03	6.453851E-04
4.600000E+01	1.816444E-03	5.917782E-04
4.800000E+01	1.920505E-03	5.397473E-04
5.000000E+01	2.020388E-03	4.898059E-04
5.200000E+01	2.115201E-03	4.423993E-04
5.400000E+01	2.204226E-03	3.978868E-04
5.600000E+01	2.286938E-03	3.565309E-04
5.800000E+01	2.363013E-03	3.184934E-04
6.000000E+01	2.432324E-03	2.838382E-04
6.200000E+01	2.494918E-03	2.525409E-04
6.400000E+01	2.550997E-03	2.245016E-04
6.600000E+01	2.600877E-03	1.995614E-04
6.800000E+01	2.644962E-03	1.775190E-04
7.000000E+01	2.683708E-03	1.581461E-04
7.200000E+01	2.717596E-03	1.412018E-04
7.400000E+01	2.747113E-03	1.264435E-04
7.600000E+01	2.772729E-03	1.136354E-04
7.800000E+01	2.794891E-03	1.025547E-04
8.000000E+01	2.814009E-03	9.299531E-05
8.200000E+01	2.830460E-03	8.476976E-05
8.400000E+01	2.844580E-03	7.770991E-05
8.600000E+01	2.856667E-03	7.166653E-05
8.800000E+01	2.866983E-03	6.650841E-05
9.000000E+01	2.875758E-03	6.212095E-05
9.200000E+01	2.883191E-03	5.840462E-05
9.400000E+01	2.889453E-03	5.527334E-05
9.600000E+01	2.894694E-03	5.265296E-05
9.800000E+01	2.899041E-03	5.047971E-05
