# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	1.142062E-13	8.788001E-19	1.500000E-03	5.133650E-11	5.063721E-11	1.637864E-18	1.770302E-14	5.074314E-07	7.497463E-04
2.000000E+00	2.185633E-13	2.082656E-18	1.500000E-03	7.902632E-11	7.893058E-11	4.049328E-18	3.374863E-14	6.308030E-07	7.496846E-04
4.000000E+00	4.478964E-13	5.740616E-18	1.500000E-03	1.311957E-10	1.147580E-10	8.522731E-18	5.944844E-14	7.838991E-07	7.496080E-04
6.000000E+00	7.997070E-13	1.218696E-17	1.500000E-03	1.911437E-10	1.914303E-10	2.307689E-17	1.189808E-13	9.742221E-07	7.495128E-04
8.000000E+00	1.552913E-12	3.105040E-17	1.500000E-03	3.050780E-10	2.936668E-10	5.161528E-17	2.168637E-13	1.211362E-06	7.493942E-04
1.000000E+01	2.906630E-12	7.456498E-17	1.500000E-03	4.727168E-10	4.675562E-10	1.214792E-16	4.063938E-13	1.507637E-06	7.492459E-04
1.200000E+01	5.485132E-12	1.845872E-16	1.499999E-03	7.436691E-10	7.384775E-10	2.751448E-16	7.489800E-13	1.878929E-06	7.490602E-04
1.400000E+01	1.022082E-11	4.515593E-16	1.499999E-03	1.162967E-09	1.180819E-09	6.256880E-16	1.386891E-12	2.345789E-06	7.488265E-04
1.600000E+01	1.934221E-11	1.153925E-15	1.499998E-03	1.858713E-09	1.856876E-09	1.351329E-15	2.509889E-12	2.934874E-06	7.485316E-04
1.800000E+01	3.583998E-11	2.860180E-15	1.499997E-03	2.925571E-09	2.975438E-09	2.984418E-15	4.606470E-12	3.680813E-06	7.481581E-04
2.000000E+01	6.686548E-11	7.262619E-15	1.499995E-03	4.660380E-09	4.718731E-09	6.378593E-15	8.340408E-12	4.628620E-06	7.476834E-04
2.200000E+01	1.237670E-10	1.831637E-14	1.499992E-03	7.398044E-09	7.506700E-09	1.359877E-14	1.512149E-11	5.836787E-06	7.470779E-04
