# temperature	SE	SE+SE
0.000000E+00	3.714328E-07	7.314284E-06
2.000000E+00	4.845782E-07	7.257711E-06
4.000000E+00	6.290058E-07	7.185497E-06
6.000000E+00	8.121051E-07	7.093947E-06
8.000000E+00	1.042477E-06	6.978762E-06
1.000000E+01	1.329876E-06	6.835062E-06
1.200000E+01	1.684995E-06	6.657502E-06
1.400000E+01	2.119005E-06	6.440498E-06
1.600000E+01	2.642764E-06	6.178618E-06
1.800000E+01	3.265608E-06	5.867196E-06
2.000000E+01	3.993651E-06	5.503174E-06
2.200000E+01	4.827643E-06	5.086179E-06
2.400000E+01	5.760566E-06	4.619717E-06
2.600000E+01	6.775462E-06	4.112269E-06
2.800000E+01	7.844271E-06	3.577865E-06
3.000000E+01	8.928708E-06	3.035646E-06
3.200000E+01	9.984023E-06	2.507988E-06
3.400000E+01	1.096558E-05	2.017208E-06
3.600000E+01	1.183674E-05	1.581632E-06
3.800000E+01	1.257515E-05	1.212423E-06
4.000000E+01	1.317511E-05	9.124439E-07
4.200000E+01	1.364515E-05	6.774266E-07
4.400000E+01	1.400283E-05	4.985861E-07
4.600000E+01	1.426921E-05	3.653969E-07
4.800000E+01	1.446471E-05	2.676439E-07
5.000000E+01	1.460696E-05	1.965222E-07
5.200000E+01	1.471003E-05	1.449861E-07
5.400000E+01	1.478468E-05	1.076611E-07
5.600000E+01	1.483886E-05	8.057171E-08
5.800000E+01	1.487834E-05	6.083246E-08
6.000000E+01	1.490726E-05	4.637244E-08
6.200000E+01	1.492857E-05	3.571343E-08
6.400000E+01	1.494440E-05	2.780213E-08
6.600000E+01	1.495623E-05	2.188733E-08
6.800000E+01	1.496514E-05	1.743179E-08
7.000000E+01	1.497190E-05	1.404970E-08
7.200000E+01	1.497707E-05	1.146264E-08
7.400000E+01	1.498106E-05	9.468574E-09
7.600000E+01	1.498416E-05	7.919990E-09
7.800000E+01	1.498658E-05	6.708534E-09
8.000000E+01	1.498849E-05	5.754088E-09
8.200000E+01	1.499001E-05	4.997031E-09
8.400000E+01	1.499121E-05	4.392702E-09
8.600000E+01	1.499219E-05	3.907424E-09
8.800000E+01	1.499297E-05	3.515644E-09
9.000000E+01	1.499360E-05	3.197840E-09
9.200000E+01	1.499412E-05	2.939009E-09
9.400000E+01	1.499454E-05	2.727547E-09
9.600000E+01	1.499489E-05	2.554424E-09
9.800000E+01	1.499517E-05	2.412571E-09
