# temperature	SE	SE+SE
0.000000E+00	8.201724E-04	3.399138E-04
2.000000E+00	8.698365E-04	3.150818E-04
4.000000E+00	9.186280E-04	2.906860E-04
6.000000E+00	9.661358E-04	2.669321E-04
8.000000E+00	1.011980E-03	2.440101E-04
1.000000E+01	1.055824E-03	2.220882E-04
1.200000E+01	1.097386E-03	2.013072E-04
1.400000E+01	1.136447E-03	1.817767E-04
1.600000E+01	1.172854E-03	1.635731E-04
1.800000E+01	1.206521E-03	1.467395E-04
2.000000E+01	1.237425E-03	1.312875E-04
2.200000E+01	1.265599E-03	1.172004E-04
2.400000E+01	1.291125E-03	1.044373E-04
2.600000E+01	1.314124E-03	9.293824E-05
2.800000E+01	1.334742E-03	8.262883E-05
3.000000E+01	1.353149E-03	7.342534E-05
3.200000E+01	1.369522E-03	6.523883E-05
3.400000E+01	1.384042E-03	5.797877E-05
3.600000E+01	1.396888E-03	5.155587E-05
3.800000E+01	1.408231E-03	4.588429E-05
4.000000E+01	1.418234E-03	4.088311E-05
4.200000E+01	1.427046E-03	3.647724E-05
4.400000E+01	1.434804E-03	3.259791E-05
4.600000E+01	1.441634E-03	2.918285E-05
4.800000E+01	1.447648E-03	2.617610E-05
5.000000E+01	1.452944E-03	2.352780E-05
5.200000E+01	1.457613E-03	2.119371E-05
5.400000E+01	1.461730E-03	1.913482E-05
5.600000E+01	1.465366E-03	1.731683E-05
5.800000E+01	1.468581E-03	1.570966E-05
6.000000E+01	1.471426E-03	1.428701E-05
6.200000E+01	1.473948E-03	1.302593E-05
6.400000E+01	1.476187E-03	1.190637E-05
6.600000E+01	1.478178E-03	1.091088E-05
6.800000E+01	1.479951E-03	1.002427E-05
7.000000E+01	1.481533E-03	9.233275E-06
7.200000E+01	1.482947E-03	8.526365E-06
7.400000E+01	1.484213E-03	7.893482E-06
7.600000E+01	1.485348E-03	7.325857E-06
7.800000E+01	1.486368E-03	6.815838E-06
8.000000E+01	1.487287E-03	6.356742E-06
8.200000E+01	1.488115E-03	5.942727E-06
8.400000E+01	1.488863E-03	5.568682E-06
8.600000E+01	1.489540E-03	5.230128E-06
8.800000E+01	1.490154E-03	4.923139E-06
9.000000E+01	1.490711E-03	4.644265E-06
9.200000E+01	1.491219E-03	4.390473E-06
9.400000E+01	1.491682E-03	4.159093E-06
9.600000E+01	1.492104E-03	3.947773E-06
9.800000E+01	1.492491E-03	3.754432E-06
