# temperature	SE	SE+SE
0.000000E+00	2.340451E-03	1.079774E-03
2.000000E+00	2.500463E-03	9.997684E-04
4.000000E+00	2.658741E-03	9.206296E-04
6.000000E+00	2.813721E-03	8.431393E-04
8.000000E+00	2.963918E-03	7.680410E-04
1.000000E+01	3.107979E-03	6.960104E-04
1.200000E+01	3.244741E-03	6.276293E-04
1.400000E+01	3.373271E-03	5.633643E-04
1.600000E+01	3.492892E-03	5.035543E-04
1.800000E+01	3.603188E-03	4.484059E-04
2.000000E+01	3.704004E-03	3.979980E-04
2.200000E+01	3.795414E-03	3.522932E-04
2.400000E+01	3.877690E-03	3.111550E-04
2.600000E+01	3.951264E-03	2.743680E-04
2.800000E+01	4.016682E-03	2.416593E-04
3.000000E+01	4.074563E-03	2.127186E-04
3.200000E+01	4.125567E-03	1.872167E-04
3.400000E+01	4.170361E-03	1.648197E-04
3.600000E+01	4.209598E-03	1.452012E-04
3.800000E+01	4.243899E-03	1.280504E-04
4.000000E+01	4.273845E-03	1.130777E-04
4.200000E+01	4.299965E-03	1.000176E-04
4.400000E+01	4.322739E-03	8.863038E-05
4.600000E+01	4.342597E-03	7.870146E-05
4.800000E+01	4.359918E-03	7.004091E-05
5.000000E+01	4.375037E-03	6.248159E-05
5.200000E+01	4.388245E-03	5.587728E-05
5.400000E+01	4.399799E-03	5.010065E-05
5.600000E+01	4.409918E-03	4.504118E-05
5.800000E+01	4.418794E-03	4.060317E-05
6.000000E+01	4.426592E-03	3.670395E-05
6.200000E+01	4.433456E-03	3.327215E-05
6.400000E+01	4.439508E-03	3.024624E-05
6.600000E+01	4.444854E-03	2.757317E-05
6.800000E+01	4.449586E-03	2.520718E-05
7.000000E+01	4.453782E-03	2.310885E-05
7.200000E+01	4.457512E-03	2.124414E-05
7.400000E+01	4.460833E-03	1.958366E-05
7.600000E+01	4.463796E-03	1.810201E-05
7.800000E+01	4.466446E-03	1.677721E-05
8.000000E+01	4.468820E-03	1.559023E-05
8.200000E+01	4.470951E-03	1.452454E-05
8.400000E+01	4.472868E-03	1.356580E-05
8.600000E+01	4.474597E-03	1.270154E-05
8.800000E+01	4.476158E-03	1.192088E-05
9.000000E+01	4.477571E-03	1.121434E-05
9.200000E+01	4.478853E-03	1.057362E-05
9.400000E+01	4.480017E-03	9.991480E-06
9.600000E+01	4.481077E-03	9.461546E-06
9.800000E+01	4.482044E-03	8.978236E-06
