# temperature	SE	SE+SE
0.000000E+00	2.332096E-07	2.883395E-06
2.000000E+00	3.035642E-07	2.848218E-06
4.000000E+00	3.928986E-07	2.803551E-06
6.000000E+00	5.053845E-07	2.747308E-06
8.000000E+00	6.456758E-07	2.677162E-06
1.000000E+01	8.187341E-07	2.590633E-06
1.200000E+01	1.029504E-06	2.485248E-06
1.400000E+01	1.282385E-06	2.358807E-06
1.600000E+01	1.580468E-06	2.209766E-06
1.800000E+01	1.924522E-06	2.037739E-06
2.000000E+01	2.311822E-06	1.844089E-06
2.200000E+01	2.735038E-06	1.632481E-06
2.400000E+01	3.181592E-06	1.409204E-06
2.600000E+01	3.634027E-06	1.182987E-06
2.800000E+01	4.071869E-06	9.640653E-07
3.000000E+01	4.474958E-06	7.625210E-07
3.200000E+01	4.827362E-06	5.863191E-07
3.400000E+01	5.120340E-06	4.398300E-07
3.600000E+01	5.353046E-06	3.234770E-07
3.800000E+01	5.530915E-06	2.345425E-07
4.000000E+01	5.662868E-06	1.685662E-07
4.200000E+01	5.758686E-06	1.206570E-07
4.400000E+01	5.827307E-06	8.634645E-08
4.600000E+01	5.876072E-06	6.196400E-08
4.800000E+01	5.910621E-06	4.468934E-08
5.000000E+01	5.935110E-06	3.244514E-08
5.200000E+01	5.952518E-06	2.374110E-08
5.400000E+01	5.964951E-06	1.752464E-08
5.600000E+01	5.973883E-06	1.305855E-08
5.800000E+01	5.980343E-06	9.828313E-09
6.000000E+01	5.985050E-06	7.474811E-09
6.200000E+01	5.988506E-06	5.746877E-09
6.400000E+01	5.991064E-06	4.468165E-09
6.600000E+01	5.992972E-06	3.514255E-09
6.800000E+01	5.994406E-06	2.796875E-09
7.000000E+01	5.995494E-06	2.253010E-09
7.200000E+01	5.996325E-06	1.837389E-09
7.400000E+01	5.996965E-06	1.517268E-09
7.600000E+01	5.997462E-06	1.268805E-09
7.800000E+01	5.997851E-06	1.074518E-09
8.000000E+01	5.998157E-06	9.215020E-10
8.200000E+01	5.998400E-06	8.001644E-10
8.400000E+01	5.998593E-06	7.033264E-10
8.600000E+01	5.998749E-06	6.255789E-10
8.800000E+01	5.998874E-06	5.628195E-10
9.000000E+01	5.998976E-06	5.119162E-10
9.200000E+01	5.999059E-06	4.704626E-10
9.400000E+01	5.999127E-06	4.365980E-10
9.600000E+01	5.999182E-06	4.088749E-10
9.800000E+01	5.999228E-06	3.861605E-10
