# temperature	SE	SE+SE
0.000000E+00	2.964852E-05	1.757403E-07
2.000000E+00	2.971310E-05	1.434495E-07
4.000000E+00	2.976502E-05	1.174875E-07
6.000000E+00	2.980687E-05	9.656368E-08
8.000000E+00	2.984069E-05	7.965515E-08
1.000000E+01	2.986810E-05	6.595219E-08
1.200000E+01	2.989037E-05	5.481359E-08
1.400000E+01	2.990854E-05	4.573118E-08
1.600000E+01	2.992340E-05	3.830170E-08
1.800000E+01	2.993559E-05	3.220456E-08
2.000000E+01	2.994563E-05	2.718437E-08
2.200000E+01	2.995393E-05	2.303723E-08
2.400000E+01	2.996080E-05	1.959995E-08
2.600000E+01	2.996652E-05	1.674156E-08
2.800000E+01	2.997129E-05	1.435668E-08
3.000000E+01	2.997528E-05	1.236031E-08
3.200000E+01	2.997863E-05	1.068365E-08
3.400000E+01	2.998146E-05	9.270887E-09
3.600000E+01	2.998385E-05	8.076624E-09
3.800000E+01	2.998587E-05	7.063802E-09
4.000000E+01	2.998760E-05	6.202103E-09
4.200000E+01	2.998907E-05	5.466645E-09
4.400000E+01	2.999033E-05	4.836955E-09
4.600000E+01	2.999141E-05	4.296137E-09
4.800000E+01	2.999234E-05	3.830211E-09
5.000000E+01	2.999314E-05	3.427576E-09
5.200000E+01	2.999384E-05	3.078580E-09
5.400000E+01	2.999445E-05	2.775170E-09
5.600000E+01	2.999498E-05	2.510609E-09
5.800000E+01	2.999544E-05	2.279249E-09
6.000000E+01	2.999585E-05	2.076337E-09
6.200000E+01	2.999620E-05	1.897869E-09
6.400000E+01	2.999652E-05	1.740457E-09
6.600000E+01	2.999680E-05	1.601234E-09
6.800000E+01	2.999704E-05	1.477761E-09
7.000000E+01	2.999726E-05	1.367962E-09
7.200000E+01	2.999746E-05	1.270066E-09
7.400000E+01	2.999763E-05	1.182556E-09
7.600000E+01	2.999779E-05	1.104131E-09
7.800000E+01	2.999793E-05	1.033672E-09
8.000000E+01	2.999806E-05	9.702140E-10
8.200000E+01	2.999817E-05	9.129254E-10
8.400000E+01	2.999828E-05	8.610846E-10
8.600000E+01	2.999837E-05	8.140657E-10
8.800000E+01	2.999846E-05	7.713246E-10
9.000000E+01	2.999854E-05	7.323867E-10
9.200000E+01	2.999861E-05	6.968378E-10
9.400000E+01	2.999867E-05	6.643152E-10
9.600000E+01	2.999873E-05	6.345005E-10
9.800000E+01	2.999879E-05	6.071143E-10
