# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
6.200000E+01	1.649400E-06	4.059348E-09	1.824924E-05	9.324652E-08	1.748769E-06	7.212115E-11	1.851671E-09	1.882645E-05	5.392267E-07
6.400000E+01	2.449924E-06	6.199582E-09	1.744235E-05	9.532828E-08	2.554755E-06	1.474736E-10	2.600806E-09	1.916132E-05	3.703751E-07
6.600000E+01	3.555632E-06	9.163102E-09	1.633007E-05	9.596740E-08	3.665760E-06	2.919562E-10	3.581599E-09	1.938974E-05	2.553544E-07
6.800000E+01	5.021919E-06	1.306147E-08	1.485678E-05	9.518282E-08	5.137300E-06	5.531804E-10	4.818008E-09	1.954476E-05	1.776184E-07
7.000000E+01	6.866383E-06	1.785213E-08	1.300502E-05	9.289431E-08	6.986703E-06	9.901095E-10	6.299054E-09	1.965053E-05	1.251377E-07
7.200000E+01	9.032936E-06	2.321418E-08	1.083166E-05	8.897896E-08	9.157086E-06	1.650631E-09	7.955687E-09	1.972392E-05	8.957087E-08
7.400000E+01	1.136507E-05	2.848435E-08	8.494561E-06	8.339769E-08	1.149073E-05	2.529404E-09	9.649229E-09	1.977637E-05	6.528912E-08
7.600000E+01	1.362230E-05	3.280305E-08	6.235728E-06	7.636504E-08	1.374601E-05	3.531843E-09	1.119479E-08	1.981535E-05	4.854744E-08
7.800000E+01	1.556155E-05	3.551619E-08	4.298970E-06	6.844746E-08	1.567961E-05	4.495068E-09	1.242881E-08	1.984539E-05	3.686870E-08
8.000000E+01	1.704209E-05	3.654712E-08	2.824373E-06	6.044273E-08	1.715180E-05	5.274196E-09	1.328186E-08	1.986904E-05	2.861536E-08
8.200000E+01	1.806537E-05	3.635400E-08	1.808846E-06	5.307552E-08	1.816573E-05	5.814768E-09	1.379323E-08	1.988773E-05	2.270180E-08
8.400000E+01	1.872536E-05	3.555411E-08	1.156766E-06	4.676329E-08	1.881688E-05	6.146053E-09	1.406126E-08	1.990237E-05	1.840424E-08
8.600000E+01	1.913534E-05	3.462243E-08	7.538144E-07	4.160560E-08	1.921934E-05	6.330019E-09	1.418604E-08	1.991374E-05	1.523623E-08
8.800000E+01	1.938683E-05	3.382320E-08	5.080171E-07	3.750683E-08	1.946489E-05	6.423620E-09	1.424222E-08	1.992252E-05	1.286762E-08
9.000000E+01	1.954171E-05	3.326722E-08	3.574589E-07	3.429708E-08	1.961533E-05	6.467003E-09	1.427737E-08	1.992928E-05	1.107203E-08
9.200000E+01	1.963831E-05	3.298238E-08	2.639193E-07	3.180205E-08	1.970879E-05	6.485204E-09	1.431935E-08	1.993449E-05	9.692527E-09
9.400000E+01	1.969952E-05	3.296035E-08	2.046846E-07	2.987148E-08	1.976795E-05	6.492936E-09	1.438378E-08	1.993851E-05	8.619174E-09
9.600000E+01	1.973885E-05	3.318078E-08	1.664038E-07	2.838535E-08	1.980612E-05	6.498603E-09	1.447921E-08	1.994159E-05	7.774096E-09
9.800000E+01	1.976431E-05	3.362213E-08	1.411954E-07	2.725127E-08	1.983118E-05	6.506931E-09	1.461025E-08	1.994394E-05	7.101527E-09
