# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	3.739963E-14	9.424217E-20	2.000000E-05	1.938699E-12	2.061726E-12	2.715188E-21	8.312183E-17	5.851725E-08	9.970740E-06
2.000000E+00	7.305409E-14	2.326762E-19	2.000000E-05	3.045150E-12	3.148595E-12	6.443560E-21	1.552020E-16	7.272161E-08	9.963638E-06
4.000000E+00	1.407548E-13	5.669302E-19	2.000000E-05	4.751219E-12	4.868960E-12	1.534211E-20	2.906654E-16	9.033582E-08	9.954830E-06
6.000000E+00	2.672086E-13	1.360612E-18	1.999999E-05	7.356446E-12	7.638884E-12	3.674646E-20	5.468707E-16	1.122139E-07	9.943889E-06
8.000000E+00	5.086568E-13	3.331368E-18	1.999999E-05	1.150308E-11	1.195407E-11	8.552637E-20	1.016186E-15	1.394439E-07	9.930272E-06
1.000000E+01	9.581230E-13	8.102108E-18	1.999998E-05	1.792376E-11	1.891214E-11	1.987539E-19	1.890822E-15	1.734177E-07	9.913282E-06
1.200000E+01	1.804933E-12	1.998708E-17	1.999997E-05	2.812146E-11	2.992276E-11	4.517418E-19	3.487538E-15	2.159209E-07	9.892025E-06
1.400000E+01	3.383003E-12	4.947074E-17	1.999995E-05	4.418248E-11	4.756685E-11	1.015314E-18	6.412526E-15	2.692494E-07	9.865353E-06
1.600000E+01	6.315132E-12	1.230071E-16	1.999992E-05	6.955042E-11	7.583055E-11	2.253636E-18	1.174700E-14	3.363571E-07	9.831787E-06
1.800000E+01	1.172895E-11	3.063205E-16	1.999988E-05	1.095176E-10	1.212262E-10	4.953941E-18	2.146820E-14	4.210422E-07	9.789424E-06
2.000000E+01	2.167866E-11	7.634032E-16	1.999981E-05	1.724166E-10	1.940577E-10	1.078788E-17	3.913996E-14	5.281765E-07	9.735826E-06
2.200000E+01	3.985660E-11	1.899459E-15	1.999969E-05	2.710159E-10	3.108050E-10	2.331189E-17	7.122232E-14	6.639821E-07	9.667873E-06
2.400000E+01	7.287043E-11	4.708211E-15	1.999950E-05	4.247758E-10	4.975263E-10	5.005235E-17	1.293667E-13	8.363514E-07	9.581612E-06
2.600000E+01	1.324646E-10	1.159967E-14	1.999920E-05	6.629117E-10	7.951648E-10	1.068947E-16	2.345081E-13	1.055199E-06	9.472069E-06
2.800000E+01	2.393799E-10	2.833940E-14	1.999873E-05	1.028528E-09	1.267540E-09	2.272844E-16	4.240438E-13	1.332813E-06	9.333079E-06
3.000000E+01	4.300288E-10	6.850270E-14	1.999799E-05	1.583941E-09	2.013207E-09	4.814412E-16	7.642289E-13	1.684141E-06	9.157137E-06
3.200000E+01	7.678441E-10	1.634195E-13	1.999682E-05	2.416627E-09	3.183425E-09	1.016700E-15	1.371434E-12	2.126903E-06	8.935340E-06
3.400000E+01	1.362871E-09	3.839611E-13	1.999499E-05	3.646181E-09	5.007369E-09	2.140899E-15	2.447067E-12	2.681351E-06	8.657500E-06
3.600000E+01	2.404470E-09	8.865168E-13	1.999216E-05	5.428815E-09	7.830713E-09	4.496894E-15	4.334950E-12	3.369411E-06	8.312578E-06
3.800000E+01	4.216304E-09	2.007274E-12	1.998782E-05	7.958269E-09	1.217096E-08	9.424887E-15	7.611092E-12	4.212840E-06	7.889597E-06
4.000000E+01	7.346933E-09	4.448276E-12	1.998119E-05	1.145731E-08	1.879988E-08	1.971820E-14	1.322009E-11	5.230003E-06	7.379263E-06
4.200000E+01	1.271667E-08	9.629614E-12	1.997111E-05	1.615385E-08	2.886703E-08	4.120577E-14	2.267279E-11	6.430941E-06	6.776441E-06
4.400000E+01	2.185003E-08	2.032428E-11	1.995587E-05	2.223518E-08	4.408737E-08	8.608919E-14	3.831755E-11	7.810812E-06	6.083457E-06
4.600000E+01	3.723227E-08	4.173716E-11	1.993291E-05	2.977836E-08	6.703006E-08	1.800450E-13	6.368946E-11	9.342724E-06	5.313717E-06
4.800000E+01	6.283574E-08	8.321236E-11	1.989833E-05	3.866718E-08	1.015647E-07	3.774924E-13	1.039312E-10	1.097250E-05	4.494363E-06
5.000000E+01	1.048629E-07	1.607125E-10	1.984629E-05	4.852793E-08	1.535444E-07	7.946745E-13	1.662773E-10	1.261952E-05	3.665893E-06
5.200000E+01	1.727514E-07	3.000920E-10	1.976791E-05	5.873482E-08	2.318224E-07	1.681462E-12	2.606195E-10	1.418758E-05	2.876712E-06
5.400000E+01	2.804863E-07	5.410514E-10	1.964991E-05	6.852427E-08	3.496853E-07	3.575932E-12	4.002257E-10	1.558582E-05	2.172627E-06
5.600000E+01	4.482692E-07	9.416545E-10	1.947265E-05	7.719293E-08	5.267275E-07	7.630217E-12	6.027063E-10	1.675189E-05	1.585157E-06
5.800000E+01	7.045335E-07	1.583327E-09	1.920802E-05	8.427705E-08	7.910534E-07	1.627350E-11	8.911964E-10	1.766517E-05	1.124832E-06
6.000000E+01	1.088060E-06	2.575756E-09	1.881718E-05	8.960997E-08	1.181457E-06	3.449237E-11	1.295399E-09	1.834324E-05	7.829294E-07
