# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	1.755704E-14	2.076889E-20	9.999998E-07	2.024744E-13	2.195922E-13	3.080150E-23	1.969594E-18	1.301846E-08	4.934907E-07
2.000000E+00	3.363351E-14	4.931819E-20	9.999997E-07	3.115120E-13	3.419472E-13	7.599945E-23	3.745227E-18	1.615854E-08	4.919206E-07
4.000000E+00	6.354964E-14	1.155659E-19	9.999995E-07	4.759122E-13	5.392078E-13	1.881589E-22	7.141428E-18	2.004157E-08	4.899790E-07
6.000000E+00	1.206415E-13	2.773493E-19	9.999991E-07	7.354571E-13	8.459669E-13	4.506738E-22	1.341068E-17	2.484789E-08	4.875757E-07
8.000000E+00	2.251841E-13	6.529022E-19	9.999987E-07	1.124959E-12	1.350121E-12	1.090973E-21	2.535362E-17	3.080417E-08	4.845974E-07
1.000000E+01	4.211259E-13	1.565234E-18	9.999978E-07	1.735158E-12	2.151392E-12	2.572014E-21	4.737494E-17	3.819553E-08	4.809014E-07
1.200000E+01	7.817425E-13	3.749341E-18	9.999965E-07	2.672651E-12	3.454364E-12	6.020368E-21	8.834600E-17	4.738013E-08	4.763086E-07
1.400000E+01	1.445216E-12	9.028363E-18	9.999944E-07	4.122377E-12	5.567276E-12	1.390839E-20	1.639211E-16	5.880605E-08	4.705949E-07
1.600000E+01	2.657260E-12	2.177878E-17	9.999910E-07	6.354064E-12	9.010737E-12	3.182115E-20	3.030701E-16	7.302992E-08	4.634819E-07
1.800000E+01	4.858191E-12	5.255415E-17	9.999854E-07	9.775717E-12	1.463347E-11	7.218592E-20	5.584648E-16	9.073503E-08	4.546276E-07
2.000000E+01	8.830309E-12	1.266605E-16	9.999762E-07	1.499139E-11	2.382051E-11	1.625461E-19	1.025557E-15	1.127452E-07	4.436199E-07
2.200000E+01	1.595220E-11	3.042780E-16	9.999612E-07	2.287553E-11	3.882644E-11	3.637950E-19	1.876341E-15	1.400272E-07	4.299750E-07
2.400000E+01	2.863704E-11	7.271256E-16	9.999367E-07	3.466331E-11	6.329839E-11	8.101727E-19	3.417690E-15	1.736691E-07	4.131481E-07
2.600000E+01	5.107514E-11	1.724507E-15	9.998969E-07	5.203542E-11	1.031074E-10	1.797306E-18	6.190481E-15	2.148168E-07	3.925656E-07
2.800000E+01	9.048459E-11	4.049158E-15	9.998323E-07	7.716691E-11	1.676484E-10	3.975989E-18	1.113209E-14	2.645437E-07	3.676896E-07
3.000000E+01	1.591931E-10	9.387744E-15	9.997281E-07	1.126753E-10	2.718675E-10	8.779727E-18	1.983148E-14	3.236244E-07	3.381314E-07
3.200000E+01	2.780528E-10	2.142952E-14	9.995605E-07	1.613682E-10	4.394289E-10	1.937229E-17	3.490783E-14	3.921947E-07	3.038220E-07
3.400000E+01	4.819522E-10	4.801595E-14	9.992923E-07	2.256841E-10	7.076717E-10	4.276029E-17	6.053153E-14	4.693180E-07	2.652281E-07
3.600000E+01	8.285339E-10	1.052613E-13	9.988645E-07	3.067804E-10	1.135422E-09	9.454189E-17	1.030793E-13	5.525680E-07	2.235626E-07
3.800000E+01	1.411671E-09	2.250143E-13	9.981844E-07	4.034339E-10	1.815384E-09	2.096831E-16	1.718869E-13	6.378626E-07	1.808669E-07
4.000000E+01	2.381858E-09	4.675318E-13	9.971059E-07	5.112681E-10	2.893780E-09	4.671838E-16	2.800921E-13	7.198767E-07	1.398059E-07
4.200000E+01	3.976593E-09	9.416382E-13	9.953985E-07	6.230463E-10	4.601074E-09	1.046821E-15	4.457269E-13	7.931972E-07	1.030896E-07
4.400000E+01	6.565433E-09	1.835008E-12	9.927005E-07	7.303757E-10	7.298780E-09	2.359505E-15	6.934707E-13	8.538674E-07	7.270076E-08
4.600000E+01	1.071647E-08	3.457701E-12	9.884505E-07	8.260771E-10	1.154840E-08	5.344230E-15	1.057565E-12	9.004532E-07	4.935983E-08
4.800000E+01	1.729251E-08	6.302177E-12	9.817891E-07	9.057740E-10	1.820928E-08	1.213413E-14	1.586069E-12	9.339673E-07	3.256267E-08
5.000000E+01	2.758376E-08	1.112020E-11	9.714261E-07	9.679124E-10	2.857151E-08	2.751613E-14	2.346091E-12	9.568760E-07	2.107685E-08
5.200000E+01	4.347596E-08	1.900683E-11	9.554733E-07	1.012680E-09	4.452310E-08	6.202218E-14	3.429146E-12	9.719801E-07	1.350189E-08
5.400000E+01	6.763203E-08	3.145719E-11	9.312643E-07	1.040736E-09	6.873045E-08	1.381442E-13	4.954871E-12	9.817147E-07	8.619786E-09
5.600000E+01	1.036169E-07	5.031235E-11	8.952303E-07	1.052264E-09	1.047621E-07	3.018374E-13	7.069350E-12	9.879148E-07	5.512946E-09
5.800000E+01	1.558020E-07	7.743071E-11	8.429967E-07	1.046429E-09	1.569921E-07	6.409507E-13	9.930571E-12	9.918515E-07	3.546055E-09
6.000000E+01	2.287388E-07	1.138359E-10	7.700123E-07	1.021205E-09	2.299714E-07	1.306878E-12	1.366875E-11	9.943637E-07	2.300707E-09
6.200000E+01	3.255530E-07	1.581423E-10	6.731570E-07	9.736771E-10	3.268197E-07	2.518919E-12	1.830737E-11	9.959896E-07	1.509191E-09
6.400000E+01	4.450725E-07	2.046062E-10	5.536172E-07	9.011559E-10	4.463502E-07	4.501602E-12	2.364473E-11	9.970695E-07	1.002863E-09
6.600000E+01	5.785079E-07	2.425647E-10	4.202034E-07	8.035154E-10	5.797528E-07	7.302564E-12	2.914968E-11	9.978149E-07	6.762374E-10
6.800000E+01	7.089158E-07	2.602806E-10	2.898773E-07	6.863366E-10	7.100675E-07	1.056808E-11	3.401621E-11	9.983528E-07	4.634419E-10
7.000000E+01	8.175273E-07	2.530686E-10	1.814045E-07	5.621439E-10	8.185309E-07	1.358967E-11	3.750786E-11	9.987538E-07	3.232634E-10
7.200000E+01	8.942761E-07	2.275300E-10	1.048226E-07	4.461964E-10	8.951064E-07	1.577193E-11	3.939046E-11	9.990548E-07	2.298046E-10
7.400000E+01	9.415542E-07	1.955026E-10	5.770571E-08	3.491134E-10	9.422203E-07	1.700700E-11	3.997945E-11	9.992775E-07	1.666939E-10
7.600000E+01	9.681632E-07	1.656954E-10	3.123165E-08	2.737458E-10	9.686935E-07	1.753964E-11	3.979061E-11	9.994395E-07	1.235026E-10
7.800000E+01	9.824848E-07	1.415703E-10	1.701439E-08	2.176597E-10	9.829110E-07	1.766420E-11	3.924244E-11	9.995560E-07	9.353045E-11
8.000000E+01	9.901011E-07	1.233578E-10	9.475496E-09	1.766718E-10	9.904507E-07	1.758745E-11	3.858769E-11	9.996399E-07	7.243231E-11
8.200000E+01	9.941834E-07	1.101011E-10	5.449583E-09	1.468245E-10	9.944776E-07	1.742676E-11	3.795707E-11	9.997005E-07	5.736272E-11
8.400000E+01	9.964134E-07	1.006719E-10	3.260299E-09	1.249968E-10	9.966678E-07	1.724257E-11	3.741205E-11	9.997447E-07	4.643941E-11
8.600000E+01	9.976623E-07	9.411361E-11	2.040588E-09	1.089055E-10	9.978883E-07	1.706444E-11	3.697901E-11	9.997773E-07	3.840419E-11
8.800000E+01	9.983815E-07	8.970036E-11	1.342153E-09	9.693258E-11	9.985874E-07	1.690627E-11	3.666751E-11	9.998016E-07	3.240691E-11
9.000000E+01	9.988077E-07	8.690709E-11	9.304973E-10	8.794407E-11	9.989995E-07	1.677422E-11	3.647943E-11	9.998198E-07	2.786682E-11
9.200000E+01	9.990674E-07	8.536172E-11	6.807312E-10	8.114622E-11	9.992495E-07	1.667061E-11	3.641329E-11	9.998337E-07	2.438272E-11
9.400000E+01	9.992295E-07	8.480293E-11	5.248979E-10	7.598118E-11	9.994054E-07	1.659593E-11	3.646641E-11	9.998442E-07	2.167430E-11
9.600000E+01	9.993327E-07	8.504780E-11	4.251450E-10	7.205408E-11	9.995051E-07	1.654974E-11	3.663588E-11	9.998522E-07	1.954349E-11
9.800000E+01	9.993991E-07	8.596861E-11	3.598676E-10	6.908308E-11	9.995702E-07	1.653125E-11	3.691899E-11	9.998583E-07	1.784871E-11
