# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	2.543762E-16	4.359769E-24	3.595738E-36	1.701893E-44	2.804572E-26	6.600938E-14	2.349660E-15	2.763961E-07	2.498618E-04	4.021233E-17	2.154210E-24	4.189130E-12	1.120949E-20	4.007562E-29	1.811675E-37
2.000000E+00	8.747050E-16	3.335693E-23	7.726081E-35	9.159845E-43	2.179480E-25	1.825741E-13	4.288549E-15	3.394367E-07	2.498303E-04	5.547501E-17	2.340559E-24	4.463017E-12	1.294641E-20	4.123973E-29	1.755799E-37
4.000000E+00	2.336728E-15	1.562498E-22	7.955487E-34	1.841642E-41	1.037773E-24	3.951139E-13	7.781393E-15	4.158510E-07	2.497921E-04	9.830410E-17	4.142747E-24	6.098164E-12	2.406638E-20	8.764293E-29	4.483349E-37
6.000000E+00	7.925471E-15	1.196971E-21	1.713708E-32	9.874439E-40	8.087616E-24	1.093487E-12	1.404201E-14	5.083443E-07	2.497458E-04	1.368347E-16	4.489995E-24	6.546111E-12	2.698500E-20	8.823939E-29	4.236678E-37
8.000000E+00	2.077799E-14	5.558786E-21	1.742998E-31	1.941116E-38	3.824554E-23	2.356201E-12	2.521344E-14	6.201875E-07	2.496899E-04	2.455927E-16	8.074355E-24	9.074660E-12	4.928664E-20	1.868071E-28	1.081180E-36
1.000000E+01	8.265777E-14	6.030078E-20	6.332553E-30	2.078402E-36	4.230224E-22	7.759327E-12	4.507115E-14	7.553605E-07	2.496223E-04	2.893743E-16	6.281116E-24	8.279478E-12	3.809256E-20	1.101566E-28	5.033332E-37
1.200000E+01	1.427654E-13	1.250471E-19	1.924950E-29	8.124080E-36	8.961685E-22	1.117190E-11	8.025826E-14	9.187450E-07	2.495406E-04	7.819778E-16	2.593959E-23	1.737822E-11	1.523693E-19	7.743897E-28	6.401598E-36
1.400000E+01	3.321397E-13	4.768536E-19	1.461595E-28	1.073528E-34	3.500774E-21	2.181201E-11	1.424621E-13	1.116385E-06	2.494418E-04	1.561700E-15	5.933955E-23	2.704400E-11	3.281960E-19	2.179880E-27	2.410863E-35
1.600000E+01	7.572143E-13	1.768491E-18	1.067011E-27	1.342329E-33	1.334937E-20	4.199512E-11	2.522650E-13	1.355841E-06	2.493220E-04	3.167827E-15	1.425497E-22	4.287345E-11	7.203974E-19	6.402079E-27	9.638027E-35
1.800000E+01	1.560087E-12	5.419456E-18	5.870778E-27	1.147297E-32	4.226660E-20	7.349312E-11	4.459951E-13	1.646689E-06	2.491766E-04	7.076786E-15	4.237458E-22	7.503970E-11	1.898191E-18	2.509638E-26	5.678714E-34
2.000000E+01	3.257953E-12	1.724166E-17	3.432054E-26	1.058802E-31	1.397761E-19	1.310393E-10	7.879992E-13	2.001194E-06	2.489993E-04	1.552418E-14	1.240122E-21	1.292057E-10	4.782312E-18	9.338346E-26	3.128863E-33
2.200000E+01	6.515173E-12	5.075531E-17	1.795618E-25	8.385620E-31	4.308266E-19	2.247297E-10	1.392798E-12	2.435257E-06	2.487821E-04	3.540039E-14	4.002053E-21	2.315175E-10	1.293508E-17	3.923855E-25	2.031203E-32
2.400000E+01	1.315659E-11	1.534757E-16	9.844242E-25	7.027248E-30	1.375558E-18	3.905735E-10	2.465437E-12	2.969716E-06	2.485147E-04	7.958768E-14	1.279378E-20	4.091852E-10	3.385573E-17	1.592188E-24	1.260712E-31
2.600000E+01	2.681265E-11	4.752536E-16	5.634690E-24	6.195214E-29	4.540101E-18	6.868335E-10	4.375620E-12	3.632136E-06	2.481832E-04	1.765393E-13	4.050430E-20	7.134551E-10	8.605483E-17	6.264320E-24	7.521174E-31
2.800000E+01	5.407672E-11	1.446226E-15	3.167839E-23	5.292281E-28	1.487633E-17	1.197123E-09	7.795138E-12	4.459244E-06	2.477691E-04	3.940463E-13	1.318695E-19	1.251117E-09	2.214328E-16	2.538726E-23	4.675901E-30
3.000000E+01	1.087565E-10	4.381503E-15	1.784837E-22	4.496835E-27	4.905029E-17	2.081459E-09	1.395466E-11	5.500196E-06	2.472478E-04	8.783676E-13	4.342204E-19	2.189387E-09	5.693925E-16	1.037096E-22	2.944393E-29
3.200000E+01	2.181271E-10	1.318794E-14	1.005038E-21	3.784928E-26	1.624367E-16	3.606231E-09	2.512673E-11	6.820904E-06	2.465858E-04	1.955027E-12	1.443957E-18	3.822427E-09	1.465825E-15	4.272017E-22	1.879701E-28
3.400000E+01	4.365113E-10	3.938842E-14	5.646771E-21	3.148079E-25	5.395786E-16	6.221428E-09	4.553837E-11	8.509612E-06	2.457387E-04	4.341453E-12	4.837907E-18	6.653613E-09	3.780002E-15	1.771715E-21	1.214637E-27
3.600000E+01	8.718769E-10	1.165624E-13	3.158543E-20	2.579864E-24	1.794532E-15	1.067830E-08	8.309798E-11	1.068390E-05	2.446468E-04	9.610742E-12	1.629615E-17	1.154079E-08	9.767447E-15	7.385776E-21	7.929461E-27
3.800000E+01	1.738493E-09	3.412626E-13	1.754583E-19	2.076868E-23	5.962683E-15	1.821740E-08	1.526569E-10	1.349912E-05	2.432312E-04	2.118734E-11	5.506275E-17	1.993534E-08	2.528565E-14	3.088739E-20	5.216186E-26
4.000000E+01	3.460416E-09	9.868160E-13	9.652384E-19	1.637092E-22	1.974391E-14	3.085890E-08	2.821293E-10	1.715800E-05	2.413881E-04	4.646157E-11	1.861931E-16	3.427506E-08	6.554105E-14	1.293041E-19	3.447074E-25
4.200000E+01	6.873678E-09	2.813457E-12	5.242482E-18	1.259338E-21	6.496979E-14	5.184080E-08	5.238390E-10	2.192064E-05	2.389838E-04	1.012123E-10	6.284913E-16	5.861887E-08	1.699138E-13	5.405433E-19	2.280224E-24
4.400000E+01	1.361667E-08	7.893195E-12	2.801433E-17	9.419843E-21	2.117879E-13	8.625048E-08	9.751697E-10	2.811337E-05	2.358492E-04	2.187051E-10	2.112023E-15	9.966379E-08	4.399416E-13	2.250701E-18	1.504026E-23
4.600000E+01	2.687419E-08	2.174477E-11	1.467326E-16	6.825331E-20	6.815314E-13	1.418938E-07	1.815141E-09	3.613363E-05	2.317758E-04	4.680154E-10	7.045295E-15	1.683429E-07	1.135615E-12	9.308087E-18	9.850702E-23
4.800000E+01	5.276952E-08	5.868683E-11	7.502094E-16	4.771244E-19	2.156717E-12	2.304010E-07	3.366779E-09	4.644677E-05	2.265159E-04	9.900254E-10	2.325636E-14	2.822963E-07	2.916307E-12	3.812040E-17	6.378100E-22
5.000000E+01	1.029076E-07	1.547748E-10	3.727095E-15	3.204022E-18	6.682961E-12	3.684695E-07	6.197956E-09	5.956842E-05	2.197885E-04	2.066067E-09	7.571389E-14	4.696189E-07	7.433822E-12	1.541132E-16	4.063894E-21
5.200000E+01	1.988858E-07	3.977579E-10	1.790294E-14	2.057491E-17	2.018217E-11	5.789637E-07	1.127252E-08	7.602473E-05	2.112954E-04	4.244096E-09	2.422402E-13	7.744033E-07	1.876336E-11	6.130068E-16	2.536114E-20
5.400000E+01	3.799949E-07	9.930490E-10	8.269326E-14	1.257409E-16	5.909263E-11	8.912812E-07	2.015208E-08	9.628205E-05	2.007522E-04	8.560410E-09	7.587380E-13	1.264725E-06	4.677639E-11	2.390730E-15	1.542662E-19
5.600000E+01	7.157425E-07	2.400641E-09	3.651101E-13	7.276893E-16	1.667971E-10	1.340031E-06	3.521610E-08	1.206392E-04	1.879362E-04	1.690770E-08	2.317059E-12	2.043768E-06	1.148756E-10	9.109153E-15	9.101330E-19
5.800000E+01	1.324976E-06	5.599942E-09	1.531120E-12	3.967653E-15	4.510766E-10	1.960802E-06	5.980394E-08	1.490831E-04	1.727528E-04	3.260242E-08	6.868950E-12	3.264714E-06	2.771785E-10	3.378325E-14	5.181852E-18
6.000000E+01	2.402740E-06	1.256068E-08	6.057804E-12	2.027857E-14	1.161123E-09	2.781998E-06	9.809325E-08	1.811218E-04	1.553127E-04	6.117496E-08	1.967657E-11	5.149675E-06	6.553105E-10	1.214916E-13	2.832561E-17
6.200000E+01	4.253839E-06	2.700019E-08	2.246026E-11	9.668146E-14	2.826088E-09	3.813001E-06	1.544649E-07	2.156326E-04	1.360024E-04	1.113145E-07	5.420269E-11	8.012109E-06	1.513880E-09	4.219908E-13	1.478751E-16
6.400000E+01	7.327920E-06	5.546497E-08	7.754577E-11	4.280761E-13	6.462925E-09	5.031434E-06	2.321753E-07	2.507864E-04	1.155160E-04	1.957209E-07	1.428759E-10	1.228062E-05	3.407659E-09	1.409902E-12	7.332477E-16
6.600000E+01	1.224530E-05	1.086795E-07	2.479896E-10	1.753582E-12	1.381233E-08	6.375353E-06	3.314849E-07	2.841209E-04	9.481440E-05	3.313651E-07	3.586069E-10	1.851938E-05	7.451484E-09	4.511443E-12	3.433442E-15
6.800000E+01	1.979809E-05	2.030015E-07	7.318730E-10	6.626318E-12	2.748138E-08	7.747012E-06	4.479266E-07	3.128044E-04	7.498883E-05	5.384289E-07	8.529138E-10	2.743656E-05	1.577815E-08	1.376059E-11	1.508722E-14
7.000000E+01	3.091037E-05	3.617782E-07	1.989869E-09	2.304718E-11	5.080971E-08	9.030389E-06	5.717588E-07	3.340584E-04	5.705290E-05	8.371312E-07	1.913281E-09	3.986645E-05	3.223694E-08	3.979948E-11	6.178199E-14
7.200000E+01	4.654376E-05	6.163372E-07	4.984717E-09	7.365281E-11	8.729934E-08	1.011593E-05	6.893150E-07	3.456164E-04	4.173684E-05	1.241870E-06	4.028811E-09	5.670536E-05	6.329709E-08	1.085026E-10	2.339014E-13
7.400000E+01	6.753839E-05	1.005919E-06	1.151681E-08	2.157913E-10	1.395550E-07	1.091999E-05	7.859572E-07	3.460782E-04	2.937245E-05	1.752722E-06	7.922398E-09	7.877757E-05	1.188853E-07	2.769001E-10	8.111991E-13
7.600000E+01	9.438511E-05	1.574781E-06	2.455943E-08	5.775890E-10	2.078174E-07	1.139090E-05	8.494988E-07	3.351076E-04	1.990864E-05	2.345734E-06	1.446263E-08	1.066156E-04	2.124661E-07	6.562974E-10	2.550270E-12
7.800000E+01	1.269489E-04	2.363624E-06	4.831308E-08	1.404851E-09	2.884118E-07	1.150482E-05	8.729584E-07	3.135180E-04	1.302202E-05	2.966113E-06	2.434860E-08	1.401707E-04	3.592364E-07	1.432378E-09	7.185582E-12
8.000000E+01	1.642197E-04	3.393579E-06	8.750864E-08	3.084770E-09	3.729267E-07	1.126289E-05	8.560025E-07	2.832904E-04	8.251180E-06	3.531398E-06	3.755857E-08	1.785324E-04	5.714408E-07	2.854717E-09	1.794405E-11
8.200000E+01	2.042365E-04	4.646493E-06	1.456280E-07	6.078683E-09	4.493885E-07	1.069638E-05	8.047934E-07	2.474482E-04	5.103392E-06	3.950982E-06	5.283389E-08	2.198108E-04	8.513825E-07	5.160846E-09	3.936456E-11
8.400000E+01	2.443376E-04	6.053550E-06	2.225667E-07	1.072088E-08	5.060823E-07	9.875244E-06	7.302223E-07	2.096442E-04	3.122315E-06	4.158962E-06	6.773665E-08	2.613514E-04	1.185634E-06	8.437301E-09	7.555284E-11
8.600000E+01	2.817545E-04	7.506321E-06	3.134204E-07	1.697653E-08	5.364712E-07	8.905441E-06	6.449930E-07	1.734397E-04	1.926137E-06	4.142794E-06	7.958471E-08	3.003225E-04	1.545624E-06	1.250252E-08	1.272551E-10
8.800000E+01	3.143220E-04	8.891004E-06	4.099316E-07	2.437850E-08	5.418074E-07	7.906922E-06	5.605392E-07	1.415256E-04	1.224698E-06	3.946607E-06	8.673530E-08	3.344572E-04	1.896518E-06	1.693033E-08	1.901652E-10
9.000000E+01	3.409395E-04	1.012619E-05	5.039569E-07	3.224779E-08	5.294441E-07	6.981830E-06	4.848745E-07	1.152740E-04	8.180836E-07	3.646123E-06	8.919819E-08	3.625653E-04	2.209451E-06	2.122604E-08	2.565477E-10
9.200000E+01	3.615724E-04	1.118058E-05	5.904174E-07	4.002098E-08	5.085838E-07	6.192981E-06	4.220009E-07	9.481487E-05	5.806490E-07	3.315013E-06	8.820593E-08	3.845689E-04	2.469176E-06	2.502109E-08	3.189458E-10
9.400000E+01	3.769050E-04	1.206547E-05	6.680066E-07	4.743359E-08	4.867800E-07	5.562483E-06	3.726720E-07	7.947203E-05	4.389922E-07	3.004275E-06	8.533245E-08	4.011571E-04	2.673911E-06	2.815492E-08	3.728600E-10
9.600000E+01	3.879174E-04	1.281509E-05	7.381117E-07	5.450182E-08	4.687175E-07	5.084183E-06	3.357242E-07	6.824846E-05	3.521386E-07	2.739480E-06	8.186494E-08	4.133440E-04	2.830379E-06	3.063880E-08	4.170593E-10
9.800000E+01	3.955821E-04	1.346900E-05	8.033231E-07	6.140938E-08	4.566414E-07	4.738365E-06	3.092474E-07	6.015745E-05	2.975881E-07	2.527894E-06	7.861594E-08	4.221457E-04	2.948517E-06	3.257549E-08	4.524593E-10
