# temperature	SE	SE+SE
0.000000E+00	1.491110E-05	4.445132E-08
2.000000E+00	1.492759E-05	3.620614E-08
4.000000E+00	1.494080E-05	2.960239E-08
6.000000E+00	1.495141E-05	2.429658E-08
8.000000E+00	1.495996E-05	2.001968E-08
1.000000E+01	1.496688E-05	1.656062E-08
1.200000E+01	1.497249E-05	1.375352E-08
1.400000E+01	1.497706E-05	1.146768E-08
1.600000E+01	1.498080E-05	9.599891E-09
1.800000E+01	1.498386E-05	8.068434E-09
2.000000E+01	1.498638E-05	6.808414E-09
2.200000E+01	1.498846E-05	5.768157E-09
2.400000E+01	1.499019E-05	4.906392E-09
2.600000E+01	1.499162E-05	4.190062E-09
2.800000E+01	1.499281E-05	3.592607E-09
3.000000E+01	1.499381E-05	3.092624E-09
3.200000E+01	1.499465E-05	2.672814E-09
3.400000E+01	1.499536E-05	2.319155E-09
3.600000E+01	1.499596E-05	2.020243E-09
3.800000E+01	1.499647E-05	1.766782E-09
4.000000E+01	1.499690E-05	1.551167E-09
4.200000E+01	1.499727E-05	1.367159E-09
4.400000E+01	1.499758E-05	1.209629E-09
4.600000E+01	1.499785E-05	1.074342E-09
4.800000E+01	1.499808E-05	9.577973E-10
5.000000E+01	1.499829E-05	8.570899E-10
5.200000E+01	1.499846E-05	7.698030E-10
5.400000E+01	1.499861E-05	6.939208E-10
5.600000E+01	1.499874E-05	6.277574E-10
5.800000E+01	1.499886E-05	5.698988E-10
6.000000E+01	1.499896E-05	5.191562E-10
6.200000E+01	1.499905E-05	4.745272E-10
6.400000E+01	1.499913E-05	4.351648E-10
6.600000E+01	1.499920E-05	4.003512E-10
6.800000E+01	1.499926E-05	3.694766E-10
7.000000E+01	1.499932E-05	3.420218E-10
7.200000E+01	1.499936E-05	3.175435E-10
7.400000E+01	1.499941E-05	2.956624E-10
7.600000E+01	1.499945E-05	2.760531E-10
7.800000E+01	1.499948E-05	2.584357E-10
8.000000E+01	1.499951E-05	2.425692E-10
8.200000E+01	1.499954E-05	2.282452E-10
8.400000E+01	1.499957E-05	2.152835E-10
8.600000E+01	1.499959E-05	2.035275E-10
8.800000E+01	1.499961E-05	1.928411E-10
9.000000E+01	1.499963E-05	1.831056E-10
9.200000E+01	1.499965E-05	1.742176E-10
9.400000E+01	1.499967E-05	1.660861E-10
9.600000E+01	1.499968E-05	1.586318E-10
9.800000E+01	1.499970E-05	1.517847E-10
