# temperature	SE	SE+SE
0.000000E+00	5.066594E-08	7.474667E-06
2.000000E+00	6.296102E-08	7.468519E-06
4.000000E+00	7.820573E-08	7.460897E-06
6.000000E+00	9.713781E-08	7.451431E-06
8.000000E+00	1.206967E-07	7.439652E-06
1.000000E+01	1.500830E-07	7.424958E-06
1.200000E+01	1.868362E-07	7.406582E-06
1.400000E+01	2.329327E-07	7.383534E-06
1.600000E+01	2.909124E-07	7.354544E-06
1.800000E+01	3.640347E-07	7.317983E-06
2.000000E+01	4.564704E-07	7.271765E-06
2.200000E+01	5.735297E-07	7.213235E-06
2.400000E+01	7.219206E-07	7.139040E-06
2.600000E+01	9.100227E-07	7.044989E-06
2.800000E+01	1.148143E-06	6.925929E-06
3.000000E+01	1.448686E-06	6.775657E-06
3.200000E+01	1.826138E-06	6.586931E-06
3.400000E+01	2.296683E-06	6.351659E-06
3.600000E+01	2.877215E-06	6.061392E-06
3.800000E+01	3.583440E-06	5.708280E-06
4.000000E+01	4.426748E-06	5.286626E-06
4.200000E+01	5.409716E-06	4.795142E-06
4.400000E+01	6.520611E-06	4.239695E-06
4.600000E+01	7.728223E-06	3.635889E-06
4.800000E+01	8.979746E-06	3.010127E-06
5.000000E+01	1.020522E-05	2.397391E-06
5.200000E+01	1.133049E-05	1.834753E-06
5.400000E+01	1.229567E-05	1.352166E-06
5.600000E+01	1.307011E-05	9.649462E-07
5.800000E+01	1.365566E-05	6.721679E-07
6.000000E+01	1.407772E-05	4.611424E-07
6.200000E+01	1.437155E-05	3.142257E-07
6.400000E+01	1.457161E-05	2.141934E-07
6.600000E+01	1.470621E-05	1.468930E-07
6.800000E+01	1.479640E-05	1.017981E-07
7.000000E+01	1.485694E-05	7.153163E-08
7.200000E+01	1.489780E-05	5.110041E-08
7.400000E+01	1.492562E-05	3.718881E-08
7.600000E+01	1.494477E-05	2.761478E-08
7.800000E+01	1.495811E-05	2.094557E-08
8.000000E+01	1.496752E-05	1.623847E-08
8.200000E+01	1.497426E-05	1.287006E-08
8.400000E+01	1.497915E-05	1.042516E-08
8.600000E+01	1.498275E-05	8.624921E-09
8.800000E+01	1.498544E-05	7.280295E-09
9.000000E+01	1.498748E-05	6.261825E-09
9.200000E+01	1.498904E-05	5.479920E-09
9.400000E+01	1.499026E-05	4.871902E-09
9.600000E+01	1.499121E-05	4.393433E-09
9.800000E+01	1.499197E-05	4.012802E-09
